 Date Time CO OZ NO2 NO PM10
 28.01.13 12:00 0.15 0.01 0.39 0.15 0.06
 -------- 13:00 0.13 0.01 0.39 0.17 0.07
 -------- 14:00 0.11 0.01 0.40 0.15 0.07
 -------- 15:00 0.10 0.01 0.40 0.14 0.06
 -------- 16:00 0.10 0.01 0.42 0.15 0.07
 28.01.13 17:00 0.10 ---- 0.43 0.12 0.07
 -------- 18:00 0.08 0.02 0.37 0.03 0.06
 -------- 19:00 0.09 0.01 0.37 0.04 0.05
 -------- 20:00 0.08 0.03 0.34 0.02 0.05
 -------- 21:00 0.07 0.02 0.35 0.02 0.05
 28.01.13 22:00 0.07 0.02 0.35 0.02 0.05
 -------- 23:00 0.07 0.02 0.34 0.02 0.05
 -------- 00:00 0.06 0.03 0.31 0.02 0.06
 -------- 01:00 0.05 0.06 0.29 0.01 0.06
 -------- 02:00 0.05 0.07 0.26 0.01 0.05
 29.01.13 03:00 0.06 0.08 0.25 0.01 0.05
 -------- 04:00 0.06 0.08 0.24 0.01 0.04
 -------- 05:00 0.04 0.09 0.24 0.00 0.04
 -------- 06:00 0.06 0.04 0.29 0.01 0.05
 -------- 07:00 0.07 0.02 0.34 0.03 0.05
 29.01.13 08:00 0.11 ---- 0.39 0.14 0.06
 -------- 09:00 0.13 ---- 0.41 0.18 0.07
 -------- 10:00 0.13 ---- 0.39 0.16 0.08
 -------- 11:00 0.14 0.01 0.40 0.19 0.10
 -------- 12:00 0.13 0.01 0.41 0.21 0.11
 29.01.13 13:00 0.13 0.01 0.39 0.17 0.11
 -------- 14:00 0.12 0.02 0.36 0.13 0.10
 -------- 15:00 0.11 0.01 0.36 0.12 0.11
 -------- 16:00 0.11 0.02 0.37 0.13 0.10
 -------- 17:00 0.13 ---- 0.41 0.18 0.10
 29.01.13 18:00 0.12 ---- 0.41 0.14 0.09
 -------- 19:00 0.10 ---- 0.38 0.09 0.07
 -------- 20:00 0.09 0.02 0.36 0.05 0.05
 -------- 21:00 0.08 0.01 0.35 0.03 0.05
 -------- 22:00 0.09 ---- 0.38 0.07 0.06
 29.01.13 23:00 0.09 ---- 0.39 0.08 0.06
 -------- 00:00 0.09 ---- 0.38 0.07 0.05
 -------- 01:00 0.08 ---- 0.38 0.10 0.06
 -------- 02:00 0.07 ---- 0.37 0.08 0.06
 -------- 03:00 0.06 0.01 0.34 0.03 0.06
 30.01.13 04:00 0.06 ---- 0.36 0.06 0.06
 -------- 05:00 0.06 ---- 0.36 0.08 0.06
 -------- 06:00 0.07 ---- 0.36 0.09 0.07
 -------- 07:00 0.08 ---- 0.35 0.07 0.10
 -------- 08:00 0.09 ---- 0.35 0.10 0.11
 30.01.13 09:00 0.11 ---- 0.35 0.14 0.12
 -------- 10:00 0.12 ---- 0.34 0.14 0.12
 -------- 11:00 0.12 ---- 0.33 0.15 0.14
