 Date Time CO OZ NO2 NO PM10
 24.10.12 23:00 0.06 0.01 0.26 0.03 0.05
 -------- 00:00 0.06 0.01 0.25 0.02 0.04
 -------- 01:00 0.05 0.03 0.22 0.02 0.03
 -------- 02:00 0.04 0.04 0.19 0.01 0.02
 -------- 03:00 0.04 0.06 0.18 0.01 0.02
 25.10.12 04:00 0.04 0.09 0.14 0.00 0.02
 -------- 05:00 0.03 0.08 0.15 0.00 0.02
 -------- 06:00 0.04 0.07 0.16 0.00 0.02
 -------- 07:00 0.04 0.04 0.21 0.01 0.02
 -------- 08:00 0.05 0.03 0.23 0.02 0.04
 25.10.12 09:00 0.06 0.04 0.23 0.03 0.04
 -------- 10:00 0.06 0.05 0.23 0.03 0.05
 -------- 11:00 0.06 0.07 0.21 0.03 0.05
 -------- 12:00 0.06 0.06 0.23 0.03 0.06
 -------- 13:00 0.06 0.07 0.22 0.04 0.05
 25.10.12 14:00 0.07 0.07 0.22 0.04 0.05
 -------- 15:00 0.05 0.08 0.22 0.04 0.05
 -------- 16:00 0.05 0.06 0.24 0.03 0.06
 -------- 17:00 0.05 0.08 0.22 0.03 0.05
 -------- 18:00 0.04 0.10 0.20 0.01 0.05
 25.10.12 19:00 0.05 0.11 0.19 0.02 0.03
 -------- 20:00 0.04 0.16 0.14 0.01 0.04
 -------- 21:00 0.04 0.16 0.14 0.01 0.03
 -------- 22:00 0.04 0.18 0.12 0.00 0.03
 -------- 23:00 0.04 0.18 0.12 0.00 0.03
 26.10.12 00:00 0.03 0.17 0.12 0.00 0.01
 -------- 01:00 0.04 0.19 0.09 0.00 0.02
 -------- 02:00 0.04 0.20 0.08 0.00 0.02
 -------- 03:00 0.03 0.15 0.12 0.01 0.02
 -------- 04:00 0.04 0.16 0.10 0.00 0.02
 26.10.12 05:00 0.03 0.14 0.10 0.00 0.02
 -------- 06:00 0.04 0.15 0.09 0.00 0.01
 -------- 07:00 0.04 0.13 0.10 0.00 0.01
 -------- 08:00 0.05 0.11 0.14 0.01 0.01
 -------- 09:00 0.06 0.09 0.15 0.01 0.01
 26.10.12 10:00 0.07 0.03 0.23 0.04 0.02
 -------- 11:00 0.08 0.03 0.23 0.05 0.03
 -------- 12:00 0.07 0.05 0.22 0.04 0.03
 -------- 13:00 0.06 0.12 0.16 0.02 0.02
 -------- 14:00 0.05 0.17 0.13 0.02 0.02
 26.10.12 15:00 0.05 0.16 0.14 0.02 0.03
 -------- 16:00 0.05 0.14 0.14 0.02 0.02
 -------- 17:00 0.06 0.16 0.12 0.01 0.03
 -------- 18:00 0.04 0.16 0.13 0.01 0.02
 -------- 19:00 0.04 0.14 0.17 0.01 0.02
 26.10.12 20:00 0.04 0.14 0.16 0.01 0.02
 -------- 21:00 0.05 0.08 0.22 0.01 0.04
 -------- 22:00 0.04 0.10 0.20 0.01 0.05
