 Date Time CO OZ NO2 NO PM10
 19.10.12 12:00 0.12 ---- 0.26 0.17 0.08
 -------- 13:00 0.14 ---- 0.26 0.19 0.09
 -------- 14:00 0.11 ---- 0.26 0.14 0.08
 -------- 15:00 0.11 ---- 0.26 0.11 0.08
 -------- 16:00 0.08 0.01 0.26 0.07 0.05
 19.10.12 17:00 0.09 0.01 0.26 0.06 0.04
 -------- 18:00 0.08 0.01 0.28 0.04 0.06
 -------- 19:00 0.08 0.01 0.28 0.03 0.05
 -------- 20:00 0.07 0.04 0.23 0.02 0.04
 -------- 21:00 0.06 0.04 0.21 0.02 0.04
 19.10.12 22:00 0.06 0.05 0.20 0.02 0.04
 -------- 23:00 0.06 0.05 0.19 0.02 0.04
 -------- 00:00 0.06 0.04 0.20 0.02 0.03
 -------- 01:00 0.06 0.05 0.19 0.01 0.03
 -------- 02:00 0.05 0.05 0.20 0.01 0.04
 20.10.12 03:00 0.05 0.06 0.19 0.01 0.04
 -------- 04:00 0.04 0.08 0.16 0.01 0.03
 -------- 05:00 0.04 0.11 0.13 0.00 0.02
 -------- 06:00 0.04 0.08 0.17 0.00 0.03
