 Date Time CO OZ NO2 NO PM10
 29.11.12 00:00 0.06 0.01 0.17 0.03 0.04
 -------- 01:00 0.04 0.01 0.17 0.02 0.03
 -------- 02:00 0.04 0.02 0.16 0.01 0.03
 -------- 03:00 0.04 0.02 0.15 0.01 0.03
 -------- 04:00 0.04 0.03 0.14 0.01 0.03
 29.11.12 05:00 0.04 0.02 0.16 0.01 0.03
 -------- 06:00 0.04 0.02 0.17 0.01 0.03
 -------- 07:00 0.06 0.01 0.18 0.02 0.03
 -------- 08:00 0.06 0.01 0.20 0.03 0.04
 -------- 09:00 0.06 0.01 0.21 0.03 0.04
 29.11.12 10:00 0.06 0.02 0.21 0.03 0.04
 -------- 11:00 0.06 0.02 0.21 0.04 0.04
 -------- 12:00 0.06 0.04 0.20 0.03 0.04
 -------- 13:00 0.06 0.05 0.20 0.04 0.03
 -------- 14:00 0.06 0.04 0.19 0.04 0.03
 29.11.12 15:00 0.06 0.04 0.19 0.03 0.04
 -------- 16:00 0.06 0.03 0.20 0.03 0.04
 -------- 17:00 0.06 0.02 0.21 0.03 0.04
 -------- 18:00 0.06 0.02 0.20 0.02 0.04
 -------- 19:00 0.06 0.03 0.18 0.02 0.04
 29.11.12 20:00 0.06 0.04 0.18 0.02 0.03
 -------- 21:00 0.05 0.05 0.15 0.01 0.03
 -------- 22:00 0.06 0.04 0.15 0.01 0.03
 -------- 23:00 0.05 0.04 0.16 0.01 0.03
 -------- 00:00 0.04 0.03 0.16 0.01 0.03
 30.11.12 01:00 0.04 0.01 0.18 0.02 0.03
 -------- 02:00 0.04 0.03 0.15 0.02 0.02
 -------- 03:00 0.04 0.03 0.13 0.01 0.02
 -------- 04:00 0.04 0.04 0.13 0.01 0.02
 -------- 05:00 0.04 0.03 0.14 0.01 0.02
 30.11.12 06:00 0.04 0.03 0.14 0.01 0.02
 -------- 07:00 0.04 0.03 0.14 0.01 0.02
 -------- 08:00 0.05 0.02 0.14 0.02 0.02
 -------- 09:00 0.06 0.01 0.16 0.02 0.03
 -------- 10:00 0.06 0.01 0.16 0.03 0.02
 30.11.12 11:00 0.06 0.01 0.15 0.03 0.03
 -------- 12:00 0.06 0.01 0.15 0.04 0.02
 -------- 13:00 0.06 0.01 0.15 0.05 0.02
 -------- 14:00 0.08 0.01 0.16 0.05 0.03
 -------- 15:00 0.07 0.01 0.15 0.05 0.04
 30.11.12 16:00 0.08 ---- 0.16 0.06 0.03
 -------- 17:00 0.10 ---- 0.17 0.09 0.03
 -------- 18:00 0.12 ---- 0.18 0.14 0.05
 -------- 19:00 0.12 ---- 0.17 0.17 0.04
 -------- 20:00 0.17 ---- 0.20 0.25 0.06
 30.11.12 21:00 0.11 ---- 0.20 0.13 0.05
 -------- 22:00 0.11 ---- 0.20 0.13 0.05
 -------- 23:00 0.09 ---- 0.22 0.09 0.05
