 Date Time CO OZ NO2 NO PM10
 15.01.13 00:00 0.04 0.13 0.17 0.00 0.03
 -------- 01:00 0.04 0.13 0.18 0.00 0.02
 -------- 02:00 0.04 0.18 0.12 0.00 0.02
 -------- 03:00 0.04 0.21 0.09 0.00 0.01
 -------- 04:00 0.04 0.23 0.05 0.00 0.01
 15.01.13 05:00 0.04 0.20 0.09 0.00 0.01
 -------- 06:00 0.04 0.17 0.12 0.00 0.02
 -------- 07:00 0.04 0.13 0.17 0.00 0.02
 -------- 08:00 0.06 0.08 0.26 0.01 0.02
 -------- 09:00 0.05 0.08 0.26 0.01 0.02
 15.01.13 10:00 0.05 0.09 0.25 0.01 0.02
 -------- 11:00 0.06 0.10 0.24 0.02 0.04
 -------- 12:00 0.06 0.08 0.26 0.04 0.03
 -------- 13:00 0.06 0.09 0.24 0.03 0.03
 -------- 14:00 0.06 0.08 0.26 0.03 0.03
 15.01.13 15:00 0.06 0.09 0.26 0.03 0.03
 -------- 16:00 0.05 0.09 0.25 0.02 0.03
 -------- 17:00 0.06 0.07 0.27 0.02 0.03
 -------- 18:00 0.07 0.08 0.26 0.01 0.03
 -------- 19:00 0.08 0.06 0.28 0.02 0.04
 15.01.13 20:00 0.08 0.03 0.33 0.02 0.04
 -------- 21:00 0.11 ---- 0.39 0.07 0.05
 -------- 22:00 0.08 0.02 0.37 0.03 0.04
 -------- 23:00 0.07 0.01 0.40 0.04 0.03
 -------- 00:00 0.07 0.06 0.29 0.04 0.02
 16.01.13 01:00 0.07 0.04 0.33 0.03 0.02
 -------- 02:00 0.08 ---- 0.42 0.14 0.03
 -------- 03:00 0.07 0.01 0.40 0.06 0.03
 -------- 04:00 0.05 0.04 0.34 0.05 0.04
 -------- 05:00 0.04 0.08 0.26 0.03 0.04
 16.01.13 06:00 0.05 0.06 0.30 0.04 0.03
 -------- 07:00 0.05 0.03 0.33 0.04 0.03
 -------- 08:00 0.07 0.01 0.35 0.06 0.03
 -------- 09:00 0.08 ---- 0.39 0.08 0.04
 -------- 10:00 0.09 ---- 0.38 0.12 0.06
 16.01.13 11:00 0.10 ---- 0.39 0.14 0.06
 -------- 12:00 0.11 0.01 0.39 0.17 0.08
 -------- 13:00 0.13 ---- 0.40 0.21 0.08
 -------- 14:00 0.13 ---- 0.41 0.22 0.09
 -------- 15:00 0.14 ---- 0.42 0.23 0.10
 16.01.13 16:00 0.14 ---- 0.43 0.25 0.12
 -------- 17:00 0.14 ---- 0.45 0.30 0.12
 -------- 18:00 0.14 ---- 0.43 0.27 0.11
 -------- 19:00 0.13 ---- 0.39 0.19 0.10
 -------- 20:00 0.10 ---- 0.36 0.11 0.09
 16.01.13 21:00 0.10 ---- 0.34 0.09 0.09
 -------- 22:00 0.07 ---- 0.30 0.04 0.05
 -------- 23:00 0.07 ---- 0.31 0.04 0.06
