 Date Time CO OZ NO2 NO PM10
 02.02.13 00:00 0.09 0.01 0.29 0.04 0.06
 -------- 01:00 0.08 0.03 0.25 0.02 0.05
 -------- 02:00 0.06 0.03 0.24 0.02 0.05
 -------- 03:00 0.06 0.03 0.26 0.03 0.03
 -------- 04:00 0.06 0.03 0.25 0.02 0.03
 02.02.13 05:00 0.06 0.03 0.24 0.01 0.03
 -------- 06:00 0.05 0.03 0.24 0.01 0.03
 -------- 07:00 0.05 0.04 0.22 0.01 0.03
 -------- 08:00 0.04 0.08 0.18 0.01 0.03
 -------- 09:00 0.05 0.08 0.19 0.01 0.03
 02.02.13 10:00 0.06 0.06 0.24 0.02 0.05
 -------- 11:00 0.06 0.10 0.20 0.02 0.05
 -------- 12:00 0.06 0.11 0.18 0.01 0.05
 -------- 13:00 0.06 0.11 0.19 0.02 0.05
 -------- 14:00 0.07 0.06 0.25 0.03 0.06
 02.02.13 15:00 0.06 0.10 0.20 0.03 0.05
 -------- 16:00 0.06 0.09 0.23 0.02 0.06
 -------- 17:00 0.07 0.08 0.25 0.02 0.05
 -------- 18:00 0.08 0.03 0.31 0.03 0.05
 -------- 19:00 0.08 0.06 0.27 0.01 0.04
 02.02.13 20:00 0.07 0.05 0.27 0.01 0.04
 -------- 21:00 0.07 0.05 0.27 0.02 0.04
 -------- 22:00 0.09 0.04 0.28 0.02 0.04
 -------- 23:00 0.08 0.02 0.30 0.03 0.04
 -------- 00:00 0.11 ---- 0.34 0.09 0.05
 03.02.13 01:00 0.08 0.01 0.30 0.04 0.05
 -------- 02:00 0.11 ---- 0.33 0.12 0.09
 -------- 03:00 0.09 0.02 0.31 0.05 0.07
 -------- 04:00 0.08 0.03 0.27 0.02 0.05
 -------- 05:00 0.08 0.04 0.27 0.03 0.05
 03.02.13 06:00 0.07 0.06 0.23 0.01 0.04
 -------- 07:00 0.07 0.08 0.21 0.01 0.03
 -------- 08:00 0.06 0.09 0.22 0.01 0.03
 -------- 09:00 0.06 0.10 0.21 0.01 0.03
 -------- 10:00 0.07 0.09 0.23 0.01 0.04
 03.02.13 11:00 0.07 0.11 0.22 0.02 0.04
 -------- 12:00 0.06 0.12 0.21 0.02 0.04
 -------- 13:00 0.06 0.15 0.20 0.01 0.03
 -------- 14:00 0.06 0.16 0.20 0.01 0.03
 -------- 15:00 0.06 0.14 0.23 0.02 0.03
 03.02.13 16:00 0.08 0.07 0.30 0.03 0.03
 -------- 17:00 0.08 0.08 0.31 0.03 0.04
 -------- 18:00 0.07 0.11 0.23 0.01 0.03
 -------- 19:00 0.07 0.09 0.24 0.02 0.03
 -------- 20:00 0.09 0.07 0.27 0.02 0.03
 03.02.13 21:00 0.08 0.05 0.30 0.02 0.03
 -------- 22:00 0.08 0.05 0.29 0.02 0.03
 -------- 23:00 0.08 0.04 0.30 0.02 0.03
