 Date Time CO OZ NO2 NO PM10
 04.02.13 00:00 0.06 0.12 0.20 0.01 0.02
 -------- 01:00 0.06 0.12 0.18 0.01 0.03
 -------- 02:00 0.06 0.12 0.18 0.01 0.03
 -------- 03:00 0.06 0.11 0.18 0.01 0.03
 -------- 04:00 0.04 0.12 0.16 0.00 0.02
 04.02.13 05:00 0.05 0.09 0.17 0.00 0.02
 -------- 06:00 0.06 0.02 0.26 0.01 0.02
 -------- 07:00 0.06 0.01 0.27 0.01 0.02
 -------- 08:00 0.09 ---- 0.33 0.09 0.03
 -------- 09:00 0.16 ---- 0.37 0.18 0.04
 04.02.13 10:00 0.19 ---- 0.40 0.27 0.07
 -------- 11:00 0.19 ---- 0.40 0.27 0.06
 -------- 12:00 0.19 ---- 0.40 0.31 0.05
 -------- 13:00 0.12 ---- 0.31 0.12 0.01
 -------- 14:00 0.09 0.02 0.24 0.06 0.01
 04.02.13 15:00 0.07 0.02 0.24 0.05 0.01
 -------- 16:00 0.06 0.03 0.21 0.03 0.01
 -------- 17:00 0.06 0.04 0.22 0.02 0.02
 -------- 18:00 0.06 0.05 0.21 0.02 0.02
 -------- 19:00 0.06 0.07 0.19 0.01 0.02
 04.02.13 20:00 0.06 0.10 0.18 0.01 0.02
 -------- 21:00 0.04 0.14 0.16 0.01 0.02
 -------- 22:00 0.04 0.11 0.19 0.01 0.02
 -------- 23:00 0.04 0.09 0.19 0.01 0.03
 -------- 00:00 0.04 0.11 0.17 0.01 0.03
 05.02.13 01:00 0.04 0.10 0.20 0.01 0.03
 -------- 02:00 0.04 0.17 0.13 0.01 0.02
 -------- 03:00 0.04 0.17 0.15 0.01 0.02
 -------- 04:00 0.04 0.18 0.17 0.01 0.02
 -------- 05:00 0.07 0.15 0.19 0.01 0.03
 05.02.13 06:00 0.07 0.19 0.14 0.00 0.02
 -------- 07:00 0.06 0.19 0.13 0.00 0.02
 -------- 08:00 0.08 0.15 0.20 0.01 0.02
 -------- 09:00 0.08 0.14 0.22 0.01 0.02
 -------- 10:00 0.07 0.12 0.26 0.03 0.02
 05.02.13 11:00 0.08 0.06 0.35 0.06 0.04
 -------- 12:00 0.07 0.10 0.28 0.05 0.04
 -------- 13:00 0.09 0.08 0.29 0.07 0.04
 -------- 14:00 0.09 0.08 0.27 0.07 0.05
 -------- 15:00 0.07 0.08 0.25 0.05 0.05
 05.02.13 16:00 0.06 0.11 0.24 0.02 0.04
 -------- 17:00 0.07 0.12 0.24 0.02 0.04
 -------- 18:00 0.10 0.01 0.39 0.04 0.06
