 Date Time CO OZ NO2 NO PM10
 23.09.12 12:00 0.08 0.12 0.19 0.05 0.10
 -------- 13:00 0.09 0.05 0.24 0.06 0.12
 -------- 14:00 0.09 0.04 0.23 0.05 0.14
 -------- 15:00 0.09 0.05 0.21 0.04 0.10
 -------- 16:00 0.11 0.04 0.21 0.06 0.07
 23.09.12 17:00 0.10 0.03 0.20 0.04 0.07
 -------- 18:00 0.08 0.05 0.17 0.02 0.04
 -------- 19:00 0.08 0.05 0.18 0.02 0.04
 -------- 20:00 0.08 0.04 0.19 0.02 0.04
 -------- 21:00 0.08 0.09 0.19 0.01 0.03
 23.09.12 22:00 0.08 0.10 0.22 0.01 0.03
 -------- 23:00 0.07 0.14 0.22 0.01 0.03
 -------- 00:00 0.06 0.16 0.18 0.00 0.03
 -------- 01:00 0.06 0.12 0.18 0.01 0.03
 -------- 02:00 0.04 0.16 0.14 0.00 0.02
 24.09.12 03:00 0.04 0.19 0.11 0.01 0.02
 -------- 04:00 0.04 0.22 0.08 0.00 0.02
 -------- 05:00 0.04 0.21 0.08 0.01 0.02
 -------- 06:00 0.04 0.28 0.07 0.00 0.01
 -------- 07:00 0.04 0.25 0.10 0.00 0.02
 24.09.12 08:00 0.06 0.12 0.18 0.02 0.03
 -------- 09:00 0.08 0.06 0.20 0.05 0.05
 -------- 10:00 0.05 0.12 0.17 0.04 0.04
 -------- 11:00 0.05 0.19 0.13 0.02 0.03
 -------- 12:00 0.05 0.18 0.14 0.02 0.03
 24.09.12 13:00 0.05 0.20 0.15 0.03 0.03
 -------- 14:00 0.05 0.19 0.16 0.03 0.03
 -------- 15:00 0.07 ---- 0.17 0.05 0.03
 -------- 16:00 0.05 0.17 0.14 0.03 0.03
 -------- 17:00 0.04 0.14 0.16 0.02 0.04
 24.09.12 18:00 0.05 0.08 0.18 0.02 0.03
 -------- 19:00 0.07 0.06 0.19 0.03 0.02
 -------- 20:00 0.06 0.05 0.19 0.02 0.02
 -------- 21:00 0.06 0.07 0.19 0.02 0.02
 -------- 22:00 0.06 0.08 0.18 0.02 0.02
 24.09.12 23:00 0.05 0.08 0.15 0.01 0.02
 -------- 00:00 0.05 0.10 0.12 0.01 0.02
 -------- 01:00 0.04 0.11 0.10 0.01 0.02
 -------- 02:00 0.04 0.12 0.09 0.01 0.02
 -------- 03:00 0.04 0.12 0.09 0.01 0.02
 25.09.12 04:00 0.03 0.14 0.08 0.01 0.02
 -------- 05:00 0.04 0.14 0.09 0.01 0.02
 -------- 06:00 0.04 0.15 0.09 0.01 0.02
 -------- 07:00 0.07 0.11 0.11 0.01 0.02
 -------- 08:00 0.06 0.08 0.14 0.02 0.03
 25.09.12 09:00 0.07 0.23 0.16 0.04 0.03
 -------- 10:00 0.06 0.11 0.14 0.03 0.05
 -------- 11:00 0.05 0.16 0.12 0.02 0.04
