 Date Time CO OZ NO2 NO PM10
 10.01.13 00:00 0.04 0.14 0.13 0.01 0.02
 -------- 01:00 0.04 0.16 0.12 0.00 0.01
 -------- 02:00 0.04 0.16 0.10 0.01 0.01
 -------- 03:00 0.04 0.16 0.10 0.01 0.01
 -------- 04:00 0.05 0.12 0.14 0.02 0.02
 10.01.13 05:00 0.05 0.12 0.14 0.01 0.01
 -------- 06:00 0.04 0.14 0.12 0.01 0.01
 -------- 07:00 0.06 0.12 0.16 0.02 0.02
 -------- 08:00 0.07 0.07 0.22 0.02 0.02
 -------- 09:00 0.06 0.06 0.23 0.02 0.02
 10.01.13 10:00 0.06 0.07 0.22 0.02 0.03
 -------- 11:00 0.06 0.06 0.22 0.03 0.03
 -------- 12:00 0.06 0.09 0.20 0.03 0.03
 -------- 13:00 0.06 0.11 0.17 0.03 0.03
 -------- 14:00 0.06 0.09 0.19 0.05 0.02
 10.01.13 15:00 0.06 0.08 0.20 0.02 0.03
 -------- 16:00 0.06 0.07 0.21 0.02 0.03
 -------- 17:00 0.06 0.06 0.22 0.02 0.03
 -------- 18:00 0.06 0.05 0.24 0.02 0.03
 -------- 19:00 0.06 0.06 0.22 0.02 0.03
 10.01.13 20:00 0.06 0.11 0.17 0.01 0.03
 -------- 21:00 0.06 0.06 0.22 0.01 0.03
 -------- 22:00 0.06 0.03 0.25 0.02 0.05
 -------- 23:00 0.06 0.02 0.28 0.02 0.05
 -------- 00:00 0.06 0.01 0.29 0.03 0.05
 11.01.13 01:00 0.06 0.03 0.28 0.03 0.04
 -------- 02:00 0.06 0.01 0.30 0.07 0.04
 -------- 03:00 0.04 0.03 0.29 0.03 0.03
 -------- 04:00 0.05 0.05 0.24 0.02 0.03
 -------- 05:00 0.07 0.03 0.31 0.06 0.04
 11.01.13 06:00 0.06 0.04 0.26 0.02 0.04
 -------- 07:00 0.07 0.05 0.27 0.05 0.04
 -------- 08:00 0.07 0.03 0.29 0.06 0.04
 -------- 09:00 0.08 0.02 0.32 0.04 0.04
 -------- 10:00 0.07 0.03 0.28 0.03 0.05
 11.01.13 11:00 0.07 0.05 0.26 0.04 0.06
 -------- 12:00 0.07 0.05 0.27 0.06 0.06
 -------- 13:00 0.10 0.02 0.33 0.15 0.08
 -------- 14:00 0.11 0.02 0.35 0.17 0.08
 -------- 15:00 0.10 0.01 0.34 0.17 0.09
 11.01.13 16:00 0.11 0.01 0.34 0.15 0.10
 -------- 17:00 0.09 0.01 0.32 0.07 0.08
 -------- 18:00 0.09 ---- 0.31 0.04 0.07
 -------- 19:00 0.09 0.01 0.30 0.05 0.07
 -------- 20:00 0.07 0.01 0.26 0.02 0.07
 11.01.13 21:00 0.08 0.01 0.26 0.03 0.06
 -------- 22:00 0.08 0.01 0.25 0.02 0.06
 -------- 23:00 0.08 0.01 0.25 0.02 0.06
