 Date Time CO OZ NO2 NO PM10
 14.02.13 00:00 0.08 0.01 0.38 0.01 0.08
 -------- 01:00 0.10 ---- 0.41 0.04 0.10
 -------- 02:00 0.08 ---- 0.39 0.03 0.09
 -------- 03:00 0.07 0.01 0.38 0.02 0.09
 -------- 04:00 0.06 0.02 0.35 0.01 0.08
 14.02.13 05:00 0.06 0.04 0.31 0.01 0.08
 -------- 06:00 0.06 0.03 0.32 0.01 0.08
 -------- 07:00 0.07 ---- 0.35 0.02 0.09
 -------- 08:00 0.08 ---- 0.36 0.04 0.09
 -------- 09:00 0.09 0.01 0.36 0.06 0.10
 14.02.13 10:00 0.10 0.03 0.33 0.07 0.11
 -------- 11:00 0.11 0.05 0.32 0.08 0.11
 -------- 12:00 0.09 0.07 0.32 0.08 0.11
 -------- 13:00 0.08 0.09 0.32 0.07 0.12
 -------- 14:00 0.08 0.10 0.32 0.07 0.11
 14.02.13 15:00 0.08 0.12 0.29 0.05 0.11
 -------- 16:00 0.08 0.10 0.33 0.04 0.10
 -------- 17:00 0.08 0.09 0.35 0.03 0.10
 -------- 18:00 0.09 0.04 0.40 0.03 0.10
 -------- 19:00 0.07 0.08 0.33 0.01 0.09
 14.02.13 20:00 0.08 0.07 0.35 0.01 0.09
 -------- 21:00 0.09 0.03 0.38 0.02 0.10
 -------- 22:00 0.08 0.05 0.35 0.02 0.09
 -------- 23:00 0.08 0.04 0.38 0.03 0.10
 -------- 00:00 0.08 ---- 0.42 0.05 0.11
 15.02.13 01:00 0.10 ---- 0.43 0.07 0.12
 -------- 02:00 0.09 0.01 0.41 0.04 0.12
 -------- 03:00 0.09 ---- 0.41 0.06 0.12
 -------- 04:00 0.08 ---- 0.41 0.07 0.13
 -------- 05:00 0.08 ---- 0.42 0.08 0.13
 15.02.13 06:00 0.07 0.04 0.37 0.03 0.11
 -------- 07:00 0.05 0.05 0.33 0.01 0.11
 -------- 08:00 0.08 ---- 0.42 0.06 0.13
 -------- 09:00 0.11 ---- 0.43 0.11 0.15
 -------- 10:00 0.12 ---- 0.44 0.13 0.13
 15.02.13 11:00 0.13 0.01 0.42 0.13 0.13
 -------- 12:00 0.16 0.01 0.44 0.21 0.18
 -------- 13:00 0.13 0.03 0.41 0.15 0.16
 -------- 14:00 0.13 0.04 0.41 0.15 0.19
 -------- 15:00 0.10 0.05 0.38 0.10 0.22
 15.02.13 16:00 0.12 0.04 0.43 0.11 0.22
 -------- 17:00 0.11 0.02 0.43 0.08 0.17
 -------- 18:00 0.10 0.01 0.43 0.05 0.14
 -------- 19:00 0.09 0.01 0.42 0.02 0.12
 -------- 20:00 0.08 0.02 0.40 0.02 0.12
 15.02.13 21:00 0.10 0.03 0.43 0.05 0.12
 -------- 22:00 0.14 ---- 0.50 0.13 0.15
