 Date Time CO OZ NO2 NO PM10
 30.12.12 00:00 0.04 0.15 0.10 0.00 0.02
 -------- 01:00 0.04 0.16 0.09 0.00 0.02
 -------- 02:00 0.04 0.16 0.09 0.00 0.02
 -------- 03:00 0.04 0.15 0.10 0.01 0.02
 -------- 04:00 0.04 0.16 0.08 0.00 0.02
 30.12.12 05:00 0.04 0.14 0.09 0.00 0.02
 -------- 06:00 0.04 0.12 0.11 0.00 0.02
 -------- 07:00 0.04 0.11 0.12 0.01 0.02
 -------- 08:00 0.04 0.11 0.12 0.01 0.02
 -------- 09:00 0.04 0.11 0.12 0.00 0.02
 30.12.12 10:00 0.04 0.09 0.13 0.01 0.02
 -------- 11:00 0.06 0.08 0.17 0.01 0.02
 -------- 12:00 0.05 0.08 0.17 0.02 0.02
 -------- 13:00 0.06 0.07 0.19 0.02 0.02
 -------- 14:00 0.06 0.05 0.21 0.03 0.03
 30.12.12 15:00 0.07 0.04 0.24 0.04 0.03
 -------- 16:00 0.08 0.02 0.26 0.03 0.03
 -------- 17:00 0.07 0.02 0.28 0.03 0.03
 -------- 18:00 0.09 ---- 0.29 0.04 0.03
 -------- 19:00 0.08 ---- 0.28 0.04 0.03
 30.12.12 20:00 0.08 ---- 0.29 0.05 0.04
 -------- 21:00 0.08 ---- 0.29 0.06 0.03
 -------- 22:00 0.10 ---- 0.29 0.08 0.04
 -------- 23:00 0.11 ---- 0.30 0.13 0.05
 -------- 00:00 0.12 ---- 0.32 0.20 0.05
 31.12.12 01:00 0.12 ---- 0.34 0.27 0.05
 -------- 02:00 0.13 ---- 0.36 0.32 0.07
 -------- 03:00 0.13 ---- 0.35 0.29 0.06
 -------- 04:00 0.13 ---- 0.34 0.25 0.06
 -------- 05:00 0.09 ---- 0.29 0.11 0.04
 31.12.12 06:00 0.08 ---- 0.26 0.07 0.04
 -------- 07:00 0.06 ---- 0.24 0.05 0.03
 -------- 08:00 0.07 ---- 0.24 0.05 0.03
 -------- 09:00 0.06 ---- 0.23 0.04 0.04
 -------- 10:00 0.06 0.01 0.24 0.06 0.04
 31.12.12 11:00 0.07 0.01 0.23 0.05 0.02
 -------- 12:00 0.07 0.02 0.22 0.04 0.03
 -------- 13:00 0.08 0.01 0.24 0.06 0.04
 -------- 14:00 0.09 0.02 0.23 0.06 0.04
 -------- 15:00 0.08 0.01 0.24 0.04 0.05
 31.12.12 16:00 0.08 0.01 0.26 0.06 0.05
 -------- 17:00 0.09 ---- 0.27 0.05 0.04
 -------- 18:00 0.07 0.03 0.23 0.01 0.04
 -------- 19:00 0.06 0.03 0.22 0.01 0.04
 -------- 20:00 0.07 0.01 0.25 0.02 0.05
 31.12.12 21:00 0.08 ---- 0.27 0.04 0.06
 -------- 22:00 0.08 0.01 0.26 0.03 0.06
 -------- 23:00 0.08 0.01 0.24 0.03 0.06
