 Date Time CO OZ NO2 NO PM10
 03.01.13 12:00 0.08 0.10 0.22 0.02 0.07
 -------- 13:00 0.08 0.11 0.20 0.02 0.08
 -------- 14:00 0.09 0.09 0.23 0.02 0.09
 -------- 15:00 0.09 0.07 0.24 0.02 0.09
 -------- 16:00 0.08 0.11 0.17 0.01 0.08
 03.01.13 17:00 0.08 0.11 0.15 0.01 0.07
 -------- 18:00 0.07 0.11 0.16 0.01 0.06
 -------- 19:00 0.07 0.06 0.23 0.01 0.05
 -------- 20:00 0.08 0.05 0.24 0.01 0.06
 -------- 21:00 0.08 0.04 0.22 0.01 0.07
 03.01.13 22:00 0.07 0.05 0.20 0.01 0.06
 -------- 23:00 0.08 0.05 0.20 0.01 0.05
 -------- 00:00 0.06 0.08 0.15 0.01 0.05
 -------- 01:00 0.06 0.08 0.14 0.00 0.04
 -------- 02:00 0.06 0.05 0.16 0.01 0.04
 04.01.13 03:00 0.05 0.06 0.17 0.01 0.03
 -------- 04:00 0.04 0.10 0.11 0.00 0.02
 -------- 05:00 0.04 0.11 0.11 0.00 0.02
 -------- 06:00 0.04 0.10 0.11 0.00 0.01
 -------- 07:00 0.04 0.09 0.12 0.00 0.02
 04.01.13 08:00 0.04 0.09 0.14 0.00 0.02
 -------- 09:00 0.05 0.06 0.16 0.01 0.02
 -------- 10:00 0.06 0.05 0.19 0.01 0.02
 -------- 11:00 0.06 0.03 0.21 0.02 0.03
 -------- 12:00 0.06 0.05 0.18 0.02 0.02
 04.01.13 13:00 0.06 0.05 0.19 0.02 0.02
 -------- 14:00 0.06 0.06 0.18 0.02 0.02
 -------- 15:00 0.06 0.07 0.18 0.02 0.03
 -------- 16:00 0.06 0.04 0.23 0.03 0.03
 -------- 17:00 0.06 0.03 0.24 0.02 0.03
 04.01.13 18:00 0.06 0.02 0.25 0.02 0.03
 -------- 19:00 0.06 0.05 0.22 0.01 0.02
 -------- 20:00 0.06 0.03 0.24 0.01 0.03
 -------- 21:00 0.07 0.01 0.26 0.01 0.03
 -------- 22:00 0.08 0.01 0.28 0.03 0.04
 04.01.13 23:00 0.07 0.01 0.26 0.02 0.04
 -------- 00:00 0.08 ---- 0.27 0.03 0.03
 -------- 01:00 0.07 0.03 0.24 0.02 0.03
 -------- 02:00 0.09 ---- 0.28 0.09 0.04
 -------- 03:00 0.10 ---- 0.27 0.08 0.05
 05.01.13 04:00 0.09 ---- 0.25 0.08 0.06
 -------- 05:00 0.11 ---- 0.26 0.19 0.04
 -------- 06:00 0.08 0.01 0.30 0.15 0.02
 -------- 07:00 0.06 0.01 0.24 0.01 0.02
 -------- 08:00 0.09 0.01 0.26 0.10 0.03
 05.01.13 09:00 0.08 ---- 0.26 0.06 0.04
 -------- 10:00 0.08 0.03 0.27 0.02 0.04
 -------- 11:00 0.06 0.06 0.26 0.02 0.03
