 Date Time CO OZ NO2 NO PM10
 07.04.13 12:00 0.05 0.28 0.15 0.01 0.03
 -------- 13:00 0.04 0.31 0.13 0.01 0.03
 -------- 14:00 0.05 0.31 0.12 0.01 0.03
 -------- 15:00 0.04 0.31 0.13 0.01 0.03
 -------- 16:00 0.05 0.31 0.14 0.01 0.04
 07.04.13 17:00 0.05 0.31 0.14 0.01 0.04
 -------- 18:00 0.05 0.30 0.16 0.01 0.04
 -------- 19:00 0.04 0.32 0.14 0.00 0.04
 -------- 20:00 0.05 0.31 0.15 0.01 0.05
 -------- 21:00 0.04 0.28 0.18 0.00 0.05
 07.04.13 22:00 0.05 0.24 0.21 0.01 0.05
 -------- 23:00 0.04 0.27 0.19 0.00 0.04
 -------- 00:00 0.05 0.22 0.24 0.01 0.05
 -------- 01:00 0.04 0.26 0.18 0.00 0.04
 -------- 02:00 0.04 0.25 0.17 ---- 0.03
 08.04.13 03:00 0.04 0.15 0.30 0.01 0.05
 -------- 04:00 0.08 ---- 0.52 0.09 0.09
 -------- 05:00 0.09 ---- 0.50 0.11 0.11
 -------- 06:00 0.11 ---- 0.47 0.10 0.08
 -------- 07:00 0.09 ---- 0.48 0.11 0.08
 08.04.13 08:00 0.15 0.01 0.55 0.25 0.14
 -------- 09:00 0.12 0.12 0.40 0.11 0.10
 -------- 10:00 0.09 0.15 0.37 0.05 0.11
 -------- 11:00 0.07 0.21 0.30 0.04 0.11
 -------- 12:00 0.06 0.24 0.27 0.04 0.08
 08.04.13 13:00 0.06 0.28 0.24 0.03 0.08
 -------- 14:00 0.06 0.30 0.21 0.02 0.06
 -------- 15:00 0.05 0.32 0.20 0.02 0.06
 -------- 16:00 0.04 0.38 0.14 0.01 0.06
 -------- 17:00 0.04 0.42 0.11 0.01 0.05
 08.04.13 18:00 0.04 0.43 0.12 0.01 0.05
 -------- 19:00 0.04 0.39 0.15 0.01 0.06
 -------- 20:00 0.06 0.34 0.21 0.01 0.08
 -------- 21:00 0.09 0.28 0.26 0.01 0.09
 -------- 22:00 0.10 0.11 0.45 0.01 0.13
 08.04.13 23:00 0.10 0.06 0.53 0.01 0.16
