 Date Time CO OZ NO2 NO PM10
 08.01.13 12:00 0.08 0.02 0.19 0.06 0.04
 -------- 13:00 0.08 0.02 0.20 0.07 0.04
 -------- 14:00 0.08 0.02 0.20 0.06 0.04
 -------- 15:00 0.08 0.01 0.20 0.06 0.03
 -------- 16:00 0.07 0.05 0.16 0.02 0.03
 08.01.13 17:00 0.06 0.06 0.14 0.01 0.03
 -------- 18:00 0.06 0.07 0.14 0.01 0.02
 -------- 19:00 0.05 0.09 0.13 0.01 0.02
 -------- 20:00 0.05 0.09 0.13 0.00 0.02
 -------- 21:00 0.06 0.07 0.15 0.00 0.02
 08.01.13 22:00 0.06 0.07 0.16 0.00 0.02
 -------- 23:00 0.05 0.09 0.14 0.00 0.02
 -------- 00:00 0.05 0.08 0.15 0.00 0.02
 -------- 01:00 0.07 0.07 0.19 0.06 0.02
 -------- 02:00 0.05 0.08 0.15 0.03 0.02
 09.01.13 03:00 0.07 0.07 0.18 0.08 0.02
 -------- 04:00 0.05 0.08 0.14 0.04 0.02
 -------- 05:00 0.05 0.08 0.17 0.06 0.02
 -------- 06:00 0.05 0.09 0.15 0.02 0.02
 -------- 07:00 0.06 0.07 0.20 0.05 0.02
 09.01.13 08:00 0.08 0.05 0.26 0.07 0.03
 -------- 09:00 0.06 0.04 0.22 0.01 0.02
 -------- 10:00 0.09 0.03 0.24 0.02 0.03
 -------- 11:00 0.06 0.02 0.24 0.03 0.03
 -------- 12:00 0.07 0.01 0.26 0.06 0.04
 09.01.13 13:00 0.07 0.01 0.26 0.09 0.04
 -------- 14:00 0.08 0.02 0.26 0.08 0.04
 -------- 15:00 0.07 0.03 0.25 0.06 0.04
 -------- 16:00 0.06 0.04 0.23 0.02 0.03
 -------- 17:00 0.07 0.03 0.25 0.02 0.03
 09.01.13 18:00 0.07 0.03 0.27 0.03 0.03
 -------- 19:00 0.06 0.06 0.22 0.02 0.02
 -------- 20:00 0.07 0.03 0.26 0.02 0.03
 -------- 21:00 0.06 0.06 0.23 0.01 0.03
 -------- 22:00 0.05 0.12 0.17 0.01 0.01
 09.01.13 23:00 0.04 0.16 0.12 0.00 0.01
 -------- 00:00 0.04 0.15 0.13 0.01 0.01
 -------- 01:00 0.04 0.16 0.12 0.00 0.01
 -------- 02:00 0.04 0.16 0.10 0.01 0.01
 -------- 03:00 0.04 0.16 0.10 0.01 0.01
 10.01.13 04:00 0.05 0.12 0.14 0.02 0.02
 -------- 05:00 0.05 0.12 0.14 0.01 0.01
 -------- 06:00 0.04 0.14 0.12 0.01 0.01
 -------- 07:00 0.06 0.12 0.16 0.02 0.02
 -------- 08:00 0.07 0.07 0.22 0.02 0.02
 10.01.13 09:00 0.06 0.06 0.23 0.02 0.02
 -------- 10:00 0.06 0.07 0.22 0.02 0.03
 -------- 11:00 0.06 0.06 0.22 0.03 0.03
