 Date Time CO OZ NO2 NO PM10
 18.04.13 12:00 0.06 0.33 0.23 0.02 0.17
 -------- 13:00 0.07 ---- 0.21 0.01 0.19
 -------- 14:00 0.05 ---- 0.14 0.01 0.17
 -------- 15:00 0.04 ---- 0.11 0.01 0.18
 -------- 16:00 0.04 ---- 0.12 0.01 0.17
 18.04.13 17:00 0.04 ---- 0.11 0.01 0.18
 -------- 18:00 0.05 ---- 0.12 0.01 0.14
 -------- 19:00 0.06 ---- 0.18 0.01 0.13
 -------- 20:00 0.07 ---- 0.21 0.00 0.14
 -------- 21:00 0.09 ---- 0.34 0.01 0.18
 18.04.13 22:00 0.15 ---- 0.62 0.05 0.28
 -------- 23:00 0.17 ---- 0.66 0.09 0.31
 -------- 00:00 0.11 ---- 0.63 0.02 0.20
 -------- 01:00 0.12 ---- 0.68 0.04 0.21
 -------- 02:00 0.08 ---- 0.49 0.01 0.14
 19.04.13 03:00 0.06 ---- 0.35 0.00 0.12
 -------- 04:00 0.06 ---- 0.29 0.00 0.10
 -------- 05:00 0.06 ---- 0.27 0.00 0.10
 -------- 06:00 0.06 ---- 0.27 0.00 0.10
 -------- 07:00 0.06 ---- 0.35 0.01 0.13
 19.04.13 08:00 0.08 ---- 0.38 0.02 0.17
 -------- 09:00 0.08 ---- 0.39 0.03 0.24
 -------- 10:00 0.08 ---- 0.38 0.03 0.22
 -------- 11:00 0.07 ---- 0.26 0.02 0.22
 -------- 12:00 0.06 ---- 0.17 0.01 0.25
 19.04.13 13:00 0.05 ---- 0.14 0.01 0.24
 -------- 14:00 0.05 ---- 0.13 0.01 0.21
 -------- 15:00 0.05 0.49 0.14 0.01 0.16
 -------- 16:00 0.04 0.50 0.13 0.01 0.16
 -------- 17:00 0.04 0.49 0.15 0.01 0.16
 19.04.13 18:00 0.05 0.47 0.15 0.01 0.15
 -------- 19:00 0.05 0.48 0.15 0.01 0.14
 -------- 20:00 0.07 0.40 0.23 0.00 0.16
 -------- 21:00 0.08 0.31 0.34 0.00 0.20
 -------- 22:00 0.05 0.36 0.16 ---- 0.16
 19.04.13 23:00 0.07 0.22 0.30 0.00 0.15
 -------- 00:00 0.07 0.18 0.36 0.00 0.17
 -------- 01:00 0.04 0.26 0.24 0.00 0.08
 -------- 02:00 0.03 0.29 0.17 0.01 0.07
 -------- 03:00 0.04 0.28 0.17 0.00 0.06
 20.04.13 04:00 0.04 0.23 0.22 0.00 0.06
 -------- 05:00 0.03 0.25 0.19 0.00 0.06
 -------- 06:00 0.04 0.17 0.27 0.00 0.07
 -------- 07:00 0.05 0.10 0.38 0.01 0.17
 -------- 08:00 0.06 0.11 0.36 0.02 0.16
 20.04.13 09:00 0.07 0.12 0.35 0.02 0.15
 -------- 10:00 0.08 0.11 0.38 0.03 0.19
 -------- 11:00 0.08 0.12 0.36 0.02 0.17
