 Date Time CO OZ NO2 NO PM10
 20.01.13 12:00 0.18 ---- 0.47 0.38 0.15
 -------- 13:00 0.20 ---- 0.49 0.41 0.16
 -------- 14:00 0.19 0.01 0.47 0.33 0.15
 -------- 15:00 0.19 ---- 0.47 0.32 0.14
 -------- 16:00 0.18 ---- 0.45 0.31 0.14
 20.01.13 17:00 0.18 ---- 0.45 0.29 0.12
 -------- 18:00 0.17 ---- 0.43 0.28 0.10
 -------- 19:00 0.20 ---- 0.44 0.31 0.12
 -------- 20:00 0.17 ---- 0.42 0.24 0.11
 -------- 21:00 0.11 ---- 0.37 0.14 0.08
 20.01.13 22:00 0.10 ---- 0.34 0.11 0.06
 -------- 23:00 0.10 ---- 0.33 0.09 0.05
 -------- 00:00 0.08 ---- 0.31 0.06 0.05
 -------- 01:00 0.08 ---- 0.30 0.07 0.05
 -------- 02:00 0.09 ---- 0.29 0.08 0.05
 21.01.13 03:00 0.09 ---- 0.28 0.09 0.06
 -------- 04:00 0.08 ---- 0.27 0.07 0.05
 -------- 05:00 0.08 ---- 0.27 0.08 0.06
 -------- 06:00 0.10 ---- 0.27 0.11 0.06
 -------- 07:00 0.10 ---- 0.28 0.12 0.06
 21.01.13 08:00 0.13 ---- 0.30 0.18 0.06
 -------- 09:00 0.14 ---- 0.33 0.23 0.07
 -------- 10:00 0.15 ---- 0.33 0.21 0.06
 -------- 11:00 0.11 ---- 0.28 0.15 0.06
 -------- 12:00 0.09 0.01 0.23 0.12 0.06
 21.01.13 13:00 0.08 0.02 0.20 0.08 0.05
 -------- 14:00 0.08 0.03 0.20 0.08 0.06
 -------- 15:00 0.07 0.04 0.20 0.06 0.05
 -------- 16:00 0.07 0.04 0.22 0.05 0.05
 -------- 17:00 0.07 0.03 0.24 0.03 0.04
 21.01.13 18:00 0.08 ---- 0.30 0.06 0.05
 -------- 19:00 0.08 0.01 0.32 0.03 0.05
 -------- 20:00 0.08 0.04 0.31 0.02 0.05
 -------- 21:00 0.07 0.06 0.27 0.01 0.04
 -------- 22:00 0.07 0.08 0.24 0.01 0.03
 21.01.13 23:00 0.06 0.04 0.30 0.02 0.04
 -------- 00:00 0.06 0.06 0.27 0.01 0.03
 -------- 01:00 0.05 0.11 0.22 0.01 0.03
 -------- 02:00 0.04 0.12 0.19 0.00 0.02
 -------- 03:00 0.04 0.14 0.20 0.01 0.02
 22.01.13 04:00 0.04 0.20 0.13 0.00 0.02
 -------- 05:00 0.04 0.14 0.19 0.00 0.02
 -------- 06:00 0.04 0.10 0.24 0.00 0.02
 -------- 07:00 0.06 0.07 0.26 0.01 0.03
 -------- 08:00 0.07 0.01 0.34 0.02 0.03
 22.01.13 09:00 0.08 0.01 0.36 0.04 0.03
 -------- 10:00 0.09 0.01 0.35 0.08 0.04
 -------- 11:00 0.09 0.03 0.36 0.11 0.05
