 Date Time CO OZ NO2 NO PM10
 05.01.13 12:00 0.07 0.08 0.24 0.01 0.04
 -------- 13:00 0.08 0.03 0.25 0.03 0.04
 -------- 14:00 0.07 0.03 0.22 0.03 0.03
 -------- 15:00 0.06 0.05 0.19 0.02 0.03
 -------- 16:00 0.05 0.09 0.15 0.01 0.03
 05.01.13 17:00 0.06 0.07 0.16 0.00 0.02
 -------- 18:00 0.06 0.05 0.20 0.01 0.02
 -------- 19:00 0.07 0.02 0.23 0.02 0.02
 -------- 20:00 0.07 0.03 0.22 0.01 0.02
 -------- 21:00 0.07 0.04 0.21 0.01 0.02
 05.01.13 22:00 0.06 0.06 0.17 0.01 0.02
 -------- 23:00 0.05 0.07 0.17 0.03 0.02
 -------- 00:00 0.07 0.06 0.20 0.06 0.02
 -------- 01:00 0.05 0.06 0.18 0.02 0.02
 -------- 02:00 0.05 0.07 0.16 0.01 0.03
 06.01.13 03:00 0.06 0.06 0.18 0.04 0.02
 -------- 04:00 0.05 0.05 0.19 0.02 0.02
 -------- 05:00 0.04 0.05 0.17 0.01 0.02
 -------- 06:00 0.04 0.05 0.18 0.02 0.02
 -------- 07:00 0.04 0.04 0.17 0.01 0.02
 06.01.13 08:00 0.05 0.03 0.18 0.02 0.03
 -------- 09:00 0.05 0.03 0.19 0.03 0.03
 -------- 10:00 0.05 0.02 0.19 0.02 0.03
 -------- 11:00 0.06 0.02 0.18 0.03 0.04
 -------- 12:00 0.06 0.03 0.16 0.03 0.04
 06.01.13 13:00 0.06 0.03 0.17 0.04 0.03
 -------- 14:00 0.07 0.04 0.18 0.03 0.03
 -------- 15:00 0.06 0.04 0.18 0.02 0.03
 -------- 16:00 0.06 0.06 0.18 0.02 0.03
 -------- 17:00 0.05 0.08 0.15 0.01 0.02
 06.01.13 18:00 0.06 0.08 0.15 0.01 0.02
 -------- 19:00 0.06 0.06 0.17 0.01 0.03
 -------- 20:00 0.06 0.04 0.18 0.01 0.03
 -------- 21:00 0.06 0.04 0.18 0.01 0.03
 -------- 22:00 0.06 0.04 0.18 0.01 0.02
 06.01.13 23:00 0.06 0.05 0.17 0.01 0.02
 -------- 00:00 0.04 0.07 0.14 0.01 0.02
 -------- 01:00 0.04 0.08 0.12 0.01 0.02
 -------- 02:00 0.04 0.09 0.12 0.01 0.02
 -------- 03:00 0.04 0.11 0.10 0.01 0.02
 07.01.13 04:00 0.04 0.12 0.11 0.02 0.01
 -------- 05:00 0.04 0.11 0.12 0.03 0.02
 -------- 06:00 0.04 0.11 0.10 0.01 0.02
 -------- 07:00 0.04 0.11 0.12 0.02 0.02
 -------- 08:00 0.04 0.11 0.11 0.01 0.02
 07.01.13 09:00 0.05 0.11 0.12 0.02 0.03
 -------- 10:00 0.04 0.10 0.10 0.01 0.03
 -------- 11:00 0.04 0.10 0.09 0.01 0.02
