 Date Time CO OZ NO2 NO PM10
 09.12.12 12:00 0.06 0.04 0.18 0.03 0.04
 -------- 13:00 0.07 0.04 0.21 0.04 0.04
 -------- 14:00 0.06 0.08 0.14 0.02 0.03
 -------- 15:00 0.07 0.06 0.18 0.02 0.04
 -------- 16:00 0.07 0.06 0.19 0.02 0.04
 09.12.12 17:00 0.07 0.06 0.19 0.01 0.04
 -------- 18:00 0.09 0.04 0.23 0.02 0.05
 -------- 19:00 0.10 0.01 0.28 0.05 0.05
 -------- 20:00 0.09 0.01 0.26 0.04 0.06
 -------- 21:00 0.09 0.01 0.26 0.04 0.05
 09.12.12 22:00 0.11 ---- 0.29 0.09 0.06
 -------- 23:00 0.12 ---- 0.32 0.15 0.07
 -------- 00:00 0.13 ---- 0.32 0.19 0.08
 -------- 01:00 0.17 ---- 0.33 0.24 0.08
 -------- 02:00 0.15 ---- 0.35 0.29 0.08
 10.12.12 03:00 0.11 ---- 0.34 0.19 0.07
 -------- 04:00 0.12 ---- 0.34 0.24 0.08
 -------- 05:00 0.11 ---- 0.35 0.24 0.10
 -------- 06:00 0.09 ---- 0.31 0.17 0.08
 -------- 07:00 0.09 ---- 0.28 0.11 0.08
 10.12.12 08:00 0.09 ---- 0.25 0.09 0.07
 -------- 09:00 0.06 ---- 0.22 0.05 0.06
 -------- 10:00 0.08 ---- 0.23 0.09 0.09
 -------- 11:00 0.08 ---- 0.21 0.08 0.07
 -------- 12:00 0.08 ---- 0.19 0.07 0.06
 10.12.12 13:00 0.08 ---- 0.19 0.08 0.08
 -------- 14:00 0.09 ---- 0.19 0.09 0.06
 -------- 15:00 0.11 ---- 0.22 0.13 0.07
 -------- 16:00 0.08 ---- 0.21 0.07 0.07
 -------- 17:00 0.08 ---- 0.20 0.05 0.06
 10.12.12 18:00 0.09 ---- 0.19 0.07 0.06
 -------- 19:00 0.10 ---- 0.20 0.09 0.05
 -------- 20:00 0.09 ---- 0.20 0.09 0.05
 -------- 21:00 0.06 0.06 0.20 0.03 0.03
 -------- 22:00 0.06 0.11 0.15 0.02 0.02
 10.12.12 23:00 0.04 0.12 0.15 0.01 0.02
 -------- 00:00 0.04 0.14 0.14 0.01 0.02
 -------- 01:00 0.04 0.14 0.13 0.01 0.02
 -------- 02:00 0.04 0.16 0.11 0.01 0.02
 -------- 03:00 0.04 0.17 0.11 0.01 0.03
 11.12.12 04:00 0.04 0.19 0.10 0.00 0.03
 -------- 05:00 0.04 0.19 0.11 0.01 0.02
 -------- 06:00 0.04 0.15 0.16 0.01 0.03
 -------- 07:00 0.05 0.15 0.15 0.01 0.04
 -------- 08:00 0.06 0.15 0.17 0.01 0.03
 11.12.12 09:00 0.06 0.14 0.18 0.01 0.03
 -------- 10:00 0.06 0.14 0.20 0.02 0.03
 -------- 11:00 0.06 0.11 0.22 0.02 0.04
