 Date Time CO OZ NO2 NO PM10
 05.10.12 03:00 0.04 0.15 0.12 0.01 0.02
 -------- 04:00 0.04 0.13 0.15 0.00 0.02
 -------- 05:00 0.04 0.04 0.24 0.01 0.04
 -------- 06:00 0.06 ---- 0.28 0.02 0.04
 -------- 07:00 0.07 ---- 0.28 0.04 0.03
 05.10.12 08:00 0.15 ---- 0.33 0.21 0.08
 -------- 09:00 0.18 ---- 0.33 0.23 0.08
 -------- 10:00 0.15 ---- 0.33 0.16 0.09
 -------- 11:00 0.15 ---- 0.34 0.19 0.10
 -------- 12:00 0.11 0.01 0.27 0.10 0.10
 05.10.12 13:00 0.11 0.01 0.26 0.09 0.12
 -------- 14:00 0.13 0.01 0.28 0.11 0.14
 -------- 15:00 0.14 0.01 0.30 0.09 0.14
 -------- 16:00 0.16 ---- 0.34 0.12 0.13
 -------- 17:00 0.09 0.11 0.26 0.01 0.08
 05.10.12 18:00 0.07 0.15 0.20 0.01 0.10
 -------- 19:00 0.07 0.14 0.18 0.01 0.08
 -------- 20:00 0.09 0.06 0.25 0.01 0.06
 -------- 21:00 0.11 0.02 0.30 0.02 0.05
 -------- 22:00 0.08 0.04 0.26 0.01 0.04
 05.10.12 23:00 0.08 0.05 0.22 0.01 0.03
 -------- 00:00 0.08 0.04 0.22 0.01 0.04
 -------- 01:00 0.05 0.06 0.19 0.01 0.04
 -------- 02:00 0.02 0.18 0.10 0.00 0.01
 -------- 03:00 0.04 0.11 0.15 0.00 0.02
 06.10.12 04:00 0.04 0.10 0.14 0.00 0.02
 -------- 05:00 0.03 0.12 0.10 0.00 0.02
 -------- 06:00 0.03 0.11 0.10 0.00 0.01
 -------- 07:00 0.03 0.10 0.11 0.00 0.01
 -------- 08:00 0.05 0.05 0.17 0.01 0.02
 06.10.12 09:00 0.05 0.04 0.21 0.03 0.03
 -------- 10:00 0.06 0.05 0.20 0.03 0.03
 -------- 11:00 0.05 0.09 0.15 0.01 0.03
 -------- 12:00 0.04 0.12 0.13 0.01 0.01
 -------- 13:00 0.04 0.14 0.11 0.01 0.03
 06.10.12 14:00 0.04 0.13 0.12 0.01 0.03
 -------- 15:00 0.05 0.12 0.13 0.01 0.03
 -------- 16:00 0.06 0.09 0.17 0.01 0.04
 -------- 17:00 0.04 0.14 0.13 0.01 0.03
 -------- 18:00 0.04 0.17 0.09 0.01 0.03
 06.10.12 19:00 0.04 0.17 0.07 0.00 0.03
 -------- 20:00 0.04 0.16 0.07 0.01 0.03
 -------- 21:00 0.04 0.16 0.08 0.00 0.02
 -------- 22:00 0.04 0.14 0.10 0.00 0.02
 -------- 23:00 0.04 0.16 0.09 0.00 0.02
 07.10.12 00:00 0.04 0.16 0.09 0.00 0.02
 -------- 01:00 0.04 0.15 0.11 0.00 0.01
 -------- 02:00 0.05 0.10 0.16 0.00 0.01
