 Date Time CO OZ NO2 NO PM10
 04.03.13 00:00 0.04 0.25 0.18 0.00 0.03
 -------- 01:00 0.04 0.29 0.12 ---- 0.02
 -------- 02:00 0.03 0.29 0.11 0.00 0.03
 -------- 03:00 0.04 0.26 0.14 0.00 0.03
 -------- 04:00 0.04 0.28 0.13 0.00 0.03
 04.03.13 05:00 0.04 0.26 0.12 0.00 0.03
 -------- 06:00 0.04 0.23 0.17 0.00 0.03
 -------- 07:00 0.04 0.23 0.19 0.00 0.03
 -------- 08:00 0.06 0.20 0.21 0.01 0.03
 -------- 09:00 0.07 0.19 0.25 0.02 0.03
 04.03.13 10:00 0.06 0.23 0.21 0.02 0.04
 -------- 11:00 0.06 0.25 0.18 0.02 0.04
 -------- 12:00 0.06 0.25 0.18 0.02 0.04
 -------- 13:00 0.06 0.26 0.17 0.03 0.04
 -------- 14:00 0.06 0.29 0.14 0.02 0.03
 04.03.13 15:00 0.05 0.32 0.11 0.01 0.03
 -------- 16:00 0.04 0.32 0.11 0.01 0.03
 -------- 17:00 0.04 0.30 0.12 0.01 0.03
 -------- 18:00 0.05 0.25 0.15 0.01 0.03
 -------- 19:00 0.06 0.23 0.21 0.01 0.05
 04.03.13 20:00 0.06 0.23 0.20 0.01 0.04
 -------- 21:00 0.06 0.20 0.23 0.01 0.04
 -------- 22:00 0.05 0.19 0.22 0.01 0.04
 -------- 23:00 0.05 0.13 0.27 0.01 0.04
 -------- 00:00 0.06 0.10 0.29 0.01 0.04
 05.03.13 01:00 0.05 0.09 0.30 0.01 0.04
 -------- 02:00 0.04 0.12 0.27 0.00 0.04
 -------- 03:00 0.04 0.16 0.22 0.00 0.02
 -------- 04:00 0.04 0.11 0.27 0.00 0.03
 -------- 05:00 0.05 0.07 0.31 0.00 0.03
 05.03.13 06:00 0.06 0.04 0.39 0.03 0.04
 -------- 07:00 0.17 ---- 0.45 0.08 0.04
 -------- 08:00 0.13 ---- 0.49 0.19 0.05
 -------- 09:00 0.17 0.01 0.50 0.22 0.06
 -------- 10:00 0.19 0.02 0.52 0.30 0.08
 05.03.13 11:00 0.16 0.04 0.49 0.23 0.08
 -------- 12:00 0.08 0.12 0.32 0.07 0.04
 -------- 13:00 0.08 0.16 0.28 0.06 0.04
 -------- 14:00 0.08 0.14 0.32 0.07 0.05
 -------- 15:00 0.09 0.12 0.38 0.10 0.06
 05.03.13 16:00 0.08 0.12 0.37 0.07 0.06
 -------- 17:00 0.07 0.12 0.36 0.06 0.05
 -------- 18:00 0.07 0.12 0.35 0.03 0.04
 -------- 19:00 0.09 0.10 0.37 0.02 0.04
 -------- 20:00 0.07 0.10 0.34 0.01 0.04
 05.03.13 21:00 0.07 0.07 0.37 0.01 0.05
 -------- 22:00 0.10 0.01 0.49 0.05 0.05
 -------- 23:00 0.09 0.03 0.48 0.07 0.05
