 Date Time CO OZ NO2 NO PM10
 31.10.12 12:00 0.10 ---- 0.23 0.16 0.03
 -------- 13:00 0.12 ---- 0.21 0.09 0.02
 -------- 14:00 0.07 ---- 0.19 0.06 0.02
 -------- 15:00 0.06 0.01 0.18 0.05 0.02
 -------- 16:00 0.06 0.02 0.18 0.06 0.03
 31.10.12 17:00 0.06 0.02 0.19 0.04 0.03
 -------- 18:00 0.05 0.04 0.18 0.03 0.02
 -------- 19:00 0.04 0.07 0.17 0.02 0.02
 -------- 20:00 0.06 0.06 0.17 0.02 0.03
 -------- 21:00 0.05 0.07 0.17 0.02 0.03
 31.10.12 22:00 0.05 0.11 0.14 0.01 0.02
 -------- 23:00 0.04 0.13 0.13 0.01 0.02
 -------- 00:00 0.04 0.16 0.09 0.00 0.02
 -------- 01:00 0.04 0.12 0.12 0.01 0.02
 -------- 02:00 0.04 0.15 0.09 0.00 0.02
 01.11.12 03:00 0.04 0.17 0.06 0.00 0.02
 -------- 04:00 0.04 0.17 0.07 0.00 0.02
 -------- 05:00 0.04 0.15 0.08 ---- 0.02
 -------- 06:00 0.04 0.12 0.10 0.00 0.03
 -------- 07:00 0.05 0.11 0.12 0.01 0.03
 01.11.12 08:00 0.05 0.08 0.14 0.01 0.03
 -------- 09:00 0.06 0.05 0.19 0.02 0.03
 -------- 10:00 0.08 0.04 0.22 0.05 0.04
 -------- 11:00 0.09 0.03 0.24 0.07 0.06
 -------- 12:00 0.07 0.03 0.25 0.07 0.05
 01.11.12 13:00 0.08 0.04 0.24 0.08 0.05
 -------- 14:00 0.09 0.02 0.33 0.16 0.08
 -------- 15:00 0.08 0.02 0.30 0.10 0.07
 -------- 16:00 0.06 0.03 0.26 0.05 0.05
 -------- 17:00 0.06 0.01 0.27 0.05 0.06
 01.11.12 18:00 0.07 0.01 0.28 0.06 0.05
 -------- 19:00 0.10 0.01 0.27 0.05 0.05
 -------- 20:00 0.10 ---- 0.25 0.04 0.04
 -------- 21:00 0.08 ---- 0.24 0.04 0.04
 -------- 22:00 0.07 0.01 0.21 0.02 0.03
 01.11.12 23:00 0.06 0.01 0.20 0.02 0.03
 -------- 00:00 0.06 0.01 0.19 0.02 0.03
 -------- 01:00 0.06 0.04 0.16 0.01 0.02
 -------- 02:00 0.05 0.10 0.12 0.01 0.01
 -------- 03:00 0.04 0.11 0.10 0.00 0.02
 02.11.12 04:00 0.04 0.07 0.13 0.01 0.03
 -------- 05:00 0.05 0.03 0.17 0.01 0.04
 -------- 06:00 0.06 0.01 0.21 0.02 0.05
 -------- 07:00 0.06 0.01 0.24 0.03 0.05
 -------- 08:00 0.08 ---- 0.25 0.04 0.04
 02.11.12 09:00 0.09 ---- 0.26 0.06 0.04
 -------- 10:00 0.11 0.01 0.26 0.10 0.06
 -------- 11:00 0.08 0.01 0.26 0.09 0.05
