 Date Time CO OZ NO2 NO PM10
 09.11.12 00:00 0.04 0.09 0.17 0.01 0.04
 -------- 01:00 0.04 0.11 0.14 0.01 0.03
 -------- 02:00 0.04 0.12 0.13 0.00 0.02
 -------- 03:00 0.04 0.10 0.15 0.00 0.02
 -------- 04:00 0.03 0.08 0.16 0.01 0.03
 09.11.12 05:00 0.03 0.09 0.15 0.00 0.02
 -------- 06:00 0.04 0.05 0.18 0.00 0.03
 -------- 07:00 0.06 ---- 0.24 0.03 0.04
 -------- 08:00 0.09 ---- 0.24 0.08 0.04
 -------- 09:00 0.12 ---- 0.27 0.18 0.05
 09.11.12 10:00 0.15 ---- 0.29 0.23 0.06
 -------- 11:00 0.13 ---- 0.27 0.17 0.06
 -------- 12:00 0.11 ---- 0.25 0.13 0.05
 -------- 13:00 0.09 0.01 0.22 0.09 0.04
 -------- 14:00 0.08 0.02 0.20 0.06 0.04
 09.11.12 15:00 0.09 0.02 0.20 0.06 0.04
 -------- 16:00 0.09 0.01 0.22 0.07 0.04
 -------- 17:00 0.09 0.01 0.22 0.06 0.02
 -------- 18:00 0.08 0.02 0.20 0.03 0.02
 -------- 19:00 0.06 0.03 0.18 0.02 0.01
 09.11.12 20:00 0.06 0.04 0.17 0.01 0.01
 -------- 21:00 0.05 0.07 0.18 0.01 0.01
 -------- 22:00 0.05 0.07 0.16 0.01 0.02
 -------- 23:00 0.04 0.08 0.16 0.01 0.01
 -------- 00:00 0.05 0.13 0.13 0.00 0.01
 10.11.12 01:00 0.04 0.17 0.13 0.00 0.01
 -------- 02:00 0.04 0.17 0.12 0.00 0.02
 -------- 03:00 0.04 0.14 0.14 0.01 0.02
 -------- 04:00 0.04 0.11 0.16 0.00 0.02
 -------- 05:00 0.04 0.10 0.16 0.00 0.02
 10.11.12 06:00 0.03 0.11 0.14 0.00 0.03
 -------- 07:00 0.03 0.10 0.15 0.00 0.02
 -------- 08:00 0.03 0.11 0.12 0.00 0.03
 -------- 09:00 0.04 0.07 0.18 0.01 0.04
 -------- 10:00 0.06 0.03 0.24 0.03 0.08
 10.11.12 11:00 0.06 0.03 0.24 0.04 0.06
 -------- 12:00 0.08 0.05 0.23 0.04 0.05
 -------- 13:00 0.06 0.10 0.18 0.02 0.04
 -------- 14:00 0.04 0.14 0.14 0.02 0.03
 -------- 15:00 0.04 0.15 0.14 0.01 0.04
 10.11.12 16:00 0.05 0.12 0.17 0.01 0.04
 -------- 17:00 0.06 0.10 0.20 0.01 0.06
 -------- 18:00 0.07 0.06 0.24 0.01 0.06
 -------- 19:00 0.08 0.01 0.31 0.05 0.05
 -------- 20:00 0.08 ---- 0.33 0.03 0.06
 10.11.12 21:00 0.08 ---- 0.34 0.04 0.06
 -------- 22:00 0.09 ---- 0.35 0.08 0.07
 -------- 23:00 0.10 ---- 0.33 0.10 0.09
