 Date Time CO OZ NO2 NO PM10
 04.10.12 00:00 0.16 ---- 0.22 0.10 0.09
 -------- 01:00 0.11 ---- 0.23 0.07 0.09
 -------- 02:00 0.15 ---- 0.21 0.13 0.09
 -------- 03:00 0.14 ---- 0.23 0.16 0.08
 -------- 04:00 0.16 ---- 0.25 0.23 0.12
 04.10.12 05:00 0.15 ---- 0.24 0.24 0.14
 -------- 06:00 0.13 ---- 0.22 0.17 0.15
 -------- 07:00 0.12 ---- 0.20 0.16 0.11
 -------- 08:00 0.14 ---- 0.21 0.24 0.12
 -------- 09:00 0.14 ---- 0.22 0.21 0.14
 04.10.12 10:00 0.12 0.01 0.21 0.14 0.20
 -------- 11:00 0.11 0.01 0.19 0.08 0.15
 -------- 12:00 0.13 0.01 0.21 0.10 0.14
 -------- 13:00 0.14 0.01 0.27 0.11 0.15
 -------- 14:00 0.11 0.05 0.26 0.05 0.13
 04.10.12 15:00 0.09 0.10 0.23 0.02 0.14
 -------- 16:00 0.08 0.16 0.18 0.02 0.13
 -------- 17:00 0.08 0.14 0.21 0.01 0.12
 -------- 18:00 0.08 0.13 0.23 0.01 0.10
 -------- 19:00 0.09 0.08 0.28 0.01 0.11
 04.10.12 20:00 0.08 0.06 0.24 0.02 0.11
 -------- 21:00 0.09 0.03 0.27 0.02 0.10
 -------- 22:00 0.08 0.05 0.22 0.01 0.05
 -------- 23:00 0.04 0.12 0.14 0.01 0.02
 -------- 00:00 0.04 0.12 0.12 0.00 0.02
 05.10.12 01:00 0.04 0.18 0.10 0.00 0.01
 -------- 02:00 0.04 0.17 0.10 0.00 0.02
 -------- 03:00 0.04 0.15 0.12 0.01 0.02
 -------- 04:00 0.04 0.13 0.15 0.00 0.02
 -------- 05:00 0.04 0.04 0.24 0.01 0.04
 05.10.12 06:00 0.06 ---- 0.28 0.02 0.04
 -------- 07:00 0.07 ---- 0.28 0.04 0.03
 -------- 08:00 0.15 ---- 0.33 0.21 0.08
 -------- 09:00 0.18 ---- 0.33 0.23 0.08
 -------- 10:00 0.15 ---- 0.33 0.16 0.09
 05.10.12 11:00 0.15 ---- 0.34 0.19 0.10
 -------- 12:00 0.11 0.01 0.27 0.10 0.10
 -------- 13:00 0.11 0.01 0.26 0.09 0.12
 -------- 14:00 0.13 0.01 0.28 0.11 0.14
 -------- 15:00 0.14 0.01 0.30 0.09 0.14
 05.10.12 16:00 0.16 ---- 0.34 0.12 0.13
 -------- 17:00 0.09 0.11 0.26 0.01 0.08
 -------- 18:00 0.07 0.15 0.20 0.01 0.10
 -------- 19:00 0.07 0.14 0.18 0.01 0.08
 -------- 20:00 0.09 0.06 0.25 0.01 0.06
 05.10.12 21:00 0.11 0.02 0.30 0.02 0.05
 -------- 22:00 0.08 0.04 0.26 0.01 0.04
 -------- 23:00 0.08 0.05 0.22 0.01 0.03
