 Date Time CO OZ NO2 NO PM10
 22.10.12 23:00 0.04 0.12 0.12 0.00 0.01
 -------- 00:00 0.04 0.12 0.12 0.00 0.02
 -------- 01:00 0.03 0.12 0.10 0.00 0.02
 -------- 02:00 0.03 0.12 0.10 0.00 0.02
 -------- 03:00 0.03 0.15 0.08 0.00 0.02
 23.10.12 04:00 0.02 0.15 0.09 0.00 0.01
 -------- 05:00 0.02 0.16 0.07 0.00 0.02
 -------- 06:00 0.03 0.14 0.10 0.01 0.01
 -------- 07:00 0.04 0.11 0.14 0.00 0.02
 -------- 08:00 0.05 0.06 0.19 0.01 0.03
 23.10.12 09:00 0.06 0.03 0.26 0.06 0.04
 -------- 10:00 0.07 0.03 0.26 0.04 0.06
 -------- 11:00 0.07 0.03 0.26 0.05 0.07
 -------- 12:00 0.08 0.02 0.29 0.07 0.06
 -------- 13:00 0.08 0.02 0.27 0.06 0.07
 23.10.12 14:00 0.06 0.02 0.25 0.05 0.06
 -------- 15:00 0.07 0.03 0.26 0.05 0.05
 -------- 16:00 0.07 0.01 0.26 0.06 0.07
 -------- 17:00 0.06 0.01 0.27 0.05 0.07
 -------- 18:00 0.07 0.01 0.28 0.05 0.07
 23.10.12 19:00 0.07 0.02 0.28 0.03 0.05
 -------- 20:00 0.06 0.01 0.27 0.03 0.06
 -------- 21:00 0.05 0.02 0.25 0.01 0.07
 -------- 22:00 0.06 0.03 0.26 0.02 0.07
 -------- 23:00 0.07 0.04 0.22 0.02 0.05
 24.10.12 00:00 0.06 0.03 0.24 0.02 0.06
 -------- 01:00 0.06 0.02 0.24 0.01 0.05
 -------- 02:00 0.06 0.03 0.24 0.01 0.05
 -------- 03:00 0.05 ---- 0.26 0.02 0.05
 -------- 04:00 0.04 0.01 0.23 0.01 0.05
 24.10.12 05:00 0.05 ---- 0.25 0.02 0.06
 -------- 06:00 0.05 0.01 0.24 0.02 0.05
 -------- 07:00 0.07 ---- 0.25 0.07 0.08
 -------- 08:00 0.08 ---- 0.25 0.07 0.07
 -------- 09:00 0.08 ---- 0.25 0.06 0.08
 24.10.12 10:00 0.09 0.01 0.27 0.07 0.09
 -------- 11:00 0.09 0.01 0.26 0.07 0.08
 -------- 12:00 0.08 0.01 0.27 0.06 0.07
 -------- 13:00 0.07 0.04 0.22 0.03 0.05
 -------- 14:00 0.07 0.06 0.19 0.03 0.06
 24.10.12 15:00 0.06 0.06 0.20 0.02 0.05
 -------- 16:00 0.07 0.05 0.19 0.02 0.07
 -------- 17:00 0.06 0.04 0.20 0.02 0.06
 -------- 18:00 0.07 0.09 0.17 0.01 0.04
 -------- 19:00 0.06 0.10 0.16 0.01 0.03
 24.10.12 20:00 0.07 0.05 0.22 0.02 0.04
 -------- 21:00 0.07 0.04 0.22 0.02 0.05
