 Date Time CO OZ NO2 NO PM10
 16.03.13 00:00 0.14 ---- 0.44 0.09 0.07
 -------- 01:00 0.10 ---- 0.43 0.08 0.07
 -------- 02:00 0.09 0.01 0.40 0.06 0.07
 -------- 03:00 0.10 ---- 0.40 0.06 0.08
 -------- 04:00 0.09 0.01 0.39 0.07 0.08
 16.03.13 05:00 0.10 ---- 0.40 0.10 0.08
 -------- 06:00 0.13 ---- 0.39 0.10 0.09
 -------- 07:00 0.12 ---- 0.39 0.10 0.11
 -------- 08:00 0.10 ---- 0.38 0.10 0.14
 -------- 09:00 0.10 0.01 0.36 0.09 0.16
 16.03.13 10:00 0.10 0.02 0.33 0.07 0.11
 -------- 11:00 0.11 0.01 0.34 0.09 0.13
 -------- 12:00 0.12 0.02 0.35 0.13 0.16
 -------- 13:00 0.09 0.07 0.35 0.06 0.11
 -------- 14:00 0.07 0.20 0.20 0.03 0.05
 16.03.13 15:00 0.08 0.21 0.20 0.02 0.05
 -------- 16:00 0.08 0.17 0.25 0.02 0.06
 -------- 17:00 0.07 0.18 0.23 0.01 0.05
 -------- 18:00 0.07 0.15 0.27 0.02 0.05
 -------- 19:00 0.07 0.16 0.23 0.01 0.05
 16.03.13 20:00 0.07 0.17 0.21 0.01 0.05
 -------- 21:00 0.06 0.15 0.22 0.01 0.05
 -------- 22:00 0.06 0.14 0.23 0.01 0.05
 -------- 23:00 0.07 0.12 0.25 0.01 0.05
 -------- 00:00 0.06 0.15 0.24 0.01 0.03
 17.03.13 01:00 0.05 0.21 0.17 0.00 0.02
 -------- 02:00 0.05 0.21 0.18 0.00 0.03
 -------- 03:00 0.04 0.22 0.18 0.01 0.03
 -------- 04:00 0.04 0.26 0.13 0.00 0.03
 -------- 05:00 0.04 0.28 0.09 0.00 0.03
 17.03.13 06:00 0.04 0.26 0.12 0.00 0.03
 -------- 07:00 0.04 0.27 0.10 0.00 0.03
 -------- 08:00 0.04 0.26 0.11 0.00 0.03
 -------- 09:00 0.04 0.25 0.12 0.00 0.03
 -------- 10:00 0.04 0.23 0.14 0.01 0.03
 17.03.13 11:00 0.05 0.20 0.16 0.02 0.03
 -------- 12:00 0.04 0.23 0.14 0.02 0.03
 -------- 13:00 0.05 0.23 0.14 0.01 0.03
 -------- 14:00 0.05 0.25 0.13 0.01 0.03
 -------- 15:00 0.05 0.24 0.15 0.01 0.03
 17.03.13 16:00 0.05 0.21 0.19 0.02 0.04
 -------- 17:00 0.05 0.20 0.20 0.01 0.04
 -------- 18:00 0.04 0.19 0.22 0.01 0.04
 -------- 19:00 0.05 0.20 0.21 0.01 0.04
 -------- 20:00 0.04 0.24 0.15 0.00 0.03
 17.03.13 21:00 0.05 0.20 0.20 0.00 0.04
 -------- 22:00 0.06 0.17 0.23 0.00 0.04
 -------- 23:00 0.05 0.17 0.23 0.00 0.04
