 Date Time CO OZ NO2 NO PM10
 31.12.12 12:00 0.07 0.02 0.22 0.04 0.03
 -------- 13:00 0.08 0.01 0.24 0.06 0.04
 -------- 14:00 0.09 0.02 0.23 0.06 0.04
 -------- 15:00 0.08 0.01 0.24 0.04 0.05
 -------- 16:00 0.08 0.01 0.26 0.06 0.05
 31.12.12 17:00 0.09 ---- 0.27 0.05 0.04
 -------- 18:00 0.07 0.03 0.23 0.01 0.04
 -------- 19:00 0.06 0.03 0.22 0.01 0.04
 -------- 20:00 0.07 0.01 0.25 0.02 0.05
 -------- 21:00 0.08 ---- 0.27 0.04 0.06
 31.12.12 22:00 0.08 0.01 0.26 0.03 0.06
 -------- 23:00 0.08 0.01 0.24 0.03 0.06
 -------- 00:00 0.08 0.01 0.22 0.03 0.07
 -------- 01:00 0.08 0.01 0.24 0.03 0.13
 -------- 02:00 0.08 0.01 0.23 0.02 0.15
 01.01.13 03:00 0.10 0.03 0.22 0.02 0.12
 -------- 04:00 0.07 0.03 0.21 0.01 0.09
 -------- 05:00 0.07 0.06 0.19 0.01 0.08
 -------- 06:00 0.07 0.07 0.17 0.01 0.06
 -------- 07:00 0.06 0.08 0.17 0.01 0.05
 01.01.13 08:00 0.07 0.05 0.19 0.01 0.05
 -------- 09:00 0.08 0.01 0.25 0.01 0.06
 -------- 10:00 0.06 0.03 0.22 0.01 0.05
 -------- 11:00 0.06 0.06 0.19 0.01 0.05
 -------- 12:00 0.06 0.07 0.19 0.02 0.04
 01.01.13 13:00 0.06 0.12 0.13 0.01 0.04
 -------- 14:00 0.05 0.11 0.14 0.01 0.04
 -------- 15:00 0.05 0.12 0.13 0.01 0.04
 -------- 16:00 0.05 0.10 0.15 0.01 0.04
 -------- 17:00 0.06 0.04 0.23 0.01 0.05
 01.01.13 18:00 0.06 0.03 0.25 0.02 0.05
 -------- 19:00 0.06 0.02 0.26 0.01 0.05
 -------- 20:00 0.07 0.01 0.26 0.02 0.06
 -------- 21:00 0.08 0.01 0.26 0.02 0.05
 -------- 22:00 0.07 0.01 0.26 0.02 0.05
 01.01.13 23:00 0.07 0.02 0.24 0.02 0.04
 -------- 00:00 0.08 0.01 0.25 0.02 0.04
 -------- 01:00 0.08 0.01 0.24 0.02 0.05
 -------- 02:00 0.08 0.02 0.21 0.02 0.04
 -------- 03:00 0.06 0.06 0.16 0.01 0.03
 02.01.13 04:00 0.06 0.12 0.09 0.01 0.03
 -------- 05:00 0.06 0.12 0.10 0.01 0.03
 -------- 06:00 0.06 0.13 0.10 0.01 0.04
 -------- 07:00 0.06 0.13 0.11 0.01 0.04
 -------- 08:00 0.06 0.15 0.10 0.01 0.04
 02.01.13 09:00 0.06 0.13 0.12 0.00 0.04
 -------- 10:00 0.05 0.12 0.14 0.00 0.05
 -------- 11:00 0.04 0.13 0.13 0.00 0.05
