 Date Time CO OZ NO2 NO PM10
 26.09.12 12:00 0.05 0.20 0.14 0.02 0.03
 -------- 13:00 0.05 0.26 0.12 0.01 0.04
 -------- 14:00 0.04 0.24 0.15 0.02 0.04
 -------- 15:00 0.05 0.23 0.15 0.01 0.04
 -------- 16:00 0.05 0.20 0.15 0.02 0.04
 26.09.12 17:00 0.06 0.23 0.16 0.02 0.04
 -------- 18:00 0.04 0.27 0.14 0.01 0.04
 -------- 19:00 0.07 0.10 0.21 0.02 0.05
 -------- 20:00 0.08 0.04 0.24 0.02 0.06
 -------- 21:00 0.10 0.02 0.23 0.04 0.05
 26.09.12 22:00 0.09 0.01 0.24 0.03 0.05
 -------- 23:00 0.09 ---- 0.26 0.04 0.06
 -------- 00:00 0.11 ---- 0.25 0.07 0.06
 -------- 01:00 0.12 ---- 0.26 0.11 0.06
 -------- 02:00 0.13 ---- 0.25 0.16 0.06
 27.09.12 03:00 0.11 ---- 0.23 0.12 0.06
 -------- 04:00 0.09 ---- 0.19 0.13 0.05
 -------- 05:00 0.15 ---- 0.20 0.26 0.07
 -------- 06:00 0.19 ---- 0.25 0.40 0.15
 -------- 07:00 0.24 ---- 0.28 0.50 0.15
 27.09.12 08:00 0.23 ---- 0.28 0.40 0.15
 -------- 09:00 0.17 ---- 0.30 0.26 0.12
 -------- 10:00 0.17 0.01 0.31 0.27 0.15
 -------- 11:00 0.13 0.03 0.31 0.16 0.13
 -------- 12:00 0.11 0.08 0.26 0.09 0.11
 27.09.12 13:00 0.09 0.14 0.23 0.06 0.09
 -------- 14:00 0.06 0.15 0.22 0.04 0.08
 -------- 15:00 0.06 0.11 0.25 0.05 0.09
 -------- 16:00 0.07 0.09 0.27 0.04 0.09
 -------- 17:00 0.09 0.08 0.27 0.05 0.10
 27.09.12 18:00 0.11 0.03 0.31 0.07 0.11
 -------- 19:00 0.11 0.04 0.34 0.07 0.12
 -------- 20:00 0.12 ---- 0.36 0.09 0.12
 -------- 21:00 0.10 0.04 0.32 0.06 0.12
 -------- 22:00 0.09 0.04 0.30 0.04 0.10
 27.09.12 23:00 0.10 0.01 0.33 0.05 0.09
