 Date Time CO OZ NO2 NO PM10
 20.09.12 00:00 0.12 ---- 0.34 0.11 0.12
 -------- 01:00 0.11 ---- 0.32 0.10 0.12
 -------- 02:00 0.10 ---- 0.30 0.10 0.12
 -------- 03:00 0.10 ---- 0.30 0.12 0.11
 -------- 04:00 0.08 ---- 0.28 0.11 0.10
 20.09.12 05:00 0.08 ---- 0.28 0.12 0.11
 -------- 06:00 0.08 ---- 0.29 0.13 0.13
 -------- 07:00 0.11 ---- 0.30 0.16 0.12
 -------- 08:00 0.13 ---- 0.32 0.21 0.15
 -------- 09:00 0.18 ---- 0.32 0.23 0.17
 20.09.12 10:00 0.18 ---- 0.34 0.24 0.18
 -------- 11:00 0.15 ---- 0.36 0.17 0.17
 -------- 12:00 0.11 ---- 0.32 0.13 0.12
 -------- 13:00 0.09 ---- 0.26 0.10 0.08
 -------- 14:00 0.09 ---- 0.26 0.08 0.15
 20.09.12 15:00 0.08 ---- 0.26 0.06 0.09
 -------- 16:00 0.07 ---- 0.26 0.05 0.07
 -------- 17:00 0.06 ---- 0.25 0.03 0.06
 -------- 18:00 0.06 ---- 0.26 0.03 0.07
 -------- 19:00 0.09 ---- 0.30 0.04 0.09
 20.09.12 20:00 0.12 ---- 0.39 0.09 0.12
 -------- 21:00 0.15 ---- 0.41 0.17 0.13
 -------- 22:00 0.15 ---- 0.39 0.16 0.13
 -------- 23:00 0.12 ---- 0.38 0.12 0.10
 -------- 00:00 0.11 ---- 0.36 0.11 0.10
 21.09.12 01:00 0.10 ---- 0.33 0.10 0.09
 -------- 02:00 0.09 ---- 0.30 0.09 0.08
 -------- 03:00 0.09 ---- 0.31 0.10 0.10
 -------- 04:00 0.08 ---- 0.28 0.11 0.08
 -------- 05:00 0.08 ---- 0.29 0.11 0.09
 21.09.12 06:00 0.08 ---- 0.30 0.13 0.11
 -------- 07:00 0.11 ---- 0.31 0.17 0.12
 -------- 08:00 0.14 ---- 0.32 0.22 0.16
 -------- 09:00 0.17 ---- 0.30 0.25 0.20
 -------- 10:00 0.18 ---- 0.34 0.25 0.19
 21.09.12 11:00 0.20 ---- 0.37 0.27 0.19
 -------- 12:00 0.17 ---- 0.37 0.22 0.14
 -------- 13:00 0.13 ---- 0.32 0.16 0.10
 -------- 14:00 0.09 ---- 0.28 0.10 0.09
 -------- 15:00 0.05 0.23 0.19 0.01 0.07
 21.09.12 16:00 0.05 0.30 0.18 0.01 0.07
 -------- 17:00 0.05 0.31 0.19 0.01 0.07
 -------- 18:00 0.07 0.23 0.23 0.01 0.13
 -------- 19:00 0.07 0.07 0.20 0.01 0.12
 -------- 20:00 0.06 0.09 0.17 0.01 0.07
 21.09.12 21:00 0.06 0.10 0.16 0.01 0.06
 -------- 22:00 0.06 0.06 0.19 0.01 0.06
 -------- 23:00 0.06 0.06 0.20 0.01 0.06
