 Date Time CO OZ NO2 NO PM10
 18.04.13 00:00 0.08 0.24 0.42 0.00 0.16
 -------- 01:00 0.08 0.26 0.38 0.00 0.17
 -------- 02:00 0.06 0.33 0.27 0.00 0.13
 -------- 03:00 0.06 0.32 0.25 0.00 0.11
 -------- 04:00 0.06 0.31 0.27 0.01 0.11
 18.04.13 05:00 0.05 0.33 0.23 0.00 0.09
 -------- 06:00 0.05 0.29 0.30 0.01 0.10
 -------- 07:00 0.07 0.21 0.40 0.01 0.14
 -------- 08:00 0.09 0.18 0.45 0.03 0.24
 -------- 09:00 0.07 0.28 0.32 0.01 0.20
 18.04.13 10:00 0.06 0.34 0.25 0.01 0.17
 -------- 11:00 0.06 0.33 0.24 0.01 0.15
 -------- 12:00 0.06 0.33 0.23 0.02 0.16
 -------- 13:00 0.07 ---- 0.21 0.01 0.19
 -------- 14:00 0.05 ---- 0.14 0.01 0.17
 18.04.13 15:00 0.04 ---- 0.11 0.01 0.18
 -------- 16:00 0.04 ---- 0.12 0.01 0.17
 -------- 17:00 0.04 ---- 0.11 0.01 0.18
 -------- 18:00 0.05 ---- 0.12 0.01 0.14
 -------- 19:00 0.06 ---- 0.18 0.01 0.13
 18.04.13 20:00 0.07 ---- 0.21 0.00 0.14
 -------- 21:00 0.09 ---- 0.34 0.01 0.18
 -------- 22:00 0.15 ---- 0.62 0.05 0.28
 -------- 23:00 0.17 ---- 0.66 0.09 0.31
 -------- 00:00 0.11 ---- 0.63 0.02 0.20
 19.04.13 01:00 0.12 ---- 0.68 0.04 0.21
 -------- 02:00 0.08 ---- 0.49 0.01 0.14
 -------- 03:00 0.06 ---- 0.35 0.00 0.12
 -------- 04:00 0.06 ---- 0.29 0.00 0.10
 -------- 05:00 0.06 ---- 0.27 0.00 0.10
 19.04.13 06:00 0.06 ---- 0.27 0.00 0.10
 -------- 07:00 0.06 ---- 0.35 0.01 0.13
 -------- 08:00 0.08 ---- 0.38 0.02 0.17
 -------- 09:00 0.08 ---- 0.39 0.03 0.24
 -------- 10:00 0.08 ---- 0.38 0.03 0.22
 19.04.13 11:00 0.07 ---- 0.26 0.02 0.22
 -------- 12:00 0.06 ---- 0.17 0.01 0.25
 -------- 13:00 0.05 ---- 0.14 0.01 0.24
 -------- 14:00 0.05 ---- 0.13 0.01 0.21
 -------- 15:00 0.05 0.49 0.14 0.01 0.16
 19.04.13 16:00 0.04 0.50 0.13 0.01 0.16
 -------- 17:00 0.04 0.49 0.15 0.01 0.16
 -------- 18:00 0.05 0.47 0.15 0.01 0.15
 -------- 19:00 0.05 0.48 0.15 0.01 0.14
 -------- 20:00 0.07 0.40 0.23 0.00 0.16
 19.04.13 21:00 0.08 0.31 0.34 0.00 0.20
 -------- 22:00 0.05 0.36 0.16 ---- 0.16
 -------- 23:00 0.07 0.22 0.30 0.00 0.15
