 Date Time CO OZ NO2 NO PM10
 03.02.13 00:00 0.11 ---- 0.33 0.10 0.05
 -------- 01:00 0.08 0.01 0.30 0.04 0.05
 -------- 02:00 0.11 ---- 0.33 0.12 0.09
 -------- 03:00 0.09 0.02 0.31 0.05 0.07
 -------- 04:00 0.08 0.03 0.27 0.02 0.05
 03.02.13 05:00 0.08 0.04 0.27 0.03 0.05
 -------- 06:00 0.07 0.06 0.23 0.01 0.04
 -------- 07:00 0.07 0.08 0.21 0.01 0.03
 -------- 08:00 0.06 0.09 0.22 0.01 0.03
 -------- 09:00 0.06 0.10 0.21 0.01 0.03
 03.02.13 10:00 0.07 0.09 0.23 0.01 0.04
 -------- 11:00 0.07 0.11 0.22 0.02 0.04
 -------- 12:00 0.06 0.12 0.21 0.02 0.04
 -------- 13:00 0.06 0.15 0.20 0.01 0.03
 -------- 14:00 0.06 0.16 0.20 0.01 0.03
 03.02.13 15:00 0.06 0.14 0.23 0.02 0.03
 -------- 16:00 0.08 0.07 0.30 0.03 0.03
 -------- 17:00 0.08 0.08 0.31 0.03 0.04
 -------- 18:00 0.07 0.11 0.23 0.01 0.03
 -------- 19:00 0.07 0.09 0.24 0.02 0.03
 03.02.13 20:00 0.09 0.07 0.27 0.02 0.03
 -------- 21:00 0.08 0.05 0.30 0.02 0.03
 -------- 22:00 0.08 0.05 0.29 0.02 0.03
 -------- 23:00 0.08 0.04 0.30 0.02 0.03
 -------- 00:00 0.07 0.10 0.22 0.01 0.02
 04.02.13 01:00 0.06 0.12 0.18 0.01 0.03
 -------- 02:00 0.06 0.12 0.18 0.01 0.03
 -------- 03:00 0.06 0.11 0.18 0.01 0.03
 -------- 04:00 0.04 0.12 0.16 0.00 0.02
 -------- 05:00 0.05 0.09 0.17 0.00 0.02
 04.02.13 06:00 0.06 0.02 0.26 0.01 0.02
 -------- 07:00 0.06 0.01 0.27 0.01 0.02
 -------- 08:00 0.09 ---- 0.33 0.09 0.03
 -------- 09:00 0.16 ---- 0.37 0.18 0.04
 -------- 10:00 0.19 ---- 0.40 0.27 0.07
 04.02.13 11:00 0.19 ---- 0.40 0.27 0.06
 -------- 12:00 0.19 ---- 0.40 0.31 0.05
 -------- 13:00 0.12 ---- 0.31 0.12 0.01
 -------- 14:00 0.09 0.02 0.24 0.06 0.01
 -------- 15:00 0.07 0.02 0.24 0.05 0.01
 04.02.13 16:00 0.06 0.03 0.21 0.03 0.01
 -------- 17:00 0.06 0.04 0.22 0.02 0.02
 -------- 18:00 0.06 0.05 0.21 0.02 0.02
 -------- 19:00 0.06 0.06 0.19 0.01 0.02
