 Date Time CO OZ NO2 NO PM10
 07.01.13 00:00 0.04 0.07 0.14 0.01 0.02
 -------- 01:00 0.04 0.08 0.12 0.01 0.02
 -------- 02:00 0.04 0.09 0.12 0.01 0.02
 -------- 03:00 0.04 0.11 0.10 0.01 0.02
 -------- 04:00 0.04 0.12 0.11 0.02 0.01
 07.01.13 05:00 0.04 0.11 0.12 0.03 0.02
 -------- 06:00 0.04 0.11 0.10 0.01 0.02
 -------- 07:00 0.04 0.11 0.12 0.02 0.02
 -------- 08:00 0.04 0.11 0.11 0.01 0.02
 -------- 09:00 0.05 0.11 0.12 0.02 0.03
 07.01.13 10:00 0.04 0.10 0.10 0.01 0.03
 -------- 11:00 0.04 0.10 0.09 0.01 0.02
 -------- 12:00 0.04 0.10 0.10 0.01 0.02
 -------- 13:00 0.04 0.09 0.10 0.01 0.02
 -------- 14:00 0.05 0.07 0.12 0.01 0.02
 07.01.13 15:00 0.04 0.08 0.12 0.01 0.02
 -------- 16:00 0.04 0.07 0.12 0.01 0.02
 -------- 17:00 0.04 0.08 0.11 0.01 0.02
 -------- 18:00 0.04 0.07 0.12 0.01 0.02
 -------- 19:00 0.04 0.06 0.12 0.01 0.02
 07.01.13 20:00 0.04 0.07 0.12 0.01 0.02
 -------- 21:00 0.05 0.08 0.12 0.01 0.02
 -------- 22:00 0.04 0.09 0.11 0.01 0.02
 -------- 23:00 0.06 0.07 0.13 0.01 0.02
 -------- 00:00 0.06 0.08 0.12 0.01 0.01
 08.01.13 01:00 0.06 0.07 0.13 0.01 0.02
 -------- 02:00 0.06 0.07 0.12 0.00 0.02
 -------- 03:00 0.06 0.09 0.12 0.01 0.03
 -------- 04:00 0.06 0.08 0.11 0.00 0.03
 -------- 05:00 0.06 0.07 0.13 0.01 0.02
 08.01.13 06:00 0.06 0.06 0.12 0.00 0.02
 -------- 07:00 0.05 0.04 0.14 0.01 0.02
 -------- 08:00 0.06 0.01 0.18 0.01 0.03
 -------- 09:00 0.06 ---- 0.20 0.02 0.03
 -------- 10:00 0.06 0.01 0.19 0.02 0.04
 08.01.13 11:00 0.06 0.01 0.19 0.04 0.03
 -------- 12:00 0.07 0.02 0.19 0.06 0.04
 -------- 13:00 0.08 0.02 0.20 0.07 0.04
 -------- 14:00 0.08 0.02 0.20 0.06 0.04
 -------- 15:00 0.08 0.01 0.20 0.06 0.03
 08.01.13 16:00 0.07 0.05 0.16 0.02 0.03
 -------- 17:00 0.06 0.06 0.14 0.01 0.03
 -------- 18:00 0.06 0.07 0.14 0.01 0.02
 -------- 19:00 0.05 0.09 0.13 0.01 0.02
 -------- 20:00 0.05 0.09 0.13 0.00 0.02
 08.01.13 21:00 0.06 0.07 0.15 0.00 0.02
 -------- 22:00 0.06 0.07 0.16 0.00 0.02
 -------- 23:00 0.05 0.09 0.14 0.00 0.02
