 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 30.03.13 00:00 0.52 0.08 2.04 0.01 0.17 2.46 0.87 0.16
 -------- 01:00 0.44 0.02 0.44 0.01 0.23 2.55 0.76 0.18
 -------- 02:00 0.37 0.01 0.12 0.01 0.29 2.34 0.61 0.15
 -------- 03:00 0.31 0.01 0.12 0.01 0.35 2.20 0.41 0.18
 -------- 04:00 0.26 0.01 0.19 0.01 0.36 2.19 0.33 0.10
 30.03.13 05:00 0.23 ---- ---- 0.01 0.40 2.22 0.27 0.10
 -------- 06:00 0.21 ---- ---- 0.01 0.41 2.10 0.22 0.07
 -------- 07:00 0.17 ---- ---- 0.01 0.40 2.01 0.24 0.06
 -------- 08:00 0.17 ---- ---- 0.05 0.40 1.96 0.20 0.06
 -------- 09:00 0.15 ---- ---- 0.10 0.37 1.90 0.18 0.12
 30.03.13 10:00 0.12 0.02 0.44 0.20 0.34 1.79 0.13 0.12
 -------- 11:00 0.11 0.01 0.38 0.30 0.30 1.69 0.08 0.08
 -------- 12:00 0.08 ---- ---- 0.49 0.22 1.59 0.05 0.04
 -------- 13:00 0.05 ---- ---- 0.70 0.14 1.52 0.03 0.03
 -------- 14:00 0.04 ---- ---- 0.75 0.12 1.49 0.03 0.03
 30.03.13 15:00 0.03 ---- ---- 0.75 0.12 1.50 0.02 0.02
 -------- 16:00 0.03 ---- ---- 0.74 0.14 1.50 0.02 0.04
 -------- 17:00 0.03 ---- ---- 0.75 0.12 1.50 0.02 0.07
 -------- 18:00 0.02 ---- ---- 0.78 0.11 1.48 0.01 0.03
 -------- 19:00 0.04 ---- ---- 0.79 0.11 1.48 0.01 0.03
 30.03.13 20:00 0.05 ---- ---- 0.76 0.12 1.50 0.01 0.03
 -------- 21:00 0.05 ---- ---- 0.78 0.12 1.52 0.01 0.03
 -------- 22:00 0.04 ---- ---- 0.84 0.10 1.50 0.01 0.03
 -------- 23:00 0.04 ---- ---- 0.83 0.09 1.49 0.01 0.03
 -------- 00:00 0.04 ---- ---- 0.75 0.09 1.48 0.01 0.02
 31.03.13 01:00 0.03 0.00 ---- 0.71 0.08 1.47 0.01 0.02
 -------- 02:00 0.03 ---- ---- 0.68 0.07 1.46 0.01 0.02
 -------- 03:00 0.02 ---- ---- 0.65 0.06 1.47 0.00 0.02
 -------- 04:00 0.03 ---- ---- 0.64 0.06 1.46 0.01 0.02
 -------- 05:00 0.03 ---- ---- 0.60 0.09 1.48 0.01 0.02
 31.03.13 06:00 0.04 ---- ---- 0.55 0.12 1.52 0.01 0.02
 -------- 07:00 0.07 ---- 0.12 0.46 0.16 1.55 0.01 0.04
 -------- 08:00 0.08 0.00 ---- 0.43 0.19 1.53 0.02 0.04
 -------- 09:00 0.10 0.00 ---- 0.34 0.24 1.55 0.05 0.05
 -------- 10:00 0.11 0.00 0.12 0.32 0.24 1.57 0.04 0.05
 31.03.13 11:00 0.09 0.01 0.12 0.35 0.21 1.56 0.05 0.05
 -------- 12:00 0.08 0.01 0.12 0.43 0.16 1.55 0.04 0.04
 -------- 13:00 0.08 0.01 0.12 0.44 0.14 1.55 0.02 0.04
 -------- 14:00 0.09 0.01 0.12 0.42 0.14 1.56 0.02 0.04
 -------- 15:00 0.08 0.01 0.12 0.45 0.14 1.55 0.02 0.03
 31.03.13 16:00 0.08 0.01 0.12 0.50 0.13 1.55 0.02 0.03
 -------- 17:00 0.08 0.01 0.12 0.54 0.14 1.60 0.02 0.04
 -------- 18:00 0.08 0.02 0.54 0.56 0.15 1.61 0.01 0.04
 -------- 19:00 0.07 0.05 1.21 0.52 0.20 1.64 0.01 0.05
 -------- 20:00 0.09 0.06 1.67 0.40 0.28 1.65 0.01 0.06
 31.03.13 21:00 0.11 0.08 2.50 0.17 0.42 1.73 0.01 0.08
 -------- 22:00 0.15 0.11 3.50 0.05 0.48 1.83 0.03 0.08
 -------- 23:00 0.16 0.13 3.92 0.02 0.46 1.80 0.07 0.07
