 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 19.12.12 00:00 0.06 0.01 ---- 0.14 0.17 1.58 0.02 0.03
 -------- 01:00 0.06 0.01 ---- 0.14 0.17 1.55 0.01 0.03
 -------- 02:00 0.06 0.02 ---- 0.16 0.15 1.55 0.01 0.03
 -------- 03:00 0.06 0.02 ---- 0.12 0.17 1.57 0.02 0.03
 -------- 04:00 0.06 0.02 ---- 0.15 0.14 1.56 0.01 0.04
 19.12.12 05:00 0.06 0.03 0.29 0.14 0.15 1.56 0.01 0.04
 -------- 06:00 0.07 0.03 0.29 0.12 0.16 1.57 0.02 0.04
 -------- 07:00 0.07 0.02 0.17 0.10 0.17 1.59 0.03 0.04
 -------- 08:00 0.06 0.02 0.12 0.08 0.19 1.60 0.05 0.05
 -------- 09:00 0.06 0.02 ---- 0.06 0.20 1.59 0.05 0.05
 19.12.12 10:00 0.06 0.02 ---- 0.06 0.21 1.60 0.07 0.05
 -------- 11:00 0.06 0.03 0.25 0.09 0.17 1.60 0.08 0.06
 -------- 12:00 0.06 0.03 0.29 0.15 0.15 1.59 0.07 0.06
 -------- 13:00 0.06 0.03 0.25 0.18 0.14 1.59 0.06 0.06
 -------- 14:00 0.06 0.03 0.29 0.16 0.15 1.58 0.07 0.07
 19.12.12 15:00 0.06 0.04 0.50 0.09 0.20 1.60 0.11 0.07
 -------- 16:00 0.07 0.03 0.38 0.08 0.21 1.59 0.11 0.06
 -------- 17:00 0.07 0.03 0.33 0.10 0.22 1.57 0.06 0.05
 -------- 18:00 0.06 0.03 0.25 0.08 0.25 1.59 0.06 0.06
 -------- 19:00 0.08 0.05 0.25 0.03 0.28 1.62 0.09 0.07
 19.12.12 20:00 0.07 0.04 0.17 0.03 0.28 1.62 0.09 0.08
 -------- 21:00 0.07 0.03 0.21 0.04 0.28 1.61 0.07 0.08
 -------- 22:00 0.06 0.03 0.46 0.03 0.29 1.61 0.06 0.07
 -------- 23:00 0.05 0.03 0.33 0.05 0.27 1.60 0.04 0.06
 -------- 00:00 0.04 0.02 0.25 0.09 0.24 1.59 0.03 0.06
 20.12.12 01:00 0.04 0.01 ---- 0.08 0.24 1.63 0.02 0.06
 -------- 02:00 0.04 0.01 ---- 0.11 0.23 1.77 0.01 0.07
 -------- 03:00 0.04 0.02 0.29 0.11 0.22 1.88 0.01 0.06
 -------- 04:00 0.04 0.02 0.12 0.10 0.23 1.83 0.01 0.05
 -------- 05:00 0.04 0.01 ---- 0.07 0.25 1.79 0.02 0.05
 20.12.12 06:00 0.06 0.02 ---- 0.05 0.26 1.88 0.06 0.06
 -------- 07:00 0.09 0.02 ---- 0.03 0.27 1.94 0.09 0.06
 -------- 08:00 0.13 0.05 ---- 0.02 0.26 2.07 0.22 0.07
 -------- 09:00 0.13 0.06 0.38 0.02 0.24 2.02 0.25 0.08
 -------- 10:00 0.12 0.04 0.17 0.02 0.25 1.92 0.22 0.09
 20.12.12 11:00 0.09 0.03 0.12 0.07 0.23 1.72 0.12 0.08
 -------- 12:00 0.09 0.04 0.38 0.10 0.21 1.69 0.12 0.08
 -------- 13:00 0.11 0.05 0.38 0.08 0.21 1.78 0.20 0.09
 -------- 14:00 0.10 0.19 0.75 0.09 0.24 1.88 0.16 0.12
 -------- 15:00 0.12 0.23 0.79 0.08 0.28 1.96 0.21 0.15
 20.12.12 16:00 0.13 0.07 0.62 0.04 0.28 2.01 0.21 0.15
 -------- 17:00 0.10 0.05 0.33 0.02 0.31 2.18 0.17 0.10
 -------- 18:00 0.12 0.03 0.33 0.01 0.30 2.34 0.14 0.09
 -------- 19:00 0.15 0.07 0.33 0.02 0.30 2.24 0.16 0.11
 -------- 20:00 0.15 0.12 0.33 0.02 0.30 2.00 0.14 0.10
 20.12.12 21:00 0.14 0.23 0.79 0.03 0.29 1.99 0.11 0.10
 -------- 22:00 0.13 0.25 0.71 0.03 0.29 2.01 0.11 0.10
 -------- 23:00 0.15 0.17 0.54 0.02 0.27 2.07 0.13 0.11
