 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 01.05.13 12:00 0.06 0.02 0.56 0.46 0.09 2.05 0.02 0.04
 -------- 13:00 0.06 0.01 0.33 0.51 0.07 1.70 0.01 0.04
 -------- 14:00 0.06 0.01 0.25 0.55 0.07 1.74 0.01 0.05
 -------- 15:00 0.06 0.01 0.17 0.55 0.07 1.61 0.01 0.05
 -------- 16:00 0.06 0.01 0.42 0.58 0.07 2.44 0.01 0.05
 01.05.13 17:00 0.05 0.01 0.38 0.57 0.06 1.79 0.01 0.04
 -------- 18:00 0.06 0.01 0.25 0.53 0.07 1.61 0.01 0.04
 -------- 19:00 0.06 0.01 0.25 0.49 0.10 1.58 0.01 0.04
 -------- 20:00 0.06 0.01 0.25 0.50 0.11 1.55 0.01 0.04
 -------- 21:00 0.08 0.01 0.17 0.41 0.18 1.57 0.01 0.06
 01.05.13 22:00 0.10 0.01 0.12 0.26 0.29 1.68 0.01 0.09
 -------- 23:00 0.12 0.01 0.25 0.09 0.42 1.74 0.01 0.12
 -------- 00:00 0.17 0.01 1.08 0.01 0.46 2.81 0.10 0.16
 -------- 01:00 0.19 0.01 2.42 0.01 0.42 3.81 0.22 0.20
 -------- 02:00 0.27 0.02 2.29 0.01 0.37 3.84 0.36 0.22
 02.05.13 03:00 0.19 0.01 2.71 0.01 0.37 4.10 0.25 0.17
 -------- 04:00 0.15 0.01 2.83 0.01 0.39 3.24 0.19 0.13
 -------- 05:00 0.13 0.01 1.21 0.01 0.40 2.19 0.13 0.11
 -------- 06:00 0.13 0.01 0.88 0.03 0.37 2.05 0.15 0.11
 -------- 07:00 0.13 0.01 1.00 0.05 0.36 2.28 0.17 0.12
 02.05.13 08:00 0.17 0.02 1.25 0.07 0.36 2.89 0.26 0.16
 -------- 09:00 0.14 0.02 1.67 0.16 0.35 3.00 0.19 0.14
 -------- 10:00 0.05 0.01 0.25 0.49 0.12 1.58 0.02 0.03
 -------- 11:00 0.05 0.01 0.12 0.55 0.09 1.54 0.02 0.04
 -------- 12:00 0.06 0.01 0.12 0.56 0.09 1.55 0.02 0.05
 02.05.13 13:00 0.04 0.00 0.12 0.60 0.08 1.53 0.01 0.04
 -------- 14:00 0.04 0.01 ---- 0.64 0.07 1.54 0.01 0.05
 -------- 15:00 0.04 0.00 ---- 0.65 0.07 1.57 0.01 0.04
 -------- 16:00 0.05 0.00 ---- 0.67 0.07 1.54 0.01 0.04
 -------- 17:00 0.05 0.01 0.12 0.65 0.07 1.52 0.01 0.04
 02.05.13 18:00 0.05 0.01 0.12 0.63 0.10 1.52 0.01 0.05
 -------- 19:00 0.02 0.01 0.17 0.55 0.13 1.53 0.01 0.05
 -------- 20:00 0.02 0.01 0.12 0.55 0.12 1.52 0.01 0.04
 -------- 21:00 0.05 0.01 0.12 0.35 0.28 1.60 0.01 0.09
 -------- 22:00 0.14 0.01 0.21 0.06 0.48 1.74 0.11 0.17
 02.05.13 23:00 0.25 0.01 0.38 0.02 0.39 2.01 0.39 0.28
 -------- 00:00 0.30 0.02 0.42 0.02 0.32 2.21 0.48 0.41
 -------- 01:00 0.18 0.02 0.46 0.02 0.40 2.05 0.25 0.31
 -------- 02:00 0.06 0.01 0.17 0.20 0.36 1.69 0.01 0.17
 -------- 03:00 0.03 0.01 0.12 0.47 0.17 1.57 0.01 0.10
 03.05.13 04:00 0.02 0.01 0.12 0.50 0.12 1.56 0.01 0.06
 -------- 05:00 ---- 0.01 0.12 0.46 0.14 1.55 0.01 0.06
 -------- 06:00 ---- 0.00 0.12 0.43 0.17 1.53 0.01 0.06
 -------- 07:00 0.07 0.01 0.12 0.41 0.18 1.54 0.01 0.07
 -------- 08:00 0.08 0.01 0.12 0.41 0.18 1.54 0.02 0.15
 03.05.13 09:00 0.08 0.01 0.12 0.42 0.17 1.55 0.02 0.09
 -------- 10:00 0.08 0.01 0.12 0.41 0.19 1.56 0.02 0.09
 -------- 11:00 0.08 0.01 0.17 0.46 0.16 1.55 0.01 0.10
