 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 10.01.13 00:00 0.04 0.00 ---- 0.13 0.24 1.54 0.02 0.03
 -------- 01:00 0.03 0.00 ---- 0.23 0.18 1.52 0.01 0.01
 -------- 02:00 0.02 0.00 ---- 0.33 0.10 1.48 0.00 0.01
 -------- 03:00 0.02 0.00 ---- 0.31 0.10 1.49 0.00 0.02
 -------- 04:00 0.02 0.00 ---- 0.30 0.10 1.50 0.00 0.02
 10.01.13 05:00 0.02 ---- ---- 0.29 0.10 1.50 0.00 0.02
 -------- 06:00 0.04 ---- ---- 0.19 0.16 1.52 0.02 0.02
 -------- 07:00 0.07 ---- ---- 0.11 0.23 1.56 0.04 0.03
 -------- 08:00 0.09 ---- ---- 0.05 0.27 1.60 0.09 0.04
 -------- 09:00 0.08 ---- ---- 0.05 0.26 1.59 0.08 0.04
 10.01.13 10:00 0.09 ---- ---- 0.04 0.25 1.61 0.09 0.04
 -------- 11:00 0.09 ---- ---- 0.06 0.22 1.63 0.12 0.05
 -------- 12:00 0.08 ---- ---- 0.10 0.20 1.61 0.10 0.04
 -------- 13:00 0.08 ---- ---- 0.10 0.21 1.62 0.10 0.05
 -------- 14:00 0.11 ---- ---- 0.10 0.21 1.61 0.10 0.04
 10.01.13 15:00 0.09 ---- ---- 0.12 0.20 1.59 0.09 0.05
 -------- 16:00 0.08 ---- ---- 0.12 0.22 1.57 0.08 0.05
 -------- 17:00 0.07 ---- ---- 0.11 0.24 1.58 0.06 0.04
 -------- 18:00 0.08 ---- ---- 0.05 0.28 1.61 0.07 0.06
 -------- 19:00 0.08 ---- ---- 0.08 0.25 1.58 0.07 0.05
 10.01.13 20:00 0.08 ---- ---- 0.12 0.22 1.57 0.05 0.05
 -------- 21:00 0.07 ---- ---- 0.12 0.21 1.56 0.04 0.05
 -------- 22:00 0.07 ---- ---- 0.10 0.23 1.56 0.04 0.05
 -------- 23:00 0.07 ---- ---- 0.14 0.20 1.56 0.03 0.04
 -------- 00:00 0.07 0.00 ---- 0.15 0.20 1.56 0.03 0.04
 11.01.13 01:00 0.05 0.01 ---- 0.16 0.21 1.57 0.02 0.04
 -------- 02:00 0.04 0.00 ---- 0.19 0.18 1.55 0.01 0.04
 -------- 03:00 0.04 0.00 ---- 0.20 0.16 1.57 0.00 0.04
 -------- 04:00 0.04 0.00 ---- 0.25 0.13 1.56 0.00 0.04
 -------- 05:00 0.04 0.00 ---- 0.26 0.12 1.56 0.00 0.04
 11.01.13 06:00 0.06 ---- ---- 0.25 0.13 1.56 0.01 0.03
 -------- 07:00 0.05 ---- ---- 0.22 0.15 1.56 0.02 0.04
 -------- 08:00 0.05 ---- ---- 0.23 0.15 1.57 0.02 0.04
 -------- 09:00 0.05 ---- ---- 0.22 0.17 1.57 0.02 0.04
 -------- 10:00 0.05 ---- ---- 0.18 0.19 1.59 0.03 0.05
 11.01.13 11:00 0.07 ---- ---- 0.15 0.22 1.59 0.05 0.07
 -------- 12:00 0.06 ---- ---- 0.17 0.18 1.58 0.06 0.06
 -------- 13:00 0.05 ---- ---- 0.19 0.18 1.60 0.06 0.06
 -------- 14:00 0.06 0.00 ---- 0.15 0.20 1.61 0.09 0.06
 -------- 15:00 0.08 0.01 ---- 0.08 0.23 1.68 0.16 0.09
 11.01.13 16:00 0.09 0.04 0.12 0.05 0.27 1.81 0.17 0.12
 -------- 17:00 0.09 0.03 0.38 0.03 0.29 1.88 0.12 0.11
 -------- 18:00 0.08 0.03 0.38 0.03 0.29 1.75 0.05 0.09
 -------- 19:00 0.07 0.09 0.54 0.04 0.28 1.80 0.04 0.07
 -------- 20:00 0.06 0.17 0.71 0.04 0.27 1.79 0.04 0.07
 11.01.13 21:00 0.06 0.12 0.67 0.03 0.26 1.75 0.05 0.07
 -------- 22:00 0.06 0.14 0.75 0.05 0.25 1.77 0.03 0.07
 -------- 23:00 0.06 0.06 0.62 0.04 0.25 1.69 0.03 0.08
