 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 29.03.13 00:00 0.07 0.02 0.56 0.03 0.49 1.79 0.03 0.04
 -------- 01:00 0.06 0.02 0.17 0.08 0.45 1.62 0.03 0.03
 -------- 02:00 0.06 0.02 0.21 0.06 0.46 1.61 0.04 0.04
 -------- 03:00 0.07 0.02 0.75 0.02 0.48 1.76 0.04 0.04
 -------- 04:00 0.06 0.02 0.33 0.02 0.48 1.70 0.05 0.05
 29.03.13 05:00 0.06 0.02 0.38 0.03 0.47 1.63 0.04 0.03
 -------- 06:00 0.07 0.02 0.46 0.02 0.47 1.65 0.06 0.03
 -------- 07:00 0.10 0.02 0.46 0.03 0.46 1.70 0.13 0.04
 -------- 08:00 0.11 0.03 0.38 0.07 0.41 1.71 0.18 0.05
 -------- 09:00 0.10 0.03 0.42 0.15 0.37 1.66 0.16 0.04
 29.03.13 10:00 0.12 0.03 0.38 0.17 0.35 1.70 0.23 0.06
 -------- 11:00 0.09 0.03 0.38 0.23 0.33 1.68 0.21 0.05
 -------- 12:00 0.05 0.03 0.33 0.50 0.18 1.57 0.06 0.02
 -------- 13:00 0.02 0.01 0.12 0.61 0.12 1.50 0.03 0.01
 -------- 14:00 0.02 0.01 ---- 0.66 0.10 1.49 0.03 0.01
 29.03.13 15:00 0.02 ---- ---- 0.68 0.09 1.49 0.02 0.02
 -------- 16:00 0.02 ---- ---- 0.67 0.12 1.51 0.02 0.02
 -------- 17:00 0.02 0.01 ---- 0.65 0.13 1.52 0.02 0.02
 -------- 18:00 0.02 0.01 0.19 0.60 0.17 1.54 0.02 0.03
 -------- 19:00 0.07 0.02 0.33 0.49 0.24 1.58 0.01 0.03
 29.03.13 20:00 0.12 0.02 0.42 0.14 0.45 1.68 0.04 0.05
 -------- 21:00 0.15 0.04 1.62 0.05 0.49 1.85 0.05 0.05
 -------- 22:00 0.63 0.07 2.67 0.01 1.01 2.39 1.02 0.12
 -------- 23:00 0.73 0.11 3.21 0.01 0.03 2.64 1.30 0.17
 -------- 00:00 0.52 0.08 2.04 0.01 0.17 2.46 0.87 0.16
 30.03.13 01:00 0.44 0.02 0.44 0.01 0.23 2.55 0.76 0.18
 -------- 02:00 0.37 0.01 0.12 0.01 0.29 2.34 0.61 0.15
 -------- 03:00 0.31 0.01 0.12 0.01 0.35 2.20 0.41 0.18
 -------- 04:00 0.26 0.01 0.19 0.01 0.36 2.19 0.33 0.10
 -------- 05:00 0.23 ---- ---- 0.01 0.40 2.22 0.27 0.10
 30.03.13 06:00 0.21 ---- ---- 0.01 0.41 2.10 0.22 0.07
 -------- 07:00 0.17 ---- ---- 0.01 0.40 2.01 0.24 0.06
 -------- 08:00 0.17 ---- ---- 0.05 0.40 1.96 0.20 0.06
 -------- 09:00 0.15 ---- ---- 0.10 0.37 1.90 0.18 0.12
 -------- 10:00 0.12 0.02 0.44 0.20 0.34 1.79 0.13 0.12
 30.03.13 11:00 0.11 0.01 0.38 0.30 0.30 1.69 0.08 0.08
 -------- 12:00 0.08 ---- ---- 0.49 0.22 1.59 0.05 0.04
 -------- 13:00 0.05 ---- ---- 0.70 0.14 1.52 0.03 0.03
 -------- 14:00 0.04 ---- ---- 0.75 0.12 1.49 0.03 0.03
 -------- 15:00 0.03 ---- ---- 0.75 0.12 1.50 0.02 0.02
 30.03.13 16:00 0.03 ---- ---- 0.74 0.14 1.50 0.02 0.04
 -------- 17:00 0.03 ---- ---- 0.75 0.12 1.50 0.02 0.07
 -------- 18:00 0.02 ---- ---- 0.78 0.11 1.48 0.01 0.03
 -------- 19:00 0.04 ---- ---- 0.79 0.11 1.48 0.01 0.03
 -------- 20:00 0.05 ---- ---- 0.76 0.12 1.50 0.01 0.03
 30.03.13 21:00 0.05 ---- ---- 0.78 0.12 1.52 0.01 0.03
 -------- 22:00 0.04 ---- ---- 0.84 0.10 1.50 0.01 0.03
 -------- 23:00 0.04 ---- ---- 0.83 0.09 1.49 0.01 0.03
