 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 21.09.12 12:00 0.07 ---- 0.12 0.06 0.23 1.65 0.08 0.19
 -------- 13:00 0.05 ---- ---- 0.11 0.18 1.56 0.03 0.15
 -------- 14:00 0.04 ---- ---- 0.16 0.14 1.50 0.02 0.09
 -------- 15:00 0.03 ---- ---- 0.18 0.14 1.49 0.03 0.08
 -------- 16:00 0.03 ---- ---- 0.22 0.13 1.49 0.01 0.08
 21.09.12 17:00 0.05 ---- ---- 0.19 0.19 1.52 0.02 0.09
 -------- 18:00 0.08 ---- ---- 0.11 0.29 1.59 0.03 0.32
 -------- 19:00 0.11 ---- ---- 0.04 0.35 1.65 0.03 0.35
 -------- 20:00 0.07 ---- ---- 0.03 0.22 1.55 0.02 0.16
 -------- 21:00 0.07 ---- ---- 0.03 0.19 1.54 0.01 0.10
 21.09.12 22:00 0.06 ---- ---- 0.04 0.19 1.52 0.01 0.10
 -------- 23:00 0.07 ---- ---- 0.04 0.20 1.52 0.01 0.09
 -------- 00:00 0.06 ---- ---- 0.05 0.17 1.50 0.01 0.08
 -------- 01:00 0.06 ---- ---- 0.05 0.16 1.49 0.00 0.08
 -------- 02:00 0.04 ---- ---- 0.09 0.13 1.48 0.00 0.08
 22.09.12 03:00 0.04 ---- ---- 0.12 0.11 1.49 0.00 0.08
 -------- 04:00 0.04 ---- ---- 0.12 0.10 1.51 0.00 0.08
 -------- 05:00 0.04 ---- ---- 0.13 0.11 1.51 0.00 0.08
 -------- 06:00 0.04 ---- ---- 0.09 0.14 1.52 0.00 0.08
 -------- 07:00 0.05 ---- ---- 0.05 0.17 1.53 0.01 0.08
 22.09.12 08:00 0.08 ---- ---- 0.05 0.17 1.52 0.02 0.09
 -------- 09:00 0.09 ---- ---- 0.07 0.14 1.47 0.02 0.11
 -------- 10:00 0.08 ---- ---- 0.08 0.12 1.48 0.02 0.09
 -------- 11:00 0.10 ---- ---- 0.09 0.12 1.57 0.03 0.09
 -------- 12:00 0.09 ---- ---- 0.12 0.10 1.51 0.02 0.12
 22.09.12 13:00 0.10 ---- ---- 0.14 0.11 1.52 0.02 0.14
 -------- 14:00 0.10 ---- ---- 0.16 0.11 1.55 0.02 0.15
 -------- 15:00 0.10 ---- ---- 0.19 0.12 1.57 0.01 0.16
 -------- 16:00 0.11 ---- 0.21 0.23 0.16 1.97 0.01 0.21
 -------- 17:00 0.12 ---- 0.33 0.19 0.21 2.15 0.01 0.25
 22.09.12 18:00 0.12 ---- 0.25 0.13 0.21 1.62 0.01 0.22
 -------- 19:00 0.13 ---- 0.12 0.06 0.27 1.87 0.02 0.27
 -------- 20:00 0.15 ---- 0.17 0.02 0.29 1.88 0.04 0.23
 -------- 21:00 0.17 ---- 2.29 0.02 0.30 3.66 0.05 0.37
 -------- 22:00 0.13 ---- 1.04 0.06 0.23 2.01 0.02 0.26
 22.09.12 23:00 0.10 ---- 0.12 0.08 0.18 1.58 0.02 0.21
 -------- 00:00 0.07 ---- 0.19 0.08 0.16 1.59 0.01 0.18
 -------- 01:00 0.06 ---- 0.25 0.13 0.11 1.56 0.00 0.15
 -------- 02:00 0.05 ---- 0.25 0.15 0.09 1.52 0.00 0.13
 -------- 03:00 0.05 ---- 0.25 0.17 0.08 1.54 0.00 0.13
 23.09.12 04:00 0.05 ---- 0.12 0.17 0.08 1.55 0.00 0.12
 -------- 05:00 0.06 ---- 0.12 0.14 0.10 1.53 0.00 0.12
 -------- 06:00 0.06 ---- 0.12 0.13 0.12 1.54 0.01 0.11
 -------- 07:00 0.05 ---- 0.12 0.12 0.13 1.54 0.01 0.13
 -------- 08:00 0.04 ---- 0.17 0.12 0.13 1.54 0.01 0.13
 23.09.12 09:00 0.04 ---- 0.21 0.12 0.11 1.54 0.02 0.13
 -------- 10:00 0.04 ---- 0.17 0.14 0.11 1.52 0.02 0.11
 -------- 11:00 0.04 ---- 0.12 0.14 0.10 1.51 0.02 0.10
