 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 26.09.12 00:00 0.03 ---- 0.50 0.08 0.12 1.57 0.01 0.04
 -------- 01:00 0.02 ---- 0.42 0.09 0.10 1.55 0.00 0.03
 -------- 02:00 0.02 ---- 0.58 0.09 0.10 1.58 0.00 0.03
 -------- 03:00 0.02 ---- 0.54 0.06 0.12 1.60 0.01 0.03
 -------- 04:00 0.02 ---- 0.83 0.08 0.11 1.62 0.00 0.03
 26.09.12 05:00 0.02 ---- 0.79 0.05 0.12 1.63 0.01 0.03
 -------- 06:00 0.04 ---- 0.21 0.02 0.14 1.55 0.02 0.04
 -------- 07:00 0.05 ---- 0.33 0.01 0.16 1.60 0.04 0.05
 -------- 08:00 0.05 ---- 0.67 0.02 0.17 1.66 0.06 0.07
 -------- 09:00 0.05 ---- 0.42 0.04 0.15 1.62 0.05 0.06
 26.09.12 10:00 0.08 ---- 0.25 0.03 0.15 1.62 0.08 0.08
 -------- 11:00 0.05 ---- 0.25 0.06 0.15 1.65 0.07 0.08
 -------- 12:00 0.04 ---- 0.12 0.09 0.14 1.56 0.05 0.06
 -------- 13:00 0.04 ---- 0.12 0.10 0.17 1.56 0.02 0.06
 -------- 14:00 0.04 ---- 0.12 0.10 0.18 1.58 0.03 0.08
 26.09.12 15:00 0.04 ---- 0.12 0.10 0.18 1.56 0.03 0.08
 -------- 16:00 0.04 ---- 0.12 0.10 0.19 1.56 0.02 0.07
 -------- 17:00 0.04 ---- ---- 0.10 0.18 1.56 0.03 0.07
 -------- 18:00 0.04 ---- ---- 0.08 0.21 1.54 0.03 0.07
 -------- 19:00 0.11 ---- 0.12 0.02 0.26 1.66 0.04 0.14
 26.09.12 20:00 0.14 ---- 0.12 0.01 0.27 1.69 0.09 0.19
 -------- 21:00 0.11 ---- 0.12 0.01 0.25 1.66 0.08 0.11
 -------- 22:00 0.10 ---- 0.12 0.01 0.22 1.67 0.08 0.11
 -------- 23:00 0.09 ---- 0.12 0.01 0.24 1.67 0.08 0.11
 -------- 00:00 0.08 ---- ---- 0.01 0.24 1.67 0.06 0.08
 27.09.12 01:00 0.11 ---- 0.25 0.01 0.21 1.73 0.12 0.09
 -------- 02:00 0.20 ---- 0.29 0.01 0.19 1.96 0.25 0.13
 -------- 03:00 0.20 ---- 0.46 0.01 0.18 2.33 0.33 0.16
 -------- 04:00 0.26 ---- 0.71 0.01 0.18 2.53 0.47 0.19
 -------- 05:00 0.22 ---- 0.83 0.01 0.18 2.56 0.44 0.23
 27.09.12 06:00 0.23 ---- 0.79 0.01 0.17 2.39 0.39 0.19
 -------- 07:00 0.21 ---- 0.71 0.01 0.17 2.18 0.33 0.15
 -------- 08:00 0.22 ---- 0.71 0.01 0.17 2.11 0.31 0.16
 -------- 09:00 0.17 ---- 0.33 0.01 0.18 1.94 0.20 0.17
 -------- 10:00 0.11 ---- 0.12 0.02 0.18 1.79 0.11 0.12
 27.09.12 11:00 0.07 ---- 0.12 0.04 0.14 1.68 0.06 0.09
 -------- 12:00 0.04 ---- ---- 0.10 0.13 1.55 0.03 0.05
 -------- 13:00 0.04 ---- ---- 0.13 0.12 1.51 0.03 0.06
 -------- 14:00 0.04 ---- ---- 0.14 0.14 1.50 0.03 0.06
 -------- 15:00 0.04 ---- ---- 0.16 0.13 1.49 0.02 0.05
 27.09.12 16:00 0.04 ---- ---- 0.10 0.18 1.52 0.03 0.08
 -------- 17:00 0.05 ---- ---- 0.13 0.16 1.52 0.02 0.08
 -------- 18:00 0.05 ---- ---- 0.08 0.21 1.53 0.03 0.11
 -------- 19:00 0.08 ---- ---- 0.06 0.23 1.54 0.02 0.13
 -------- 20:00 0.12 ---- ---- 0.08 0.20 1.55 0.02 0.12
 27.09.12 21:00 0.12 ---- ---- 0.11 0.17 1.53 0.01 0.10
 -------- 22:00 0.12 ---- ---- 0.10 0.19 1.52 0.01 0.10
 -------- 23:00 0.12 ---- ---- 0.10 0.19 1.54 0.01 0.12
