 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 29.03.13 12:00 0.05 0.03 0.33 0.50 0.18 1.57 0.06 0.02
 -------- 13:00 0.02 0.01 0.12 0.61 0.12 1.50 0.03 0.01
 -------- 14:00 0.02 0.01 ---- 0.66 0.10 1.49 0.03 0.01
 -------- 15:00 0.02 ---- ---- 0.68 0.09 1.49 0.02 0.02
 -------- 16:00 0.02 ---- ---- 0.67 0.12 1.51 0.02 0.02
 29.03.13 17:00 0.02 0.01 ---- 0.65 0.13 1.52 0.02 0.02
 -------- 18:00 0.02 0.01 0.19 0.60 0.17 1.54 0.02 0.03
 -------- 19:00 0.07 0.02 0.33 0.49 0.24 1.58 0.01 0.03
 -------- 20:00 0.12 0.02 0.42 0.14 0.45 1.68 0.04 0.05
 -------- 21:00 0.15 0.04 1.62 0.05 0.49 1.85 0.05 0.05
 29.03.13 22:00 0.63 0.07 2.67 0.01 1.01 2.39 1.02 0.12
 -------- 23:00 0.73 0.11 3.21 0.01 0.03 2.64 1.30 0.17
 -------- 00:00 0.52 0.08 2.04 0.01 0.17 2.46 0.87 0.16
 -------- 01:00 0.44 0.02 0.44 0.01 0.23 2.55 0.76 0.18
 -------- 02:00 0.37 0.01 0.12 0.01 0.29 2.34 0.61 0.15
 30.03.13 03:00 0.31 0.01 0.12 0.01 0.35 2.20 0.41 0.18
 -------- 04:00 0.26 0.01 0.19 0.01 0.36 2.19 0.33 0.10
 -------- 05:00 0.23 ---- ---- 0.01 0.40 2.22 0.27 0.10
 -------- 06:00 0.21 ---- ---- 0.01 0.41 2.10 0.22 0.07
 -------- 07:00 0.17 ---- ---- 0.01 0.40 2.01 0.24 0.06
 30.03.13 08:00 0.17 ---- ---- 0.05 0.40 1.96 0.20 0.06
 -------- 09:00 0.15 ---- ---- 0.10 0.37 1.90 0.18 0.12
 -------- 10:00 0.12 0.02 0.44 0.20 0.34 1.79 0.13 0.12
 -------- 11:00 0.11 0.01 0.38 0.30 0.30 1.69 0.08 0.08
 -------- 12:00 0.08 ---- ---- 0.49 0.22 1.59 0.05 0.04
 30.03.13 13:00 0.05 ---- ---- 0.70 0.14 1.52 0.03 0.03
 -------- 14:00 0.04 ---- ---- 0.75 0.12 1.49 0.03 0.03
 -------- 15:00 0.03 ---- ---- 0.75 0.12 1.50 0.02 0.02
 -------- 16:00 0.03 ---- ---- 0.74 0.14 1.50 0.02 0.04
 -------- 17:00 0.03 ---- ---- 0.75 0.12 1.50 0.02 0.07
 30.03.13 18:00 0.02 ---- ---- 0.78 0.11 1.48 0.01 0.03
 -------- 19:00 0.04 ---- ---- 0.79 0.11 1.48 0.01 0.03
 -------- 20:00 0.05 ---- ---- 0.76 0.12 1.50 0.01 0.03
 -------- 21:00 0.05 ---- ---- 0.78 0.12 1.52 0.01 0.03
 -------- 22:00 0.04 ---- ---- 0.84 0.10 1.50 0.01 0.03
 30.03.13 23:00 0.04 ---- ---- 0.83 0.09 1.49 0.01 0.03
 -------- 00:00 0.04 ---- ---- 0.75 0.09 1.48 0.01 0.02
 -------- 01:00 0.03 0.00 ---- 0.71 0.08 1.47 0.01 0.02
 -------- 02:00 0.03 ---- ---- 0.68 0.07 1.46 0.01 0.02
 -------- 03:00 0.02 ---- ---- 0.65 0.06 1.47 0.00 0.02
 31.03.13 04:00 0.03 ---- ---- 0.64 0.06 1.46 0.01 0.02
 -------- 05:00 0.03 ---- ---- 0.60 0.09 1.48 0.01 0.02
 -------- 06:00 0.04 ---- ---- 0.55 0.12 1.52 0.01 0.02
 -------- 07:00 0.07 ---- 0.12 0.46 0.16 1.55 0.01 0.04
 -------- 08:00 0.08 0.00 ---- 0.43 0.19 1.53 0.02 0.04
 31.03.13 09:00 0.10 0.00 ---- 0.34 0.24 1.55 0.05 0.05
 -------- 10:00 0.11 0.00 0.12 0.32 0.24 1.57 0.04 0.05
 -------- 11:00 0.09 0.01 0.12 0.35 0.21 1.56 0.05 0.05
