 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 16.02.13 12:00 0.16 0.02 0.46 0.05 0.32 2.11 0.24 0.11
 -------- 13:00 0.17 0.09 0.54 0.05 0.32 2.28 0.26 0.14
 -------- 14:00 0.17 0.07 0.38 0.06 0.31 2.05 0.23 0.14
 -------- 15:00 0.16 0.05 0.38 0.07 0.32 1.88 0.21 0.15
 -------- 16:00 0.14 0.03 0.25 0.04 0.34 1.81 0.20 0.13
 16.02.13 17:00 0.13 0.02 0.25 0.04 0.37 1.80 0.14 0.11
 -------- 18:00 0.11 0.02 0.17 0.04 0.37 1.67 0.06 0.07
 -------- 19:00 0.05 0.01 0.12 0.15 0.30 1.61 0.01 0.06
 -------- 20:00 0.05 0.01 0.17 0.17 0.27 1.60 0.01 0.05
 -------- 21:00 0.05 0.01 0.12 0.15 0.27 1.60 0.02 0.06
 16.02.13 22:00 0.04 0.01 0.12 0.23 0.23 1.61 0.01 0.06
 -------- 23:00 0.03 0.01 0.12 0.29 0.20 1.59 0.01 0.06
 -------- 00:00 0.02 0.01 0.12 0.40 0.13 1.58 0.01 0.06
 -------- 01:00 0.02 0.01 ---- 0.40 0.12 1.59 0.01 0.07
 -------- 02:00 0.03 0.01 ---- 0.36 0.14 1.60 0.01 0.07
 17.02.13 03:00 0.03 0.01 ---- 0.37 0.14 1.61 0.01 0.07
 -------- 04:00 0.03 0.01 ---- 0.36 0.15 1.62 0.01 0.06
 -------- 05:00 0.03 0.01 0.12 0.34 0.16 1.62 0.01 0.07
 -------- 06:00 0.03 0.01 ---- 0.25 0.24 1.62 0.01 0.06
 -------- 07:00 0.06 0.01 ---- 0.34 0.18 1.60 0.01 0.06
 17.02.13 08:00 0.07 0.01 ---- 0.33 0.18 1.64 0.01 0.06
 -------- 09:00 0.08 0.02 ---- 0.24 0.21 1.64 0.03 0.07
 -------- 10:00 0.08 0.03 ---- 0.24 0.20 1.67 0.03 0.07
 -------- 11:00 0.08 0.03 0.12 0.26 0.20 1.67 0.04 0.08
 -------- 12:00 0.08 0.04 ---- 0.34 0.16 1.66 0.04 0.08
 17.02.13 13:00 0.08 0.04 ---- 0.32 0.17 1.65 0.06 0.09
 -------- 14:00 0.08 0.03 0.12 0.30 0.19 1.65 0.06 0.09
 -------- 15:00 0.08 0.03 ---- 0.30 0.21 1.64 0.06 0.09
 -------- 16:00 0.09 0.03 ---- 0.25 0.24 1.65 0.07 0.10
 -------- 17:00 0.10 0.02 0.12 0.18 0.29 1.66 0.07 0.09
 17.02.13 18:00 0.09 0.02 ---- 0.14 0.30 1.64 0.03 0.09
 -------- 19:00 0.05 0.02 ---- 0.20 0.27 1.60 0.01 0.07
 -------- 20:00 0.04 0.01 ---- 0.19 0.28 1.62 0.01 0.07
 -------- 21:00 0.04 0.01 ---- 0.22 0.24 1.58 0.01 0.06
 -------- 22:00 0.04 0.01 ---- 0.29 0.19 1.57 0.01 0.06
 17.02.13 23:00 0.03 0.01 ---- 0.25 0.21 1.58 0.01 0.05
 -------- 00:00 0.04 0.01 ---- 0.23 0.22 1.57 0.01 0.06
 -------- 01:00 0.02 0.01 ---- 0.25 0.22 1.56 0.01 0.06
 -------- 02:00 0.02 0.01 ---- 0.33 0.15 1.56 0.01 0.05
 -------- 03:00 0.02 0.00 ---- 0.36 0.16 1.56 0.01 0.04
 18.02.13 04:00 0.02 0.01 ---- 0.31 0.21 1.55 0.01 0.04
 -------- 05:00 0.02 0.01 ---- 0.37 0.16 1.55 0.01 0.04
 -------- 06:00 0.02 0.01 ---- 0.42 0.13 1.54 0.01 0.03
 -------- 07:00 0.05 0.01 ---- 0.33 0.20 1.55 0.01 0.04
 -------- 08:00 0.06 0.01 ---- 0.30 0.21 1.56 0.01 0.04
 18.02.13 09:00 0.07 0.01 ---- 0.28 0.22 1.58 0.01 0.04
 -------- 10:00 0.08 0.01 ---- 0.26 0.23 1.59 0.02 0.04
 -------- 11:00 0.06 0.01 ---- 0.39 0.17 1.55 0.03 0.04
