 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 15.02.13 12:00 0.11 0.03 0.21 0.08 0.26 2.08 0.18 0.16
 -------- 13:00 0.10 0.03 0.12 0.11 0.26 1.90 0.17 0.21
 -------- 14:00 0.10 0.02 0.12 0.14 0.27 1.74 0.15 0.25
 -------- 15:00 0.11 0.02 0.19 0.13 0.28 1.75 0.16 0.22
 -------- 16:00 0.09 0.02 0.25 0.15 0.29 1.82 0.09 0.14
 15.02.13 17:00 0.09 0.02 0.25 0.13 0.32 1.74 0.07 0.13
 -------- 18:00 0.09 0.02 0.38 0.04 0.37 1.83 0.09 0.14
 -------- 19:00 0.09 0.02 0.33 0.04 0.39 2.04 0.04 0.14
 -------- 20:00 0.13 0.03 0.62 0.02 0.40 2.12 0.09 0.13
 -------- 21:00 0.13 0.04 0.33 0.06 0.35 1.94 0.09 0.13
 15.02.13 22:00 0.10 0.02 0.25 0.11 0.31 1.69 0.04 0.10
 -------- 23:00 0.11 0.01 0.25 0.06 0.35 1.76 0.03 0.10
 -------- 00:00 0.12 0.01 0.17 0.02 0.36 1.79 0.08 0.10
 -------- 01:00 0.15 0.01 0.50 0.01 0.34 1.99 0.16 0.12
 -------- 02:00 0.20 0.01 1.04 0.01 0.28 2.43 0.31 0.17
 16.02.13 03:00 0.19 0.01 1.00 0.01 0.29 2.30 0.29 0.15
 -------- 04:00 0.18 0.01 0.83 0.01 0.28 2.39 0.28 0.15
 -------- 05:00 0.21 0.01 1.54 0.01 0.28 2.92 0.35 0.17
 -------- 06:00 0.24 0.01 1.75 0.01 0.25 3.16 0.41 0.19
 -------- 07:00 0.29 0.01 1.54 0.01 0.23 3.32 0.50 0.19
 16.02.13 08:00 0.31 0.01 1.42 0.01 0.21 3.39 0.55 0.18
 -------- 09:00 0.30 0.01 0.88 0.01 0.27 2.81 0.39 0.15
 -------- 10:00 0.15 0.01 0.29 0.06 0.32 2.12 0.12 0.09
 -------- 11:00 0.12 0.01 0.33 0.12 0.30 1.88 0.08 0.10
 -------- 12:00 0.16 0.02 0.46 0.05 0.32 2.11 0.24 0.11
 16.02.13 13:00 0.17 0.09 0.54 0.05 0.32 2.28 0.26 0.14
 -------- 14:00 0.17 0.07 0.38 0.06 0.31 2.05 0.23 0.14
 -------- 15:00 0.16 0.05 0.38 0.07 0.32 1.88 0.21 0.15
 -------- 16:00 0.14 0.03 0.25 0.04 0.34 1.81 0.20 0.13
 -------- 17:00 0.13 0.02 0.25 0.04 0.37 1.80 0.14 0.11
 16.02.13 18:00 0.11 0.02 0.17 0.04 0.37 1.67 0.06 0.07
 -------- 19:00 0.05 0.01 0.12 0.15 0.30 1.61 0.01 0.06
 -------- 20:00 0.05 0.01 0.17 0.17 0.27 1.60 0.01 0.05
 -------- 21:00 0.05 0.01 0.12 0.15 0.27 1.60 0.02 0.06
 -------- 22:00 0.04 0.01 0.12 0.23 0.23 1.61 0.01 0.06
 16.02.13 23:00 0.03 0.01 0.12 0.29 0.20 1.59 0.01 0.06
 -------- 00:00 0.02 0.01 0.12 0.40 0.13 1.58 0.01 0.06
 -------- 01:00 0.02 0.01 ---- 0.40 0.12 1.59 0.01 0.07
 -------- 02:00 0.03 0.01 ---- 0.36 0.14 1.60 0.01 0.07
 -------- 03:00 0.03 0.01 ---- 0.37 0.14 1.61 0.01 0.07
 17.02.13 04:00 0.03 0.01 ---- 0.36 0.15 1.62 0.01 0.06
 -------- 05:00 0.03 0.01 0.12 0.34 0.16 1.62 0.01 0.07
 -------- 06:00 0.03 0.01 ---- 0.25 0.24 1.62 0.01 0.06
 -------- 07:00 0.06 0.01 ---- 0.34 0.18 1.60 0.01 0.06
 -------- 08:00 0.07 0.01 ---- 0.33 0.18 1.64 0.01 0.06
 17.02.13 09:00 0.08 0.02 ---- 0.24 0.21 1.64 0.03 0.07
 -------- 10:00 0.08 0.03 ---- 0.24 0.20 1.67 0.03 0.07
 -------- 11:00 0.08 0.03 0.12 0.26 0.20 1.67 0.04 0.08
