 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 17.03.13 12:00 0.02 ---- ---- 0.41 0.15 1.61 0.03 0.03
 -------- 13:00 0.02 ---- ---- 0.43 0.15 1.61 0.03 0.02
 -------- 14:00 0.02 ---- ---- 0.39 0.17 1.57 0.03 0.03
 -------- 15:00 0.02 ---- ---- 0.36 0.19 1.58 0.04 0.03
 -------- 16:00 0.02 ---- ---- 0.31 0.23 1.59 0.03 0.03
 17.03.13 17:00 0.02 ---- ---- 0.28 0.25 1.58 0.03 0.03
 -------- 18:00 0.04 ---- ---- 0.22 0.30 1.59 0.02 0.04
 -------- 19:00 0.08 ---- ---- 0.28 0.25 1.61 0.01 0.04
 -------- 20:00 0.07 ---- ---- 0.35 0.20 1.59 0.01 0.02
 -------- 21:00 0.06 ---- ---- 0.43 0.14 1.55 0.01 0.02
 17.03.13 22:00 0.06 ---- ---- 0.35 0.19 1.57 0.01 0.03
 -------- 23:00 0.08 ---- ---- 0.38 0.16 1.57 0.01 0.03
 -------- 00:00 0.08 0.00 ---- 0.34 0.19 1.57 0.01 0.03
 -------- 01:00 0.07 0.01 0.21 0.28 0.23 1.55 0.01 0.03
 -------- 02:00 0.06 ---- ---- 0.29 0.22 1.55 0.00 0.02
 18.03.13 03:00 0.06 0.00 ---- 0.26 0.22 1.56 0.01 0.03
 -------- 04:00 0.07 0.01 0.12 0.26 0.22 1.57 0.01 0.03
 -------- 05:00 0.08 0.01 0.17 0.22 0.24 1.61 0.01 0.03
 -------- 06:00 0.09 0.01 0.12 0.12 0.31 1.65 0.01 0.03
 -------- 07:00 0.09 ---- ---- 0.02 0.39 1.64 0.07 0.04
 18.03.13 08:00 0.12 ---- ---- 0.04 0.35 1.68 0.12 0.05
 -------- 09:00 0.14 0.01 ---- 0.09 0.29 1.70 0.15 0.05
 -------- 10:00 0.11 0.01 0.12 0.19 0.24 1.68 0.12 0.04
 -------- 11:00 0.09 ---- ---- 0.26 0.22 1.70 0.09 0.04
 -------- 12:00 0.06 0.01 ---- 0.43 0.13 1.62 0.04 0.03
 18.03.13 13:00 0.06 0.01 ---- 0.50 0.10 1.58 0.03 0.02
 -------- 14:00 0.05 0.01 ---- 0.50 0.10 1.57 0.03 0.03
 -------- 15:00 0.05 0.01 ---- 0.49 0.11 1.57 0.03 0.04
 -------- 16:00 0.06 ---- ---- 0.41 0.14 1.54 0.02 0.05
 -------- 17:00 0.06 0.01 ---- 0.39 0.13 1.54 0.02 0.03
 18.03.13 18:00 0.06 ---- ---- 0.37 0.13 1.54 0.01 0.02
 -------- 19:00 0.06 ---- ---- 0.32 0.15 1.54 0.01 0.03
 -------- 20:00 0.06 0.00 0.12 0.32 0.15 1.54 0.01 0.03
 -------- 21:00 0.06 0.00 ---- 0.34 0.14 1.54 0.01 0.02
 -------- 22:00 0.06 ---- ---- 0.37 0.12 1.53 0.01 0.02
 18.03.13 23:00 0.06 0.00 ---- 0.32 0.15 1.53 0.01 0.02
 -------- 00:00 0.06 0.01 ---- 0.29 0.18 1.54 0.01 0.02
 -------- 01:00 0.06 0.00 ---- 0.34 0.14 1.54 0.01 0.02
 -------- 02:00 0.04 0.01 0.25 0.35 0.13 1.56 0.01 0.02
 -------- 03:00 0.05 0.01 0.46 0.39 0.10 1.56 0.01 0.02
 19.03.13 04:00 0.06 0.01 0.25 0.40 0.10 1.55 0.01 0.01
 -------- 05:00 0.06 0.00 0.12 0.39 0.13 1.55 0.01 0.02
 -------- 06:00 0.06 0.01 0.25 0.42 0.13 1.53 0.01 0.01
 -------- 07:00 0.03 0.01 0.38 0.42 0.15 1.55 0.02 0.01
 -------- 08:00 0.04 0.01 0.12 0.44 0.13 1.53 0.01 0.01
 19.03.13 09:00 0.04 0.00 ---- 0.41 0.16 1.55 0.02 0.02
 -------- 10:00 0.04 0.01 0.25 0.48 0.11 1.53 0.02 0.01
 -------- 11:00 0.03 0.01 0.38 0.50 0.10 1.53 0.03 0.02
