 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 07.04.13 12:00 0.04 ---- ---- 0.60 0.11 1.48 0.01 0.03
 -------- 13:00 0.04 0.01 0.12 0.59 0.12 1.49 0.02 0.04
 -------- 14:00 0.04 ---- ---- 0.59 0.09 1.48 0.01 0.03
 -------- 15:00 0.04 0.01 ---- 0.60 0.07 1.48 0.01 0.03
 -------- 16:00 0.04 ---- ---- 0.61 0.12 1.48 0.01 0.03
 07.04.13 17:00 0.04 0.01 ---- 0.55 0.16 1.49 0.01 0.04
 -------- 18:00 0.04 ---- ---- 0.54 0.18 1.49 0.01 0.04
 -------- 19:00 0.04 0.01 ---- 0.50 0.19 1.50 0.01 0.04
 -------- 20:00 0.04 0.01 ---- 0.49 0.20 1.51 0.00 0.05
 -------- 21:00 0.04 0.00 ---- 0.46 0.22 1.52 0.00 0.05
 07.04.13 22:00 0.03 0.01 ---- 0.41 0.23 1.53 0.01 0.06
 -------- 23:00 0.04 ---- ---- 0.40 0.25 1.52 0.00 0.06
 -------- 00:00 0.02 0.00 ---- 0.50 0.18 1.52 0.00 0.05
 -------- 01:00 0.02 0.00 ---- 0.53 0.14 1.51 0.00 0.04
 -------- 02:00 0.02 0.00 0.12 0.40 0.21 1.57 0.01 0.05
 08.04.13 03:00 0.02 0.00 ---- 0.43 0.18 1.59 0.01 0.04
 -------- 04:00 0.04 0.00 ---- 0.15 0.37 1.67 0.01 0.06
 -------- 05:00 0.06 0.01 0.12 0.03 0.45 1.72 0.06 0.07
 -------- 06:00 0.09 ---- ---- 0.01 0.42 1.80 0.17 0.09
 -------- 07:00 0.11 0.01 0.25 0.03 0.39 1.84 0.21 0.09
 08.04.13 08:00 0.17 0.01 0.62 0.04 0.36 1.98 0.29 0.14
 -------- 09:00 0.17 0.01 0.12 0.12 0.37 1.89 0.24 0.14
 -------- 10:00 0.07 0.01 0.12 0.35 0.27 1.58 0.09 0.08
 -------- 11:00 0.06 ---- ---- 0.35 0.28 1.64 0.10 0.09
 -------- 12:00 0.05 ---- ---- 0.45 0.25 1.63 0.07 0.09
 08.04.13 13:00 0.07 0.01 ---- 0.43 0.26 1.59 0.08 0.11
 -------- 14:00 0.06 0.00 ---- 0.44 0.26 1.59 0.07 0.10
 -------- 15:00 0.05 ---- ---- 0.55 0.20 1.56 0.04 0.07
 -------- 16:00 0.04 ---- ---- 0.58 0.19 1.54 0.03 0.06
 -------- 17:00 0.05 0.01 ---- 0.55 0.22 1.55 0.03 0.07
 08.04.13 18:00 0.07 0.01 ---- 0.47 0.27 1.58 0.04 0.08
 -------- 19:00 0.05 ---- ---- 0.43 0.33 1.57 0.03 0.12
 -------- 20:00 0.07 0.01 ---- 0.35 0.35 1.63 0.03 0.11
 -------- 21:00 0.10 ---- ---- 0.16 0.49 1.65 0.03 0.10
 -------- 22:00 0.10 0.01 0.12 0.11 0.51 1.67 0.06 0.11
 08.04.13 23:00 0.18 0.00 ---- 0.03 0.51 1.76 0.23 0.15
 -------- 00:00 0.13 0.01 0.19 0.01 0.47 1.83 0.30 0.19
 -------- 01:00 0.20 0.01 0.33 0.01 0.38 2.03 0.49 0.26
 -------- 02:00 0.25 0.01 0.31 0.01 0.32 2.28 0.63 0.26
 -------- 03:00 0.27 0.02 0.62 0.01 0.25 2.61 0.78 0.27
 09.04.13 04:00 0.26 0.01 0.42 0.01 0.22 2.88 0.89 0.28
 -------- 05:00 0.27 0.01 0.62 0.01 0.20 2.95 0.86 0.27
 -------- 06:00 0.34 0.02 0.71 0.01 0.15 3.00 0.99 0.30
 -------- 07:00 0.39 0.01 0.33 0.01 0.14 2.83 1.06 0.27
 -------- 08:00 0.42 0.02 0.71 0.02 0.18 2.74 0.99 0.26
 09.04.13 09:00 0.17 0.02 0.44 0.05 0.46 2.40 0.43 0.21
 -------- 10:00 0.12 0.02 0.38 0.18 0.46 2.48 0.21 0.17
 -------- 11:00 0.09 0.12 0.62 0.33 0.56 2.73 0.14 0.23
