 Date Time CO H2S OZ NO2 CHX NO
 06.11.12 15:00 0.12 ---- ---- 0.21 ---- 0.01
 -------- 16:00 ---- ---- 0.14 0.18 0.56 0.01
 -------- 17:00 ---- ---- 0.13 0.18 1.57 0.01
 -------- 18:00 ---- 0.42 0.08 0.28 1.76 0.01
 -------- 19:00 ---- 1.12 0.08 0.27 1.71 0.01
 06.11.12 20:00 ---- 1.71 0.12 0.19 1.72 0.01
 -------- 21:00 ---- 2.08 0.15 0.14 1.70 0.01
 -------- 22:00 ---- 2.25 0.15 0.13 1.72 0.01
 -------- 23:00 ---- 2.33 0.17 0.12 1.71 0.01
