 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 30.01.13 00:00 0.07 0.01 0.12 0.01 0.33 1.74 0.08 0.11
 -------- 01:00 0.06 0.01 0.17 0.07 0.29 1.68 0.02 0.09
 -------- 02:00 0.05 0.01 0.12 0.07 0.30 1.65 0.02 0.07
 -------- 03:00 0.04 0.01 0.12 0.10 0.27 1.68 0.02 0.08
 -------- 04:00 0.04 0.01 0.12 0.18 0.21 1.63 0.01 0.07
 30.01.13 05:00 0.05 0.01 0.12 0.16 0.15 1.63 0.01 0.09
 -------- 06:00 0.05 0.01 0.25 0.16 0.19 1.63 0.02 0.10
 -------- 07:00 0.11 0.01 0.25 0.10 0.23 1.65 0.03 0.12
 -------- 08:00 0.11 0.01 0.21 0.10 0.22 1.65 0.03 0.12
 -------- 09:00 0.11 0.01 0.25 0.09 0.21 1.64 0.04 0.13
 30.01.13 10:00 0.11 0.01 0.25 0.09 0.21 1.65 0.05 0.15
 -------- 11:00 0.11 0.01 0.25 0.11 0.20 1.64 0.05 0.16
 -------- 12:00 0.13 0.01 0.29 0.08 0.22 1.67 0.09 0.15
 -------- 13:00 0.12 0.01 0.25 0.10 0.21 1.67 0.09 0.13
 -------- 14:00 0.12 0.02 0.25 0.12 0.21 1.68 0.09 0.12
 30.01.13 15:00 0.12 0.02 0.25 0.11 0.22 1.67 0.08 0.10
 -------- 16:00 0.12 0.02 0.29 0.08 0.26 1.68 0.09 0.11
 -------- 17:00 0.14 0.01 0.29 0.04 0.28 1.72 0.12 0.12
 -------- 18:00 0.15 0.01 0.33 0.01 0.30 1.73 0.14 0.12
 -------- 19:00 0.11 0.01 0.29 0.02 0.32 1.69 0.07 0.12
 30.01.13 20:00 0.09 0.01 0.25 0.08 0.29 1.65 0.03 0.11
 -------- 21:00 0.08 0.01 0.25 0.14 0.26 1.61 0.02 0.09
 -------- 22:00 0.09 0.01 0.25 0.15 0.26 1.63 0.02 0.08
 -------- 23:00 0.08 0.01 0.25 0.13 0.26 1.63 0.03 0.08
 -------- 00:00 0.07 0.01 0.17 0.14 0.26 1.62 0.01 0.07
 31.01.13 01:00 0.06 0.02 0.12 0.18 0.21 1.60 0.02 0.06
 -------- 02:00 0.06 0.02 0.12 0.22 0.18 1.56 0.01 0.05
 -------- 03:00 0.06 0.02 0.12 0.24 0.17 1.59 0.01 0.06
 -------- 04:00 0.06 0.02 0.12 0.19 0.21 1.58 0.01 0.07
 -------- 05:00 0.06 0.02 0.12 0.16 0.21 1.59 0.01 0.06
 31.01.13 06:00 0.08 0.02 0.12 0.16 0.22 1.60 0.01 0.06
 -------- 07:00 0.07 0.02 0.12 0.16 0.22 1.61 0.02 0.08
 -------- 08:00 0.08 0.02 0.17 0.10 0.25 1.65 0.04 0.08
 -------- 09:00 0.08 0.02 0.12 0.10 0.25 1.62 0.03 0.08
 -------- 10:00 0.08 0.02 0.12 0.09 0.25 1.64 0.05 0.07
 31.01.13 11:00 0.08 0.02 0.12 0.10 0.23 1.63 0.05 0.07
 -------- 12:00 0.08 0.02 0.17 0.11 0.21 1.64 0.05 0.08
 -------- 13:00 0.07 0.03 0.12 0.15 0.22 1.62 0.05 0.07
 -------- 14:00 0.07 0.03 0.12 0.17 0.22 1.60 0.05 0.06
 -------- 15:00 0.07 0.03 0.21 0.20 0.21 1.60 0.04 0.06
 31.01.13 16:00 0.06 0.03 0.17 0.22 0.21 1.60 0.03 0.06
 -------- 17:00 0.07 0.03 0.21 0.25 0.20 1.60 0.03 0.06
 -------- 18:00 0.06 0.03 0.17 0.27 0.20 1.58 0.02 0.06
 -------- 19:00 0.03 0.02 0.21 0.28 0.19 1.59 0.02 0.07
 -------- 20:00 0.02 0.02 0.12 0.27 0.19 1.58 0.01 0.06
 31.01.13 21:00 0.02 0.02 0.12 0.26 0.19 1.59 0.02 0.06
 -------- 22:00 0.02 0.02 0.21 0.23 0.19 1.59 0.02 0.06
 -------- 23:00 0.02 0.02 0.12 0.20 0.19 1.61 0.02 0.08
