 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 20.12.12 12:00 0.09 0.04 0.38 0.10 0.21 1.69 0.12 0.08
 -------- 13:00 0.11 0.05 0.38 0.08 0.21 1.78 0.20 0.09
 -------- 14:00 0.10 0.19 0.75 0.09 0.24 1.88 0.16 0.12
 -------- 15:00 0.12 0.23 0.79 0.08 0.28 1.96 0.21 0.15
 -------- 16:00 0.13 0.07 0.62 0.04 0.28 2.01 0.21 0.15
 20.12.12 17:00 0.10 0.05 0.33 0.02 0.31 2.18 0.17 0.10
 -------- 18:00 0.12 0.03 0.33 0.01 0.30 2.34 0.14 0.09
 -------- 19:00 0.15 0.07 0.33 0.02 0.30 2.24 0.16 0.11
 -------- 20:00 0.15 0.12 0.33 0.02 0.30 2.00 0.14 0.10
 -------- 21:00 0.14 0.23 0.79 0.03 0.29 1.99 0.11 0.10
 20.12.12 22:00 0.13 0.25 0.71 0.03 0.29 2.01 0.11 0.10
 -------- 23:00 0.15 0.17 0.54 0.02 0.27 2.07 0.13 0.11
 -------- 00:00 0.14 0.09 0.29 0.02 0.27 1.97 0.13 0.10
 -------- 01:00 0.14 0.10 0.38 0.02 0.27 2.02 0.11 0.10
 -------- 02:00 0.12 0.08 0.62 0.01 0.27 2.11 0.10 0.10
 21.12.12 03:00 0.12 0.05 0.71 0.01 0.27 2.17 0.07 0.10
 -------- 04:00 0.12 0.06 0.62 0.01 0.26 2.33 0.08 0.12
 -------- 05:00 0.12 0.18 0.54 0.02 0.25 2.25 0.12 0.12
 -------- 06:00 0.13 0.15 0.83 0.02 0.25 2.03 0.12 0.10
 -------- 07:00 0.13 0.26 1.08 0.03 0.24 2.20 0.16 0.12
 21.12.12 08:00 0.13 0.27 0.96 0.03 0.23 2.07 0.20 0.12
 -------- 09:00 0.14 0.09 0.50 0.02 0.21 1.92 0.19 0.11
 -------- 10:00 0.13 0.06 0.62 0.02 0.21 2.03 0.21 0.12
 -------- 11:00 0.15 0.16 1.00 0.04 0.19 2.21 0.29 0.15
 -------- 12:00 0.15 0.41 1.83 0.06 0.19 2.21 0.29 0.18
 21.12.12 13:00 0.15 0.38 1.58 0.06 0.20 2.11 0.29 0.17
 -------- 14:00 0.15 0.30 1.29 0.06 0.20 2.14 0.32 0.19
 -------- 15:00 0.15 0.11 1.00 0.04 0.24 2.35 0.29 0.19
 -------- 16:00 0.14 0.06 0.54 0.03 0.22 2.15 0.26 0.15
 -------- 17:00 0.15 0.05 0.50 0.02 0.21 2.17 0.31 0.16
 21.12.12 18:00 0.16 0.05 0.50 0.02 0.21 1.94 0.32 0.16
 -------- 19:00 0.15 0.04 0.46 0.02 0.21 1.95 0.28 0.14
 -------- 20:00 0.13 0.04 0.62 0.02 0.23 2.03 0.23 0.12
 -------- 21:00 0.11 0.04 0.50 0.01 0.24 2.06 0.18 0.11
 -------- 22:00 0.11 0.04 0.71 0.02 0.26 2.09 0.16 0.12
 21.12.12 23:00 0.10 0.04 0.71 0.01 0.26 2.06 0.14 0.11
 -------- 00:00 0.10 0.03 0.29 0.01 0.27 1.96 0.14 0.10
 -------- 01:00 0.09 0.02 0.25 0.01 0.28 1.99 0.12 0.09
 -------- 02:00 0.08 0.02 0.21 0.01 0.28 1.95 0.11 0.09
 -------- 03:00 0.08 0.03 0.42 0.02 0.29 1.92 0.09 0.09
 22.12.12 04:00 0.08 0.02 0.29 0.01 0.30 1.99 0.09 0.09
 -------- 05:00 0.08 0.02 0.25 0.01 0.31 1.97 0.09 0.10
 -------- 06:00 0.08 0.02 0.17 0.01 0.31 1.93 0.11 0.09
 -------- 07:00 0.09 0.02 0.25 0.01 0.31 2.00 0.11 0.09
 -------- 08:00 0.08 0.02 0.12 0.01 0.32 1.90 0.11 0.09
 22.12.12 09:00 0.09 0.02 0.12 0.01 0.32 1.87 0.11 0.08
 -------- 10:00 0.09 0.02 0.12 0.03 0.31 1.92 0.11 0.09
 -------- 11:00 0.08 0.02 0.12 0.07 0.28 1.87 0.09 0.09
