 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 08.04.13 12:00 0.05 ---- ---- 0.45 0.25 1.63 0.07 0.09
 -------- 13:00 0.07 0.01 ---- 0.43 0.26 1.59 0.08 0.11
 -------- 14:00 0.06 0.00 ---- 0.44 0.26 1.59 0.07 0.10
 -------- 15:00 0.05 ---- ---- 0.55 0.20 1.56 0.04 0.07
 -------- 16:00 0.04 ---- ---- 0.58 0.19 1.54 0.03 0.06
 08.04.13 17:00 0.05 0.01 ---- 0.55 0.22 1.55 0.03 0.07
 -------- 18:00 0.07 0.01 ---- 0.47 0.27 1.58 0.04 0.08
 -------- 19:00 0.05 ---- ---- 0.43 0.33 1.57 0.03 0.12
 -------- 20:00 0.07 0.01 ---- 0.35 0.35 1.63 0.03 0.11
 -------- 21:00 0.10 ---- ---- 0.16 0.49 1.65 0.03 0.10
 08.04.13 22:00 0.10 0.01 0.12 0.11 0.51 1.67 0.06 0.11
 -------- 23:00 0.18 0.00 ---- 0.03 0.51 1.76 0.23 0.15
 -------- 00:00 0.13 0.01 0.19 0.01 0.47 1.83 0.30 0.19
 -------- 01:00 0.20 0.01 0.33 0.01 0.38 2.03 0.49 0.26
 -------- 02:00 0.25 0.01 0.31 0.01 0.32 2.28 0.63 0.26
 09.04.13 03:00 0.27 0.02 0.62 0.01 0.25 2.61 0.78 0.27
 -------- 04:00 0.26 0.01 0.42 0.01 0.22 2.88 0.89 0.28
 -------- 05:00 0.27 0.01 0.62 0.01 0.20 2.95 0.86 0.27
 -------- 06:00 0.34 0.02 0.71 0.01 0.15 3.00 0.99 0.30
 -------- 07:00 0.39 0.01 0.33 0.01 0.14 2.83 1.06 0.27
 09.04.13 08:00 0.42 0.02 0.71 0.02 0.18 2.74 0.99 0.26
 -------- 09:00 0.17 0.02 0.44 0.05 0.46 2.40 0.43 0.21
 -------- 10:00 0.12 0.02 0.38 0.18 0.46 2.48 0.21 0.17
 -------- 11:00 0.09 0.12 0.62 0.33 0.56 2.73 0.14 0.23
 -------- 12:00 0.03 0.03 0.17 0.39 0.29 1.83 0.06 0.10
 09.04.13 13:00 0.02 0.01 0.12 0.42 0.27 1.62 0.02 0.07
 -------- 14:00 0.02 0.02 ---- 0.44 0.27 1.60 0.02 0.07
 -------- 15:00 ---- 0.01 ---- 0.53 0.18 1.56 0.02 0.05
 -------- 16:00 0.02 0.01 ---- 0.45 0.27 1.61 0.03 0.08
 -------- 17:00 0.02 0.00 ---- 0.41 0.29 1.61 0.03 0.08
 09.04.13 18:00 0.03 0.00 ---- 0.37 0.33 1.61 0.03 0.09
 -------- 19:00 0.07 0.00 ---- 0.33 0.37 1.62 0.01 0.09
 -------- 20:00 0.11 0.01 0.12 0.09 0.59 1.80 0.05 0.13
 -------- 21:00 0.17 0.01 0.25 0.01 0.62 2.07 0.17 0.18
 -------- 22:00 0.23 0.01 0.17 0.01 0.57 2.06 0.25 0.19
 09.04.13 23:00 0.28 0.01 0.12 0.01 0.48 2.12 0.43 0.21
 -------- 00:00 0.28 0.01 0.17 0.01 0.43 2.34 0.59 0.28
 -------- 01:00 0.29 0.01 0.50 0.01 0.39 2.43 0.64 0.25
 -------- 02:00 0.21 0.01 0.42 0.01 0.46 2.15 0.35 0.18
 -------- 03:00 0.17 0.01 0.29 0.01 0.49 2.03 0.23 0.14
 10.04.13 04:00 0.18 0.01 0.38 0.01 0.46 2.10 0.25 0.16
 -------- 05:00 0.21 0.01 0.42 0.01 0.44 2.27 0.30 0.17
 -------- 06:00 0.25 0.01 1.17 ---- 0.35 3.31 0.59 0.26
 -------- 07:00 0.20 0.01 0.88 0.01 0.40 2.78 0.45 0.23
 -------- 08:00 0.22 0.02 0.50 0.04 0.41 2.52 0.41 0.28
 10.04.13 09:00 0.08 0.02 0.17 0.21 0.33 1.75 0.08 0.16
 -------- 10:00 0.04 0.01 0.12 0.40 0.20 1.60 0.04 0.10
 -------- 11:00 0.03 0.01 ---- 0.47 0.17 1.54 0.03 0.08
