 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 02.10.12 12:00 0.08 ---- ---- 0.11 0.15 1.56 0.04 0.06
 -------- 13:00 0.08 ---- ---- 0.12 0.14 1.52 0.03 0.06
 -------- 14:00 0.07 ---- ---- 0.13 0.14 1.49 0.03 0.05
 -------- 15:00 0.07 ---- ---- 0.15 0.14 1.48 0.02 0.05
 -------- 16:00 0.07 ---- ---- 0.15 0.15 1.48 0.03 0.05
 02.10.12 17:00 0.10 ---- ---- 0.11 0.21 1.50 0.04 0.06
 -------- 18:00 0.11 ---- ---- 0.07 0.25 1.51 0.04 0.07
 -------- 19:00 0.13 ---- ---- 0.03 0.28 1.55 0.06 0.10
 -------- 20:00 0.17 ---- ---- 0.01 0.28 1.62 0.10 0.15
 -------- 21:00 0.17 ---- 0.12 0.01 0.29 1.69 0.12 0.13
 02.10.12 22:00 0.17 ---- 0.12 0.01 0.28 1.80 0.15 0.19
 -------- 23:00 0.16 ---- 0.12 0.01 0.27 1.78 0.14 0.20
 -------- 00:00 0.11 ---- ---- 0.01 0.24 1.68 0.07 0.12
 -------- 01:00 0.10 ---- ---- 0.01 0.24 1.70 0.05 0.11
 -------- 02:00 0.08 ---- ---- 0.01 0.21 1.62 0.03 0.09
 03.10.12 03:00 0.07 ---- ---- 0.04 0.18 1.58 0.01 0.05
 -------- 04:00 0.06 ---- ---- 0.04 0.17 1.60 0.01 0.06
 -------- 05:00 0.06 ---- ---- 0.04 0.17 1.59 0.01 0.06
 -------- 06:00 0.07 ---- ---- 0.03 0.17 1.54 0.02 0.05
 -------- 07:00 0.06 ---- ---- 0.03 0.18 1.54 0.03 0.05
 03.10.12 08:00 0.05 ---- ---- 0.02 0.18 1.59 0.05 0.05
 -------- 09:00 0.07 ---- 0.12 0.02 0.20 1.58 0.07 0.09
 -------- 10:00 0.07 ---- 0.12 0.02 0.20 1.58 0.07 0.11
 -------- 11:00 0.08 ---- 0.12 0.02 0.20 1.56 0.09 0.10
 -------- 12:00 0.07 ---- ---- 0.03 0.18 1.53 0.08 0.08
 03.10.12 13:00 0.08 ---- 0.12 0.02 0.20 1.55 0.09 0.10
 -------- 14:00 0.08 ---- 0.12 0.01 0.21 1.56 0.11 0.09
 -------- 15:00 0.08 ---- 0.12 0.01 0.20 1.58 0.10 0.10
 -------- 16:00 0.09 ---- 0.12 0.01 0.22 1.60 0.11 0.12
 -------- 17:00 0.11 ---- 0.17 0.01 0.22 1.63 0.13 0.14
 03.10.12 18:00 0.11 ---- 0.12 0.01 0.21 1.65 0.13 0.16
 -------- 19:00 0.11 ---- 0.17 0.01 0.22 1.67 0.14 0.16
 -------- 20:00 0.14 ---- 0.21 0.01 0.22 1.70 0.14 0.17
 -------- 21:00 0.15 ---- 0.21 0.01 0.20 1.76 0.16 0.19
 -------- 22:00 0.17 ---- 0.25 0.01 0.21 1.72 0.19 0.19
 03.10.12 23:00 0.14 ---- 0.25 0.01 0.19 1.67 0.15 0.16
 -------- 00:00 0.12 ---- 0.17 0.01 0.19 1.69 0.14 0.18
 -------- 01:00 0.15 ---- 0.29 0.01 0.18 1.96 0.23 0.20
 -------- 02:00 0.14 ---- 0.29 0.01 0.16 2.11 0.21 0.18
 -------- 03:00 0.13 ---- 0.50 0.01 0.16 2.02 0.20 0.18
 04.10.12 04:00 0.07 ---- 0.29 0.01 0.14 1.73 0.09 0.15
 -------- 05:00 0.06 ---- 0.42 0.01 0.12 1.74 0.06 0.11
 -------- 06:00 0.07 ---- 0.25 0.01 0.13 1.73 0.09 0.13
 -------- 07:00 0.07 ---- 0.17 0.01 0.11 1.64 0.07 0.10
 -------- 08:00 0.11 ---- 0.17 0.01 0.12 1.63 0.10 0.10
 04.10.12 09:00 0.11 ---- 0.12 0.01 0.13 1.60 0.11 0.19
 -------- 10:00 0.09 ---- 0.12 0.02 0.13 1.57 0.09 0.22
 -------- 11:00 0.08 ---- 0.12 0.03 0.11 1.56 0.06 0.14
