 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 04.02.13 12:00 0.17 0.04 1.29 0.01 0.23 2.19 0.25 0.06
 -------- 13:00 0.18 0.04 1.17 0.01 0.20 2.02 0.28 0.04
 -------- 14:00 0.13 0.02 0.58 0.02 0.21 1.94 0.15 0.02
 -------- 15:00 0.11 0.02 0.62 0.02 0.20 1.78 0.12 0.03
 -------- 16:00 0.09 0.02 0.62 0.04 0.21 1.67 0.08 0.04
 04.02.13 17:00 0.08 0.02 0.58 0.05 0.23 1.67 0.06 0.05
 -------- 18:00 0.07 0.02 0.50 0.06 0.23 1.61 0.03 0.03
 -------- 19:00 0.06 0.02 0.50 0.05 0.24 1.61 0.04 0.03
 -------- 20:00 0.04 0.02 0.50 0.06 0.26 1.57 0.03 0.03
 -------- 21:00 0.03 0.02 0.38 0.15 0.23 1.55 0.02 0.03
 04.02.13 22:00 0.02 0.02 0.38 0.16 0.24 1.60 0.01 0.03
 -------- 23:00 0.02 0.01 0.46 0.16 0.21 1.60 0.01 0.03
 -------- 00:00 0.02 0.01 0.19 0.20 0.17 1.55 0.01 0.03
 -------- 01:00 0.02 0.01 ---- 0.28 0.12 1.53 0.01 0.03
 -------- 02:00 0.02 0.01 ---- 0.34 0.10 1.52 0.00 0.02
 05.02.13 03:00 0.02 0.00 ---- 0.37 0.10 1.50 0.00 0.02
 -------- 04:00 0.02 0.00 ---- 0.40 0.10 1.49 0.00 0.02
 -------- 05:00 0.02 0.00 ---- 0.35 0.14 1.50 0.01 0.02
 -------- 06:00 0.02 0.00 ---- 0.31 0.16 1.52 0.01 0.02
 -------- 07:00 0.03 0.00 ---- 0.31 0.18 1.52 0.01 0.02
 05.02.13 08:00 0.04 ---- ---- 0.25 0.23 1.53 0.01 0.02
 -------- 09:00 0.05 ---- ---- 0.18 0.29 1.57 0.02 0.02
 -------- 10:00 0.06 ---- ---- 0.16 0.29 1.56 0.04 0.03
 -------- 11:00 0.06 ---- ---- 0.17 0.28 1.56 0.06 0.03
 -------- 12:00 0.06 ---- ---- 0.21 0.26 1.56 0.06 0.03
 05.02.13 13:00 0.06 0.00 ---- 0.23 0.20 1.59 0.08 0.05
 -------- 14:00 0.07 0.00 ---- 0.17 0.22 1.58 0.11 0.05
 -------- 15:00 0.09 0.00 ---- 0.15 0.22 1.71 0.14 0.84
 -------- 16:00 0.08 ---- ---- 0.12 0.27 1.60 0.11 0.29
 -------- 17:00 0.06 ---- ---- 0.17 0.26 1.57 0.06 0.13
 05.02.13 18:00 0.06 0.00 ---- 0.08 0.36 1.62 0.05 0.14
