 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 06.03.13 12:00 0.09 0.03 0.12 0.26 0.23 1.61 0.07 0.08
 -------- 13:00 0.07 0.04 0.33 0.31 0.21 1.60 0.06 0.08
 -------- 14:00 0.08 0.05 0.54 0.35 0.21 1.60 0.06 0.07
 -------- 15:00 0.08 0.03 0.19 0.35 0.23 1.60 0.07 0.07
 -------- 16:00 0.07 0.04 0.46 0.39 0.22 1.59 0.06 0.05
 06.03.13 17:00 0.07 0.02 0.19 0.41 0.23 1.84 0.05 0.04
 -------- 18:00 0.09 0.03 0.50 0.38 0.27 1.57 0.06 0.04
 -------- 19:00 0.07 0.02 0.31 0.36 0.28 1.56 0.05 0.04
 -------- 20:00 0.07 0.02 0.25 0.36 0.28 1.56 0.04 0.05
 -------- 21:00 0.06 0.03 0.46 0.36 0.28 1.56 0.03 0.05
 06.03.13 22:00 0.05 0.03 0.50 0.37 0.27 1.56 0.02 0.05
 -------- 23:00 0.05 0.03 0.31 0.40 0.26 1.53 0.02 0.05
 -------- 00:00 0.02 0.03 0.29 0.56 0.18 1.51 0.01 0.05
 -------- 01:00 0.02 0.02 0.25 0.66 0.12 1.51 0.00 0.05
 -------- 02:00 0.02 0.02 ---- 0.70 0.09 1.50 0.01 0.05
 07.03.13 03:00 0.02 0.03 0.21 0.74 0.08 1.50 0.01 0.05
 -------- 04:00 0.02 0.01 0.12 0.73 0.09 1.50 0.00 0.05
 -------- 05:00 0.02 0.02 0.12 0.71 0.11 1.50 0.01 0.05
 -------- 06:00 0.02 0.03 0.17 0.65 0.17 1.53 0.01 0.06
 -------- 07:00 0.07 0.02 0.12 0.62 0.18 1.55 0.01 0.07
 07.03.13 08:00 0.08 0.02 0.19 0.58 0.20 1.54 0.01 0.07
 -------- 09:00 0.08 0.02 0.21 0.56 0.19 1.53 0.01 0.05
 -------- 10:00 0.06 0.01 ---- 0.55 0.16 1.52 0.02 0.04
 -------- 11:00 0.06 0.02 0.25 0.55 0.13 1.52 0.03 0.03
 -------- 12:00 0.05 0.01 ---- 0.55 0.09 1.51 0.03 0.02
 07.03.13 13:00 0.04 0.01 0.25 0.60 0.07 1.49 0.02 0.01
 -------- 14:00 0.04 0.01 0.12 0.61 0.07 1.49 0.02 0.02
 -------- 15:00 0.05 0.01 ---- 0.59 0.09 1.51 0.02 0.02
 -------- 16:00 0.04 0.01 0.25 0.61 0.08 1.50 0.02 0.02
 -------- 17:00 0.04 0.00 ---- 0.58 0.09 1.49 0.01 0.02
 07.03.13 18:00 0.06 0.01 0.19 0.51 0.14 1.51 0.01 0.03
 -------- 19:00 0.06 0.00 ---- 0.40 0.20 1.51 0.01 0.02
 -------- 20:00 0.06 0.01 0.21 0.35 0.23 1.54 0.01 0.03
 -------- 21:00 0.06 0.01 0.25 0.31 0.23 1.56 0.01 0.03
 -------- 22:00 0.07 0.00 0.25 0.16 0.33 1.62 0.02 0.04
 07.03.13 23:00 0.06 0.01 0.12 0.22 0.28 1.61 0.01 0.04
 -------- 00:00 0.07 0.01 0.17 0.16 0.31 1.65 0.02 0.04
 -------- 01:00 0.06 0.01 0.38 0.26 0.24 1.63 0.01 0.03
 -------- 02:00 0.06 ---- ---- 0.26 0.24 1.62 0.01 0.02
 -------- 03:00 0.04 0.00 0.33 0.35 0.19 1.59 0.01 0.02
 08.03.13 04:00 0.04 0.01 0.50 0.37 0.17 1.58 0.01 0.02
 -------- 05:00 0.04 0.01 0.29 0.38 0.16 1.56 0.01 0.02
 -------- 06:00 0.04 0.01 0.12 0.35 0.18 1.55 0.01 0.02
 -------- 07:00 0.05 ---- ---- 0.37 0.16 1.49 0.01 0.02
 -------- 08:00 0.05 ---- ---- 0.44 0.11 1.51 0.01 0.02
 08.03.13 09:00 0.05 0.00 ---- 0.46 0.10 1.50 0.01 0.03
 -------- 10:00 0.05 0.00 0.12 0.48 0.08 1.49 0.02 0.03
 -------- 11:00 0.06 0.01 0.12 0.48 0.08 1.50 0.02 0.03
