 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 13.12.12 00:00 0.03 0.04 0.12 0.01 0.17 1.60 0.27 0.06
 -------- 01:00 0.07 0.06 0.21 0.02 0.21 1.62 0.20 0.06
 -------- 02:00 0.08 0.05 0.17 0.02 0.22 1.58 0.18 0.06
 -------- 03:00 0.06 0.03 0.21 0.05 0.22 1.54 0.10 0.05
 -------- 04:00 0.07 0.02 0.12 0.06 0.23 1.55 0.10 0.05
 13.12.12 05:00 0.05 0.02 0.12 0.08 0.23 1.54 0.08 0.05
 -------- 06:00 0.04 0.02 0.17 0.11 0.22 1.53 0.08 0.05
 -------- 07:00 0.03 0.02 0.17 0.28 0.13 1.51 0.02 0.05
 -------- 08:00 0.03 0.02 0.25 0.30 0.12 1.51 0.02 0.05
 -------- 09:00 0.02 0.02 0.25 0.28 0.14 1.51 0.02 0.05
 13.12.12 10:00 0.02 0.02 0.25 0.28 0.15 1.53 0.02 0.04
 -------- 11:00 0.02 ---- ---- 0.23 0.18 1.52 0.04 0.05
 -------- 12:00 0.03 ---- ---- 0.28 0.15 1.52 0.03 0.06
 -------- 13:00 0.02 ---- ---- 0.28 0.16 1.52 0.04 0.07
 -------- 14:00 0.02 ---- ---- 0.33 0.13 1.52 0.03 0.07
 13.12.12 15:00 0.02 ---- ---- 0.32 0.15 1.63 0.02 0.07
 -------- 16:00 0.03 ---- ---- 0.32 0.15 1.54 0.02 0.07
 -------- 17:00 0.03 ---- ---- 0.31 0.16 1.51 0.02 0.07
 -------- 18:00 0.02 ---- ---- 0.30 0.16 1.52 0.03 0.06
 -------- 19:00 0.02 ---- ---- 0.34 0.13 1.51 0.02 0.05
 13.12.12 20:00 0.02 ---- ---- 0.32 0.13 1.51 0.02 0.05
 -------- 21:00 0.02 ---- ---- 0.31 0.13 1.51 0.02 0.05
 -------- 22:00 0.02 ---- ---- 0.28 0.14 1.52 0.02 0.04
 -------- 23:00 0.02 ---- ---- 0.29 0.13 1.51 0.02 0.04
 -------- 00:00 0.02 0.01 ---- 0.30 0.12 1.51 0.01 0.04
 14.12.12 01:00 0.02 0.01 0.12 0.29 0.12 1.51 0.01 0.04
 -------- 02:00 0.02 0.02 0.12 0.31 0.10 1.51 0.01 0.04
 -------- 03:00 0.02 0.02 0.12 0.32 0.10 1.51 0.01 0.04
 -------- 04:00 0.02 0.02 0.25 0.31 0.10 1.51 0.00 0.04
 -------- 05:00 0.02 0.02 0.25 0.31 0.10 1.51 0.01 0.05
 14.12.12 06:00 0.02 0.02 0.25 0.26 0.13 1.52 0.01 0.05
 -------- 07:00 0.05 0.02 0.25 0.26 0.13 1.54 0.02 0.05
 -------- 08:00 0.07 0.02 0.25 0.24 0.13 1.56 0.02 0.05
 -------- 09:00 0.08 0.02 0.25 0.24 0.14 1.55 0.02 0.05
 -------- 10:00 0.08 0.02 0.25 0.22 0.15 1.53 0.03 0.05
 14.12.12 11:00 0.07 0.02 0.25 0.24 0.14 1.51 0.03 0.05
 -------- 12:00 0.07 0.02 0.21 0.25 0.15 1.51 0.03 0.05
 -------- 13:00 0.08 0.02 0.21 0.22 0.16 1.51 0.04 0.06
 -------- 14:00 0.08 0.02 0.25 0.20 0.17 1.52 0.05 0.06
 -------- 15:00 0.08 0.02 0.25 0.20 0.18 1.52 0.05 0.06
 14.12.12 16:00 0.09 0.02 0.25 0.17 0.21 1.52 0.06 0.06
 -------- 17:00 0.08 0.02 0.25 0.20 0.20 1.52 0.05 0.06
 -------- 18:00 0.08 0.02 0.25 0.25 0.19 1.52 0.03 0.06
 -------- 19:00 0.06 0.02 0.25 0.21 0.20 1.52 0.05 0.06
 -------- 20:00 0.05 0.02 0.25 0.26 0.17 1.52 0.03 0.05
 14.12.12 21:00 0.05 0.01 0.12 0.19 0.22 1.53 0.06 0.05
 -------- 22:00 0.05 0.01 0.12 0.08 0.26 1.55 0.12 0.05
 -------- 23:00 0.04 0.01 0.12 0.20 0.18 1.52 0.04 0.05
