 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 02.01.13 12:00 0.05 0.01 0.25 0.18 0.17 1.59 0.04 0.07
 -------- 13:00 0.05 0.01 0.12 0.24 0.15 1.58 0.03 0.06
 -------- 14:00 0.05 0.01 0.12 0.24 0.17 1.59 0.03 0.07
 -------- 15:00 0.04 0.01 0.12 0.28 0.15 1.57 0.02 0.07
 -------- 16:00 0.08 0.01 0.12 0.12 0.25 1.66 0.06 0.08
 02.01.13 17:00 0.08 0.01 0.12 0.10 0.28 1.65 0.05 0.07
 -------- 18:00 0.06 0.01 0.12 0.14 0.27 1.63 0.04 0.06
 -------- 19:00 0.09 0.01 0.12 0.12 0.27 1.67 0.06 0.07
 -------- 20:00 0.06 0.01 0.12 0.20 0.23 1.60 0.01 0.07
 -------- 21:00 0.06 0.01 0.12 0.23 0.21 1.58 0.01 0.07
 02.01.13 22:00 0.06 0.00 0.12 0.24 0.20 1.57 0.01 0.06
 -------- 23:00 0.05 0.00 0.12 0.26 0.19 1.58 0.01 0.06
 -------- 00:00 0.05 0.00 0.12 0.24 0.21 1.57 0.01 0.07
 -------- 01:00 0.04 0.01 0.12 0.31 0.16 1.55 0.01 0.07
 -------- 02:00 0.04 0.00 0.12 0.34 0.13 1.56 0.00 0.06
 03.01.13 03:00 0.04 0.00 0.17 0.36 0.11 1.55 0.00 0.06
 -------- 04:00 0.04 0.00 0.12 0.38 0.09 1.55 0.00 0.07
 -------- 05:00 0.04 0.00 0.12 0.36 0.11 1.54 0.00 0.08
 -------- 06:00 0.04 0.00 0.12 0.33 0.13 1.55 0.00 0.08
 -------- 07:00 0.05 0.00 0.12 0.30 0.15 1.56 0.00 0.08
 03.01.13 08:00 0.07 0.00 0.12 0.26 0.17 1.58 0.01 0.08
 -------- 09:00 0.08 0.00 0.12 0.24 0.19 1.58 0.01 0.08
 -------- 10:00 0.08 0.00 0.12 0.25 0.19 1.58 0.01 0.08
 -------- 11:00 0.08 0.00 0.12 0.19 0.23 1.61 0.02 0.09
 -------- 12:00 0.09 0.00 0.12 0.20 0.22 1.61 0.02 0.10
 03.01.13 13:00 0.09 0.01 0.12 0.18 0.23 1.62 0.03 0.10
 -------- 14:00 0.10 0.01 0.12 0.16 0.24 1.64 0.04 0.11
 -------- 15:00 0.09 0.02 0.17 0.13 0.25 1.64 0.04 0.10
 -------- 16:00 0.09 0.00 0.12 0.15 0.23 1.66 0.02 0.10
 -------- 17:00 0.09 0.00 0.17 0.13 0.24 1.63 0.01 0.10
 03.01.13 18:00 0.08 0.00 0.25 0.19 0.17 1.61 0.01 0.09
 -------- 19:00 0.05 0.00 0.12 0.15 0.21 1.59 0.02 0.07
 -------- 20:00 0.05 0.00 0.17 0.09 0.26 1.61 0.03 0.07
 -------- 21:00 0.04 0.00 0.21 0.10 0.22 1.60 0.02 0.09
 -------- 22:00 0.05 0.00 0.12 0.07 0.21 1.60 0.03 0.09
 03.01.13 23:00 0.03 0.00 0.17 0.09 0.21 1.58 0.02 0.07
 -------- 00:00 0.03 0.00 0.12 0.12 0.19 1.56 0.02 0.06
 -------- 01:00 0.02 0.00 0.12 0.12 0.17 1.54 0.01 0.06
 -------- 02:00 0.02 0.00 0.12 0.15 0.13 1.54 0.01 0.05
 -------- 03:00 0.02 0.01 0.17 0.14 0.14 1.53 0.01 0.04
 04.01.13 04:00 0.02 0.01 0.17 0.17 0.14 1.52 0.01 0.03
 -------- 05:00 ---- 0.01 0.12 0.20 0.11 1.54 0.00 0.02
 -------- 06:00 0.02 0.01 0.12 0.17 0.13 1.55 0.01 0.02
 -------- 07:00 0.04 0.01 0.21 0.13 0.16 1.57 0.00 0.02
 -------- 08:00 0.04 0.01 0.21 0.10 0.19 1.54 0.01 0.02
 04.01.13 09:00 0.07 0.01 0.25 0.04 0.23 1.59 0.04 0.03
 -------- 10:00 0.08 0.01 0.29 0.01 0.23 1.61 0.08 0.04
 -------- 11:00 0.07 0.01 0.29 0.03 0.22 1.58 0.06 0.04
