 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 22.11.12 00:00 0.06 ---- ---- ---- 0.23 1.57 0.03 ----
 -------- 01:00 0.05 ---- ---- ---- 0.22 1.57 0.04 ----
 -------- 02:00 0.04 ---- ---- 0.01 0.20 1.55 0.01 ----
 -------- 03:00 0.04 ---- ---- 0.01 0.20 1.60 0.01 ----
 -------- 04:00 0.04 ---- ---- 0.01 0.20 1.63 0.01 ----
 22.11.12 05:00 0.04 ---- ---- ---- 0.20 1.63 0.02 ----
 -------- 06:00 0.05 ---- ---- ---- 0.21 1.60 0.05 ----
 -------- 07:00 0.06 ---- ---- ---- 0.21 1.56 0.04 ----
 -------- 08:00 0.10 ---- ---- ---- 0.22 1.62 0.10 ----
 -------- 09:00 0.13 ---- ---- ---- 0.23 1.72 0.18 ----
 22.11.12 10:00 0.10 ---- ---- ---- 0.23 1.69 0.13 ----
 -------- 11:00 0.10 ---- ---- 0.01 0.23 1.65 0.11 ----
 -------- 12:00 0.11 0.00 ---- 0.01 0.28 1.69 0.15 ----
 -------- 13:00 0.10 0.00 ---- 0.03 0.31 1.63 0.09 ----
 -------- 14:00 0.07 ---- ---- 0.10 0.26 1.58 0.04 ----
 22.11.12 15:00 0.07 ---- ---- 0.12 0.23 1.56 0.03 ----
 -------- 16:00 0.08 ---- ---- 0.07 0.29 1.56 0.05 ----
 -------- 17:00 0.09 0.00 ---- 0.09 0.26 1.57 0.01 ----
 -------- 18:00 0.07 ---- ---- 0.17 ---- 1.50 ---- ----
 -------- 19:00 0.06 ---- ---- 0.30 ---- 1.47 ---- ----
 22.11.12 20:00 0.07 0.00 ---- 0.20 ---- 1.50 ---- ----
 -------- 21:00 0.07 0.00 ---- 0.19 ---- 1.50 ---- ----
 -------- 22:00 0.08 0.00 ---- 0.11 ---- 1.52 ---- ----
 -------- 23:00 0.09 0.01 ---- 0.06 ---- 1.54 ---- ----
 -------- 00:00 0.09 0.01 0.12 0.04 ---- 1.57 ---- ----
 23.11.12 01:00 0.08 0.01 0.17 0.07 ---- 1.56 ---- ----
 -------- 02:00 0.06 0.01 0.21 0.06 ---- 1.55 ---- ----
 -------- 03:00 0.05 0.01 0.25 0.17 ---- 1.51 ---- ----
 -------- 04:00 0.04 0.01 0.25 0.23 ---- 1.50 ---- ----
 -------- 05:00 0.06 0.01 0.21 0.16 ---- 1.50 ---- ----
 23.11.12 06:00 0.06 0.01 0.21 0.12 ---- 1.50 ---- ----
 -------- 07:00 0.04 0.01 0.17 0.08 0.22 1.53 0.03 ----
 -------- 08:00 0.03 0.01 0.21 0.07 0.23 1.53 0.03 ----
 -------- 09:00 0.04 0.01 0.21 0.11 0.19 1.52 0.04 ----
 -------- 10:00 0.03 0.01 0.17 0.08 0.20 1.53 0.04 ----
 23.11.12 11:00 0.03 0.01 0.12 0.08 0.21 1.54 0.06 ----
 -------- 12:00 0.05 0.01 0.12 0.06 0.23 1.58 0.09 ----
 -------- 13:00 0.05 0.01 0.21 0.05 0.23 1.59 0.10 ----
 -------- 14:00 0.05 0.01 0.25 0.05 0.25 1.61 0.11 ----
 -------- 15:00 0.06 0.01 0.25 0.03 0.26 1.62 0.11 ----
 23.11.12 16:00 0.08 0.01 0.25 0.01 0.29 1.64 0.14 ----
 -------- 17:00 0.09 0.01 0.17 0.01 0.30 1.65 0.14 ----
 -------- 18:00 0.11 0.01 0.17 ---- 0.31 1.76 0.17 ----
 -------- 19:00 0.10 0.01 0.12 0.01 0.30 1.81 0.13 ----
 -------- 20:00 0.08 0.00 ---- 0.01 0.27 1.62 0.06 ----
 23.11.12 21:00 0.08 ---- ---- 0.01 0.28 1.62 0.08 ----
 -------- 22:00 0.09 ---- ---- ---- 0.28 1.64 0.10 ----
 -------- 23:00 0.08 ---- ---- ---- 0.27 1.64 0.10 ----
