 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 01.02.13 00:00 0.02 0.02 0.12 0.22 0.17 1.60 0.01 0.08
 -------- 01:00 0.02 0.03 0.25 0.23 0.16 1.61 0.01 0.08
 -------- 02:00 0.02 0.02 0.33 0.24 0.13 1.62 0.01 0.09
 -------- 03:00 0.02 0.02 0.29 0.23 0.14 1.62 0.00 0.09
 -------- 04:00 0.02 0.02 0.38 0.20 0.14 1.61 0.01 0.11
 01.02.13 05:00 0.02 0.02 0.29 0.18 0.16 1.62 0.01 0.10
 -------- 06:00 0.02 0.03 0.38 0.16 0.16 1.64 0.02 0.09
 -------- 07:00 0.03 0.03 0.38 0.17 0.17 1.64 0.02 0.08
 -------- 08:00 0.07 0.03 0.38 0.17 0.17 1.66 0.03 0.08
 -------- 09:00 0.06 0.03 0.38 0.15 0.18 1.64 0.03 0.09
 01.02.13 10:00 0.06 0.03 0.38 0.15 0.19 1.64 0.04 0.10
 -------- 11:00 0.05 0.03 0.38 0.16 0.19 1.64 0.04 0.10
 -------- 12:00 0.06 0.03 0.38 0.15 0.19 1.68 0.05 0.11
 -------- 13:00 0.06 0.03 0.38 0.16 0.19 1.66 0.06 0.11
 -------- 14:00 0.06 0.03 0.38 0.18 0.17 1.65 0.05 0.12
 01.02.13 15:00 0.05 0.03 0.38 0.17 0.18 1.63 0.04 0.13
 -------- 16:00 0.05 0.03 0.38 0.17 0.18 1.63 0.04 0.16
 -------- 17:00 0.06 0.03 0.38 0.14 0.21 1.65 0.04 0.15
 -------- 18:00 0.06 0.02 0.38 0.10 0.24 1.65 0.04 0.15
 -------- 19:00 0.07 0.02 0.38 0.08 0.26 1.66 0.04 0.14
 01.02.13 20:00 0.07 0.02 0.38 0.09 0.26 1.67 0.04 0.12
 -------- 21:00 0.08 0.02 0.38 0.06 0.29 1.70 0.04 0.10
 -------- 22:00 0.08 0.03 0.46 0.07 0.27 1.69 0.05 0.12
 -------- 23:00 0.08 0.02 0.42 0.09 0.23 1.67 0.06 0.11
 -------- 00:00 0.08 0.02 0.31 0.09 0.23 1.66 0.04 0.08
 02.02.13 01:00 0.07 0.02 0.12 0.08 0.24 1.63 0.03 0.08
 -------- 02:00 0.06 0.02 0.12 0.06 0.24 1.62 0.03 0.07
 -------- 03:00 0.05 0.02 0.21 0.08 0.23 1.59 0.03 0.05
 -------- 04:00 0.05 0.02 0.12 0.12 0.19 1.57 0.02 0.04
 -------- 05:00 0.07 0.02 0.17 0.05 0.23 1.61 0.07 0.04
 02.02.13 06:00 0.05 0.03 0.50 0.04 0.26 1.60 0.05 0.04
 -------- 07:00 0.07 0.03 0.54 0.03 0.26 1.61 0.08 0.05
 -------- 08:00 0.09 0.03 0.62 0.04 0.26 1.66 0.11 0.06
 -------- 09:00 0.09 0.03 0.54 0.06 0.27 1.61 0.07 0.05
 -------- 10:00 0.11 0.03 0.58 0.04 0.24 1.65 0.12 0.07
 02.02.13 11:00 0.12 0.02 0.29 0.05 0.22 1.67 0.13 0.08
 -------- 12:00 0.10 0.02 0.25 0.05 0.23 1.65 0.11 0.09
 -------- 13:00 0.11 0.02 0.25 0.08 0.22 1.68 0.14 0.10
 -------- 14:00 0.11 0.03 0.25 0.10 0.23 1.68 0.14 0.09
 -------- 15:00 0.11 0.02 0.25 0.10 0.23 1.67 0.13 0.09
 02.02.13 16:00 0.11 0.02 0.25 0.09 0.26 1.70 0.11 0.10
 -------- 17:00 0.10 0.02 0.17 0.09 0.28 1.66 0.08 0.07
 -------- 18:00 0.11 0.02 0.25 0.05 0.30 1.69 0.09 0.08
 -------- 19:00 0.10 0.02 0.25 0.04 0.28 1.66 0.09 0.06
 -------- 20:00 0.13 0.02 0.25 0.01 0.27 1.70 0.12 0.07
 02.02.13 21:00 0.11 0.02 0.25 0.01 0.27 1.65 0.07 0.06
 -------- 22:00 0.11 0.02 0.21 0.01 0.25 1.66 0.10 0.06
 -------- 23:00 0.09 0.02 0.25 0.01 0.27 1.66 0.07 0.08
