 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 03.03.13 12:00 0.11 0.03 0.75 0.32 0.19 1.70 0.07 0.05
 -------- 13:00 0.09 0.04 0.50 0.40 0.14 1.61 0.04 0.04
 -------- 14:00 0.08 0.03 0.25 0.45 0.13 1.56 0.04 0.03
 -------- 15:00 0.09 0.03 0.54 0.38 0.16 1.57 0.06 0.05
 -------- 16:00 0.09 0.02 0.21 0.31 0.20 1.55 0.06 0.06
 03.03.13 17:00 0.08 0.03 0.38 0.33 0.20 1.53 0.04 0.08
 -------- 18:00 0.07 0.03 0.62 0.41 0.17 1.52 0.02 0.06
 -------- 19:00 0.09 0.03 0.42 0.10 0.37 1.54 0.07 0.05
 -------- 20:00 0.08 0.06 0.29 0.16 0.34 1.57 0.03 0.06
 -------- 21:00 0.06 0.25 0.83 0.28 0.26 1.69 0.01 0.08
 03.03.13 22:00 0.05 0.25 0.96 0.38 0.19 1.67 0.01 0.06
 -------- 23:00 0.04 0.15 0.75 0.49 0.12 1.65 0.01 0.04
 -------- 00:00 0.04 0.32 1.04 0.51 0.10 1.60 0.01 0.03
 -------- 01:00 0.04 0.78 1.50 0.53 0.08 1.50 0.01 0.03
 -------- 02:00 0.04 0.76 1.67 0.52 0.09 1.57 0.00 0.03
 04.03.13 03:00 0.04 0.57 1.54 0.52 0.08 1.58 0.01 0.03
 -------- 04:00 0.04 0.21 0.67 0.50 0.10 1.60 0.01 0.03
 -------- 05:00 0.04 0.05 0.29 0.46 0.11 1.61 0.01 0.03
 -------- 06:00 0.05 0.03 0.29 0.43 0.14 1.57 0.01 0.03
 -------- 07:00 0.06 0.01 0.25 0.38 0.16 1.53 0.02 0.04
 04.03.13 08:00 0.07 0.00 ---- 0.37 0.18 1.53 0.01 0.03
 -------- 09:00 0.08 0.01 ---- 0.37 0.20 1.57 0.03 0.04
 -------- 10:00 0.08 0.01 0.12 0.42 0.16 1.60 0.05 0.04
 -------- 11:00 0.07 0.02 0.25 0.49 0.12 1.58 0.03 0.05
 -------- 12:00 0.06 0.00 ---- 0.51 0.11 1.55 0.03 0.03
 04.03.13 13:00 0.06 0.01 0.17 0.56 0.08 1.53 0.03 0.04
 -------- 14:00 0.06 0.00 ---- 0.58 0.07 1.54 0.03 0.03
 -------- 15:00 0.06 0.01 0.12 0.61 0.07 1.50 0.02 0.02
 -------- 16:00 0.06 0.00 ---- 0.61 0.06 1.49 0.02 0.03
 -------- 17:00 0.06 0.01 0.19 0.55 0.10 1.50 0.01 0.02
 04.03.13 18:00 0.06 0.00 ---- 0.49 0.13 1.51 0.01 0.04
 -------- 19:00 0.04 0.01 0.12 0.46 0.16 1.52 0.01 0.04
 -------- 20:00 0.04 0.01 0.21 0.41 0.20 1.54 0.01 0.04
 -------- 21:00 0.04 0.01 0.25 0.35 0.21 1.55 0.01 0.04
 -------- 22:00 0.04 0.00 ---- 0.34 0.17 1.54 0.01 0.03
 04.03.13 23:00 0.04 0.01 ---- 0.30 0.23 1.55 0.01 0.04
 -------- 00:00 0.04 0.01 0.12 0.23 0.26 1.55 0.01 0.04
 -------- 01:00 0.04 0.03 0.25 0.28 0.20 1.56 0.01 0.03
 -------- 02:00 0.03 0.04 0.29 0.35 0.15 1.54 0.01 0.03
 -------- 03:00 0.03 0.03 0.25 0.21 0.24 1.58 0.01 0.04
 05.03.13 04:00 0.03 0.02 0.25 0.11 0.31 1.58 0.02 0.03
 -------- 05:00 0.05 0.02 0.25 0.03 0.37 1.62 0.05 0.04
 -------- 06:00 0.06 0.02 0.25 0.01 0.37 1.63 0.08 0.04
 -------- 07:00 0.07 0.02 0.25 0.02 0.36 1.67 0.09 0.04
 -------- 08:00 0.11 0.02 0.25 0.02 0.35 1.75 0.13 0.05
 05.03.13 09:00 0.15 0.02 0.33 0.05 0.31 1.97 0.26 0.07
 -------- 10:00 0.18 0.03 0.38 0.09 0.30 1.94 0.30 0.08
 -------- 11:00 0.11 0.04 0.38 0.21 0.25 1.74 0.15 0.07
