 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 06.03.13 00:00 0.17 0.05 0.25 0.01 0.34 2.03 0.34 0.20
 -------- 01:00 0.13 0.03 0.17 0.01 0.37 1.89 0.25 0.14
 -------- 02:00 0.14 0.01 0.12 0.01 0.37 1.90 0.26 0.13
 -------- 03:00 0.12 0.01 0.12 0.01 0.37 1.90 0.24 0.12
 -------- 04:00 0.11 0.00 0.12 0.01 0.38 1.86 0.16 0.10
 06.03.13 05:00 0.08 0.00 0.12 0.01 0.41 1.71 0.06 0.07
 -------- 06:00 0.08 0.00 ---- 0.02 0.40 1.67 0.05 0.05
 -------- 07:00 0.09 0.00 ---- 0.01 0.38 1.70 0.08 0.07
 -------- 08:00 0.11 0.00 ---- 0.02 0.36 1.71 0.11 0.08
 -------- 09:00 0.13 0.01 ---- 0.05 0.34 1.72 0.12 0.09
 06.03.13 10:00 0.16 0.01 ---- 0.08 0.30 1.74 0.15 0.09
 -------- 11:00 0.10 0.02 ---- 0.17 0.25 1.66 0.11 0.10
 -------- 12:00 0.09 0.03 0.12 0.26 0.23 1.61 0.07 0.08
 -------- 13:00 0.07 0.04 0.33 0.31 0.21 1.60 0.06 0.08
 -------- 14:00 0.08 0.05 0.54 0.35 0.21 1.60 0.06 0.07
 06.03.13 15:00 0.08 0.03 0.19 0.35 0.23 1.60 0.07 0.07
 -------- 16:00 0.07 0.04 0.46 0.39 0.22 1.59 0.06 0.05
 -------- 17:00 0.07 0.02 0.19 0.41 0.23 1.84 0.05 0.04
 -------- 18:00 0.09 0.03 0.50 0.38 0.27 1.57 0.06 0.04
 -------- 19:00 0.07 0.02 0.31 0.36 0.28 1.56 0.05 0.04
 06.03.13 20:00 0.07 0.02 0.25 0.36 0.28 1.56 0.04 0.05
 -------- 21:00 0.06 0.03 0.46 0.36 0.28 1.56 0.03 0.05
 -------- 22:00 0.05 0.03 0.50 0.37 0.27 1.56 0.02 0.05
 -------- 23:00 0.05 0.03 0.31 0.40 0.26 1.53 0.02 0.05
 -------- 00:00 0.02 0.03 0.29 0.56 0.18 1.51 0.01 0.05
 07.03.13 01:00 0.02 0.02 0.25 0.66 0.12 1.51 0.00 0.05
 -------- 02:00 0.02 0.02 ---- 0.70 0.09 1.50 0.01 0.05
 -------- 03:00 0.02 0.03 0.21 0.74 0.08 1.50 0.01 0.05
 -------- 04:00 0.02 0.01 0.12 0.73 0.09 1.50 0.00 0.05
 -------- 05:00 0.02 0.02 0.12 0.71 0.11 1.50 0.01 0.05
 07.03.13 06:00 0.02 0.03 0.17 0.65 0.17 1.53 0.01 0.06
 -------- 07:00 0.07 0.02 0.12 0.62 0.18 1.55 0.01 0.07
 -------- 08:00 0.08 0.02 0.19 0.58 0.20 1.54 0.01 0.07
 -------- 09:00 0.08 0.02 0.21 0.56 0.19 1.53 0.01 0.05
 -------- 10:00 0.06 0.01 ---- 0.55 0.16 1.52 0.02 0.04
 07.03.13 11:00 0.06 0.02 0.25 0.55 0.13 1.52 0.03 0.03
 -------- 12:00 0.05 0.01 ---- 0.55 0.09 1.51 0.03 0.02
 -------- 13:00 0.04 0.01 0.25 0.60 0.07 1.49 0.02 0.01
 -------- 14:00 0.04 0.01 0.12 0.61 0.07 1.49 0.02 0.02
 -------- 15:00 0.05 0.01 ---- 0.59 0.09 1.51 0.02 0.02
 07.03.13 16:00 0.04 0.01 0.25 0.61 0.08 1.50 0.02 0.02
 -------- 17:00 0.04 0.00 ---- 0.58 0.09 1.49 0.01 0.02
 -------- 18:00 0.06 0.01 0.19 0.51 0.14 1.51 0.01 0.03
 -------- 19:00 0.06 0.00 ---- 0.40 0.20 1.51 0.01 0.02
 -------- 20:00 0.06 0.01 0.21 0.35 0.23 1.54 0.01 0.03
 07.03.13 21:00 0.06 0.01 0.25 0.31 0.23 1.56 0.01 0.03
 -------- 22:00 0.07 0.00 0.25 0.16 0.33 1.62 0.02 0.04
 -------- 23:00 0.06 0.01 0.12 0.22 0.28 1.61 0.01 0.04
