 Date Time CO SO2 H2S OZ NO2 CHX NO PM10
 18.02.13 12:00 0.06 0.01 ---- 0.38 0.16 1.55 0.04 0.04
 -------- 13:00 0.06 0.01 ---- 0.33 0.20 1.57 0.05 0.06
 -------- 14:00 0.07 0.01 ---- 0.32 0.20 1.58 0.06 0.06
 -------- 15:00 0.09 0.01 ---- 0.15 0.30 1.66 0.10 0.08
 -------- 16:00 0.10 0.01 ---- 0.07 0.33 1.74 0.11 0.09
 18.02.13 17:00 0.10 0.01 0.17 0.06 0.33 1.73 0.09 0.09
 -------- 18:00 0.11 0.01 0.12 0.03 0.36 1.73 0.07 0.09
 -------- 19:00 0.10 0.01 ---- 0.01 0.37 1.75 0.04 0.09
 -------- 20:00 0.08 0.01 0.12 0.05 0.35 1.68 0.02 0.07
 -------- 21:00 0.07 0.01 ---- 0.09 0.33 1.62 0.01 0.06
 18.02.13 22:00 0.07 0.01 ---- 0.13 0.29 1.60 0.04 0.06
 -------- 23:00 0.06 0.01 ---- 0.20 0.25 1.59 0.02 0.06
 -------- 00:00 0.06 0.01 ---- 0.21 0.22 1.59 0.01 0.06
 -------- 01:00 0.06 0.01 0.17 0.07 0.32 1.61 0.02 0.07
 -------- 02:00 0.08 0.01 0.12 0.02 0.36 1.65 0.02 0.07
 19.02.13 03:00 0.08 0.01 0.12 0.01 0.35 1.66 0.04 0.07
 -------- 04:00 0.08 0.01 0.17 0.01 0.36 1.67 0.04 0.06
 -------- 05:00 0.08 0.01 0.21 0.01 0.37 1.69 0.05 0.06
 -------- 06:00 0.08 0.01 0.17 0.01 0.37 1.66 0.04 0.06
 -------- 07:00 0.06 0.01 0.21 0.02 0.36 1.65 0.04 0.06
 19.02.13 08:00 0.06 0.01 0.21 0.01 0.36 1.71 0.05 0.06
 -------- 09:00 0.07 0.01 0.12 0.03 0.35 1.69 0.09 0.07
 -------- 10:00 0.09 0.01 0.12 0.04 0.34 1.73 0.12 0.08
 -------- 11:00 0.10 0.01 0.12 0.07 0.32 1.73 0.16 0.08
 -------- 12:00 0.07 0.02 0.17 0.13 0.26 1.75 0.14 0.06
 19.02.13 13:00 0.06 0.02 0.25 0.20 0.22 1.68 0.10 0.08
 -------- 14:00 0.07 0.02 0.12 0.19 0.23 1.67 0.10 0.08
 -------- 15:00 0.07 0.02 0.17 0.17 0.26 1.66 0.08 0.09
 -------- 16:00 0.07 0.02 0.12 0.13 0.29 1.68 0.11 0.09
 -------- 17:00 0.08 0.01 0.21 0.10 0.33 1.71 0.10 0.09
 19.02.13 18:00 0.08 0.01 0.21 0.06 0.37 1.71 0.06 0.09
 -------- 19:00 0.08 0.02 0.25 0.04 0.38 1.69 0.03 0.09
 -------- 20:00 0.09 0.02 0.25 0.02 0.41 1.67 0.05 0.09
 -------- 21:00 0.10 0.01 0.12 0.02 0.39 1.68 0.05 0.09
 -------- 22:00 0.10 0.01 0.21 0.01 0.40 1.72 0.08 0.10
 19.02.13 23:00 0.09 0.01 0.67 0.01 0.41 1.82 0.06 0.09
 -------- 00:00 0.09 0.01 0.33 0.01 0.39 1.77 0.07 0.09
 -------- 01:00 0.09 0.01 0.38 0.01 0.38 1.75 0.04 0.07
 -------- 02:00 0.08 0.01 0.71 0.03 0.37 1.77 0.03 0.07
 -------- 03:00 0.07 0.01 0.54 0.08 0.34 1.74 0.01 0.06
 20.02.13 04:00 0.07 0.01 0.25 0.10 0.31 1.71 0.02 0.06
 -------- 05:00 0.06 0.01 0.12 0.11 0.30 1.68 0.01 0.06
 -------- 06:00 0.07 0.01 0.33 0.05 0.34 1.79 0.04 0.07
 -------- 07:00 0.13 0.01 0.38 0.01 0.35 1.83 0.10 0.08
 -------- 08:00 0.17 0.01 0.17 0.01 0.34 1.83 0.17 0.10
 20.02.13 09:00 0.13 0.01 0.21 0.07 0.34 1.82 0.06 0.08
 -------- 10:00 0.16 0.01 0.33 0.05 0.33 1.85 0.12 0.09
 -------- 11:00 0.21 0.02 0.12 0.03 0.31 1.86 0.26 0.12
